area,label,rdm_r
schaefer_63,63,0.14579773342942656
schaefer_64,64,0.2418863343947855
schaefer_65,65,0.1739456663347683
schaefer_66,66,0.1870100326148939
schaefer_67,67,0.16636683834935273
schaefer_68,68,0.11813914135049126
schaefer_69,69,0.12635442767263486
schaefer_70,70,0.1997758327343824
schaefer_71,71,0.2576068483917011
schaefer_72,72,0.25799396495241556
schaefer_73,73,0.16587653912502195
schaefer_74,74,0.18635848341114403
schaefer_75,75,0.36309289711829534
schaefer_76,76,0.041293618306967095
schaefer_77,77,0.20947696645809047
schaefer_78,78,0.3150595363086436
schaefer_79,79,0.22583260187300389
schaefer_80,80,0.17494705163800162
schaefer_81,81,0.503756797064498
schaefer_82,82,0.34485810664362215
schaefer_83,83,0.29521365534785915
schaefer_84,84,0.17800803642924778
schaefer_85,85,0.20829364278564452
schaefer_86,86,0.2386500452667835
schaefer_87,87,0.38695459498146934
schaefer_88,88,0.2623178195870223
schaefer_89,89,0.3685066667809107
schaefer_90,90,0.2757652196809823
schaefer_91,91,0.3196098671380893
schaefer_92,92,0.2610934231357686
schaefer_93,93,0.3083161025391143
schaefer_94,94,0.27785118632035505
schaefer_95,95,0.3432941146127401
schaefer_96,96,0.15430842461521305
schaefer_97,97,-0.10426779123475788
schaefer_98,98,0.202446800938527
schaefer_99,99,0.036440153662550094
schaefer_100,100,0.031617811982133086
schaefer_101,101,0.1466738648259511
schaefer_102,102,0.2892696371816069
schaefer_103,103,0.14970094810953188
schaefer_104,104,0.1760034608858165
schaefer_105,105,0.2357735938239823
schaefer_106,106,0.12349222108049712
schaefer_107,107,0.1667358996415154
schaefer_108,108,0.263064159018811
schaefer_109,109,0.19235495569219316
schaefer_110,110,0.398303162677079
schaefer_111,111,0.18486108089999428
schaefer_112,112,0.22236250195315957
schaefer_113,113,0.16491354608778372
schaefer_114,114,0.02647960892127805
schaefer_115,115,0.31515247021093107
schaefer_116,116,0.037079389930654315
schaefer_117,117,-0.05292273160561049
schaefer_118,118,0.01595819618862683
schaefer_119,119,-0.013739998792247687
schaefer_120,120,0.013754217358391456
schaefer_121,121,0.06936520462942172
schaefer_122,122,0.05167737839735327
schaefer_123,123,0.10526063894780194
schaefer_124,124,0.13908944368702364
schaefer_125,125,0.07568939971488314
schaefer_126,126,0.11976070721979733
schaefer_127,127,0.1241169584663034
schaefer_128,128,0.24410135695261057
schaefer_129,129,0.15961811585814278
schaefer_130,130,0.22412259381808278
schaefer_131,131,0.18226336903429433
schaefer_132,132,0.15166451560267516
schaefer_133,133,0.149574381242046
schaefer_134,134,0.009710983431233416
schaefer_135,135,0.06278756528994411
schaefer_136,136,0.08978572218625101
schaefer_137,137,0.11266524812082378
schaefer_138,138,0.07027335025599567
schaefer_139,139,0.21322179481166514
schaefer_140,140,0.32989751618052754
schaefer_141,141,0.3115007194208281
schaefer_142,142,0.09819908092213736
schaefer_143,143,0.07894403015789442
schaefer_144,144,0.20844396910472587
schaefer_145,145,0.2992259822163045
schaefer_146,146,-0.035014677831534904
schaefer_147,147,0.1000286425859998
schaefer_148,148,0.287214867588013
schaefer_149,149,-0.014886676531560535
schaefer_150,150,0.17703012862794204
schaefer_151,151,0.14147349680010585
schaefer_152,152,0.24191329461569622
schaefer_153,153,0.036475792647831476
schaefer_154,154,0.1893434020626161
schaefer_155,155,0.1000198657136682
schaefer_156,156,0.1431104831017544
schaefer_157,157,0.2540779813567075
schaefer_158,158,0.20860888131322644
schaefer_159,159,0.18010219034220015
schaefer_160,160,0.13098532447554007
schaefer_161,161,0.1387668126470059
schaefer_162,162,0.11979340724443506
schaefer_163,163,0.17688744386451433
schaefer_164,164,0.1218576073518898
schaefer_165,165,0.1301304553265554
schaefer_166,166,0.24373458555155225
schaefer_167,167,0.12695795745850905
schaefer_168,168,0.006113039469326529
schaefer_169,169,0.1295091312994097
schaefer_170,170,0.10350811619545112
schaefer_171,171,0.07721540715029031
schaefer_172,172,0.23437077393930367
schaefer_173,173,0.17861789600995445
schaefer_174,174,0.20865821668712245
schaefer_175,175,0.09751252348117248
schaefer_176,176,0.1093268769953249
schaefer_177,177,0.17171379520982952
schaefer_178,178,0.05753336769015535
schaefer_179,179,0.18258039242868365
schaefer_180,180,0.10460686418268414
schaefer_181,181,0.10339026841115634
schaefer_182,182,0.12841260907344937
schaefer_183,183,0.17470758174515222
schaefer_184,184,0.14051152200722436
schaefer_185,185,0.23010896036386247
schaefer_186,186,0.1825198171910156
schaefer_187,187,0.21349760563674405
schaefer_188,188,0.09841822453686012
schaefer_189,189,0.2835275580127661
schaefer_190,190,0.0719443383733943
schaefer_191,191,0.229203463143172
schaefer_192,192,0.14761495298248944
schaefer_193,193,0.15961549287926619
schaefer_194,194,0.23997020157652327
schaefer_195,195,0.22984525361398792
schaefer_196,196,0.12225711261676322
schaefer_197,197,0.16059504232537028
schaefer_198,198,0.11720871777859246
schaefer_199,199,0.34322016407324446
schaefer_200,200,0.3192566095214628
schaefer_201,201,0.23808401382537026
schaefer_202,202,0.005016376163194209
schaefer_203,203,0.22652961448129036
schaefer_204,204,0.4078178882155737
schaefer_205,205,0.0879429625484547
schaefer_206,206,0.2749415865760369
schaefer_207,207,0.012356526056527315
schaefer_208,208,0.4940579668089294
schaefer_209,209,0.316813437300882
schaefer_210,210,0.43159520535165596
schaefer_211,211,0.2573712275636132
schaefer_212,212,0.12522134046717923
schaefer_213,213,0.5154391056437818
schaefer_214,214,0.005961114291794887
schaefer_215,215,0.5207617202498
schaefer_216,216,0.20211256617568085
schaefer_217,217,0.16528972707111164
schaefer_218,218,0.4413342685830357
schaefer_219,219,0.2656122963347926
schaefer_220,220,0.18707249757153496
schaefer_221,221,0.45835586101718645
schaefer_222,222,0.3178490318090305
schaefer_223,223,0.3251982721811268
schaefer_224,224,0.18750878980471405
schaefer_225,225,0.20809115087145255
schaefer_226,226,0.274493724260147
schaefer_227,227,0.3557883687426759
schaefer_228,228,0.24404328757546592
schaefer_229,229,0.2205298463987361
schaefer_230,230,0.21945009848346253
schaefer_231,231,0.0891747975407593
schaefer_232,232,0.1441126964666458
schaefer_233,233,0.20148290612017725
schaefer_234,234,0.09408059225217225
schaefer_235,235,0.11813071649525012
schaefer_236,236,0.04155074545678114
schaefer_237,237,0.18450338746938885
schaefer_238,238,0.20224829619444373
schaefer_239,239,0.13031146232993465
schaefer_240,240,0.09771641207744576
schaefer_241,241,0.17058128699651393
schaefer_242,242,0.16904150501619938
schaefer_243,243,-0.003923822599592265
schaefer_244,244,0.16411518325205135
schaefer_245,245,0.19465040171346062
schaefer_246,246,0.06570061465600649
schaefer_247,247,0.2204431454238883
schaefer_248,248,0.04009617258743144
schaefer_249,249,0.1026061287811327
schaefer_250,250,0.1780204486792224
schaefer_251,251,0.1088056222367784
schaefer_252,252,0.22111944412533735
schaefer_253,253,0.06977554065324695
schaefer_254,254,0.10985561399559142
schaefer_255,255,0.143792330328417
