label,x,y,z,dtseries_row_i,left_hemi,first_rdm_corr,replication_rdm_corr,y_third
217.0,13.221759272293307,-45.23604363454899,2.811853169293051,30306.901408450703,0.0,0.1652897270711116,0.12386976837857731,1.0
218.0,34.464526913123215,-85.24652040218879,5.135200179681115,48044.90419161677,0.0,0.44133426858303576,0.2683222864904868,1.0
219.0,10.762304935937726,-75.08177823315334,8.879577842204023,53252.03501945525,0.0,0.2656122963347926,0.2331989851499036,1.0
220.0,22.120175466583106,-59.70981575997823,6.024834339128157,51588.966507177036,0.0,0.1870724975715349,0.05950544755301,1.0
221.0,23.262048927007935,-96.22776525160846,8.168570312799192,51495.07843137255,0.0,0.4583558610171864,0.4240180634553885,1.0
222.0,42.04066946448349,-77.05396200970905,13.849099656430687,43420.42682926829,0.0,0.3178490318090305,0.0457593031339811,1.0
223.0,14.564597286590159,-91.5350401891421,17.877134479888497,52429.57534246575,0.0,0.3251982721811268,0.299575445131804,1.0
224.0,16.38205549078928,-66.62690382944027,19.316800956994715,53733.859154929574,0.0,0.187508789804714,0.1755065278778384,1.0
225.0,6.28159115711848,-81.88183428446452,21.75593693256378,53320.86666666667,0.0,0.2080911508714525,0.16649822409304146,1.0
226.0,27.721510933666693,-84.12717209792719,20.752091268213785,42797.03658536585,0.0,0.274493724260147,0.1827960244223839,1.0
227.0,34.90272258829187,-75.8596107341625,24.23739712326615,42238.27777777778,0.0,0.3557883687426759,0.1828384930320669,1.0
228.0,16.48841803564745,-75.50913249745088,33.76541701485129,46092.39705882353,0.0,0.2440432875754659,0.1869780338911307,1.0
229.0,19.0177745019427,-83.29614892805586,36.35041112485139,41594.48447204969,0.0,0.22052984639873613,0.1273627023327662,1.0
230.0,27.081255000124695,-73.4248541555097,38.23740364402853,40403.55913978495,0.0,0.2194500984834625,0.19361152681123373,1.0
231.0,53.66523038591657,-0.09023334613868168,-4.5431675666783535,58380.23428571429,0.0,0.0891747975407593,0.1366537337237748,3.0
232.0,60.705973920483274,-21.96794883853893,0.9646832844346459,45215.02030456853,0.0,0.1441126964666458,0.2465907560114532,2.0
233.0,53.87137479084294,-16.352281293636416,6.7834404532502335,53740.575609756095,0.0,0.2014829061201772,0.170621812727154,2.0
234.0,41.27325421410638,-16.811106130883502,1.7879152967110024,52891.39864864865,0.0,0.0940805922521722,0.0006631439543233,2.0
235.0,38.323130206527,-6.53763893218798,12.630412792491022,39227.6168224299,0.0,0.1181307164952501,0.0410653545259497,2.0
236.0,35.72207200792101,-20.236300418995047,12.945829020606148,45915.97037037037,0.0,0.0415507454567811,0.1542299624975499,2.0
237.0,60.38467392364105,-26.907054046531776,12.451258557183403,37746.57142857143,0.0,0.1845033874693888,0.1423439057695696,2.0
238.0,61.33052177103157,-36.99181568113148,12.95272326673198,37330.37606837607,0.0,0.2022482961944437,0.148508027874017,2.0
239.0,41.09393766814587,-12.60573181919023,18.162404798993876,44801.17647058824,0.0,0.1303114623299346,0.1326024044151995,2.0
240.0,41.90518139360289,-29.31756147294597,18.337756942781766,40069.80686695279,0.0,0.0977164120774457,0.1258863324596574,2.0
241.0,50.17285477031361,-11.17742412740534,14.616129755973816,46056.806818181816,0.0,0.1705812869965139,0.040637842111328,2.0
242.0,57.58956775526061,-0.2901644284707786,10.91050964202324,47048.051094890514,0.0,0.1690415050161993,0.0244608938853999,3.0
243.0,49.272047220865886,-21.68989435831706,19.154373474121094,45083.88,0.0,-0.0039238225995922,0.1604319348767821,2.0
244.0,60.99062009201836,-12.413765622168473,16.20307586119347,45524.865979381444,0.0,0.1641151832520513,0.105670183470158,2.0
245.0,58.78069676850971,4.840153502913094,29.572471719039115,47570.38157894737,0.0,0.1946504017134606,0.0778006630243669,3.0
246.0,57.538297794692944,-6.6772222263788255,26.67798793351261,45772.53115727003,0.0,0.0657006146560064,0.1705707146218032,2.0
247.0,59.48674114772252,-15.579293087550573,30.698732130868095,45587.99285714285,0.0,0.2204431454238883,0.1593870963504779,2.0
248.0,49.424571804884,-7.260876240890201,35.34260842858291,43554.68292682927,0.0,0.0400961725874314,0.1219776657224084,2.0
249.0,54.10029945023563,-17.930075006747465,40.05587408083294,43818.45871559633,0.0,0.1026061287811327,0.1110629788102538,2.0
250.0,10.08600094186978,-15.406584349204236,41.7492539413332,31567.07874015748,0.0,0.1780204486792224,0.1093685516758083,2.0
251.0,50.482744625636506,-14.072933340072632,46.160344287327355,38125.56428571429,0.0,0.1088056222367784,0.1253551924399151,2.0
252.0,43.28350894422416,-10.656200413962445,45.75630937139672,34918.114457831325,0.0,0.2211194441253373,0.3038074575265241,2.0
253.0,46.95000151850751,-25.64570967356364,52.99743348273678,35725.106280193235,0.0,0.0697755406532469,0.1222591311860256,2.0
254.0,8.04992791135868,-8.33713612151137,49.71872341133163,32308.604790419162,0.0,0.10985561399559139,0.1096979412479037,2.0
255.0,40.42417476586336,-21.463746674667448,50.28187831901234,36018.94082840237,0.0,0.143792330328417,0.2219140054736245,2.0
256.0,34.516418871361665,-18.500413115997887,59.160471098253346,33709.19475655431,0.0,0.1257717316137607,0.147751020804745,2.0
257.0,32.8113166156568,-34.001483967429714,59.439884662628174,35297.08552631579,0.0,0.0818015146878709,0.1017371916597235,2.0
258.0,30.676933062518085,-40.58934080335829,58.35856261076751,38344.8962962963,0.0,0.1046814574828495,0.1993614240753062,2.0
259.0,33.13402618061412,-27.759872884461373,58.13690214446097,35596.204545454544,0.0,0.1196932121944719,0.215875268711386,2.0
260.0,5.288223063244539,-24.320837027886334,56.55208394106697,32447.698529411766,0.0,0.1488349071479006,0.1630497384105657,2.0
261.0,26.5881325092191,-11.563482920328775,61.63742317249572,34003.36601307189,0.0,0.1167642975328215,0.1967748490198245,2.0
262.0,10.467902965691625,-40.87742334482621,65.13242369282003,31852.755102040817,0.0,0.2181635698360624,0.2545711973926681,2.0
263.0,20.29217809789321,-25.383374345068837,62.69804823632334,33581.60784313725,0.0,0.1726995797750519,0.1282075637958741,2.0
264.0,20.90376761754354,-30.303462394078572,63.60956071217855,33860.525,0.0,0.1487002931594618,0.1993124232028126,2.0
265.0,22.5012503788389,-35.364343064406825,66.99574061426623,34989.206896551725,0.0,0.1544506902909453,0.0704960746167062,2.0
266.0,14.381288705247172,-9.950370327810223,69.03385153781163,34098.74157303371,0.0,0.1156423526787511,0.22040624015463184,2.0
267.0,15.462098341721754,-47.33718018842167,68.32018577981982,37853.34911242603,0.0,0.0216215058560171,0.2328516008986599,1.0
268.0,5.395201109585009,-24.186240110899274,68.3289891895495,32510.389473684212,0.0,0.18984860127173653,0.1532097706167651,2.0
269.0,14.780103738846318,-21.632543760730375,70.87820117089056,33974.6,0.0,0.1301732077623991,0.22104801645128452,2.0
270.0,12.32349358418191,-34.58663862065752,72.74601538606392,32845.248062015504,0.0,0.1339946850041625,0.1330615826439235,2.0
271.0,47.41687404792118,-50.278165070276295,-15.057751670083166,51163.961977186314,0.0,0.2908886915299327,0.3200974844998295,1.0
272.0,55.512173535531026,-55.54511250947651,0.7641849615406898,43703.491228070176,0.0,0.31060801488498,0.1672072880444545,1.0
273.0,50.20844548142801,-56.380290234182766,11.765378415115237,43853.10236220472,0.0,0.1007767004438127,0.1302034267011939,1.0
274.0,41.77456081800224,-74.14638393181414,31.45769707230497,43324.53719008264,0.0,0.2751296840964725,0.0766989958112667,1.0
275.0,30.455088334925033,-66.15063435423608,34.29848482094559,41994.92156862745,0.0,0.2316881714158984,0.2792283536802643,1.0
276.0,54.59200934993411,-24.734914261160544,40.92116272565231,44965.912621359224,0.0,0.2890306244141204,0.2687524332395745,2.0
277.0,16.62149748017516,-72.61082043225252,47.58372275436981,40504.9746835443,0.0,0.21877270615580757,0.10906143760779369,1.0
278.0,39.91209218743142,-38.47120585066549,42.72745878241035,36102.13483146067,0.0,0.3221392777828321,0.3155900686387156,2.0
279.0,44.46286655874813,-28.126201573540182,41.47411360460169,35628.117647058825,0.0,0.1145373621818063,0.2094388331189197,2.0
280.0,28.632842994598022,-61.19037660345974,49.13780722560653,42360.78313253012,0.0,0.3021966236822692,0.2712856166592112,1.0
281.0,35.599052148116265,-45.57845864546926,44.8652687474301,42302.45263157895,0.0,0.1642112648880312,0.2998956965013261,1.0
282.0,20.64941999772016,-65.52931518554688,52.80463070588954,40666.2,0.0,0.21718550230783892,0.41505946043803843,1.0
283.0,36.28334897984573,-36.601558706148076,47.714956961042894,36326.983606557376,0.0,0.3297168600938844,0.1264315879507469,2.0
284.0,32.71726516723633,-50.10056889125279,51.16237714494978,42492.16,0.0,0.2898724285710615,0.3053050653423468,1.0
285.0,9.505382341497084,-67.11328629886403,53.40694898717544,40622.21568627451,0.0,0.1676341646358507,0.2185406457081754,1.0
286.0,25.825424281918274,-55.52857256908806,58.31028276560258,42316.8418367347,0.0,0.3425542980862144,0.3574664090996821,1.0
287.0,7.828031433650425,-53.74054478236607,58.446114022391185,40543.08,0.0,0.2638687858147621,0.2817172943468781,1.0
288.0,14.042484604309653,-60.19246391938111,60.929740941413094,40285.299065420564,0.0,0.2042764136577598,0.22944938994355527,1.0
289.0,24.81768237154908,-47.88418075935972,63.977776977913514,42111.77914110429,0.0,0.1949883477318548,0.1508116840473539,1.0
290.0,38.33113407558865,-3.08252739969434,50.60765872531467,37165.24444444444,0.0,0.3405867325629322,0.3464208308768422,3.0
291.0,26.70292810172089,-2.7415841694397867,52.14924744535084,35106.2479338843,0.0,0.2949516439470732,0.4295183791544459,3.0
292.0,21.673201450548675,-3.5813769066804335,63.36687577900133,34369.926315789475,0.0,0.22429190838375723,0.3359583056645521,3.0
293.0,48.78837077525439,7.403127114417145,24.87813119203346,47427.36464088398,0.0,0.3637870052727863,0.3969923621010361,3.0
294.0,56.074307209736595,-48.108211723533834,9.92535959278141,40716.00900900901,0.0,0.2112366208674118,0.20361918521506678,1.0
295.0,49.850258856704556,-42.05594206347908,13.995097484785257,36867.24742268041,0.0,0.1515439935949583,0.2132974251596317,2.0
296.0,57.59400785087359,-43.154976873114556,22.586718360976416,36999.88118811881,0.0,0.1950788962310309,0.1402409251870136,1.0
297.0,56.710862532258034,-32.95760837942362,25.514818392693996,39083.53125,0.0,0.2687658530701126,0.1403315659790706,2.0
298.0,58.10631807978282,-22.410730373359726,24.54381498462426,45235.113772455086,0.0,0.21606744072901748,0.10673093034772328,2.0
299.0,59.80866828458063,-29.99676695363275,37.594839597570484,43659.06034482759,0.0,0.2941337386460744,0.2331520381472379,2.0
300.0,56.15323479642573,-41.96442975702974,36.23700945156137,38329.81958762887,0.0,0.2927905060335039,0.1959861371028362,2.0
301.0,48.01351845343381,3.0356886814662953,39.72925668678536,51251.11920529801,0.0,0.2585935621024023,0.3461075303351744,3.0
302.0,39.27358016600976,5.485292549567441,-17.592850538400505,44237.966346153844,0.0,0.0570670673449308,-0.0164919917856374,3.0
303.0,39.64067919114057,9.727283228846158,-5.537236811191428,38732.37254901961,0.0,0.1411613957356426,0.1947775540301654,3.0
304.0,40.24768539748267,-6.492188683140497,-8.04816696548064,44591.1780104712,0.0,0.09356459473001941,0.1128850705198765,2.0
305.0,39.38585307810566,2.51058731825635,2.3169576355744854,38677.207920792076,0.0,0.0248765465214722,0.1103684746572797,3.0
306.0,37.1493850268906,22.5524371510787,5.313723708750854,39321.77697841726,0.0,0.355836483750494,0.2175117042686588,3.0
307.0,38.118609614186475,5.733286738153789,10.941036589733965,39359.72077922078,0.0,0.1665901749030993,0.1606635646788187,3.0
308.0,49.62795396790887,5.072051847489537,4.478303664737809,46464.313868613135,0.0,0.2314759801065328,0.0857017258351048,3.0
309.0,52.454566750750445,12.12422192016704,12.022940819695492,46907.5033557047,0.0,0.2156194283148637,0.1868775224708967,3.0
310.0,31.676972077189504,42.88252748761858,25.642915668575444,56509.85253456221,0.0,0.190379126105689,0.256328803741685,3.0
311.0,7.4468557946822225,16.255335732067334,36.03954292746151,31075.811764705883,0.0,0.3231377136972506,0.1636406020284374,3.0
312.0,6.969535203278065,0.4721052770037204,41.626073241233826,30769.3125,0.0,0.2186794505415864,0.0163473200666458,3.0
313.0,11.179695308523835,-31.161882693174654,41.773951434584525,32018.703703703704,0.0,0.240858127517475,0.1903126752326617,2.0
314.0,6.71406974019231,9.945868152755875,54.050580067677544,31439.405405405407,0.0,0.4101723335930345,0.2630009109364399,3.0
315.0,11.271197433889347,-43.28845551762268,52.4611507610683,31677.82481751825,0.0,0.0782063976525303,0.1222731800468642,1.0
316.0,11.505796033889055,-30.65045326948166,48.42460373044014,32208.2890625,0.0,0.1838250767180796,0.174686341664608,2.0
317.0,6.8320929745265415,-3.702170523277351,64.16507786342076,32857.6,0.0,0.2501745208861473,0.1563208556090458,3.0
318.0,14.67745435502794,3.8410323979126084,67.619177669949,34209.51111111111,0.0,0.1470543880647439,0.0016103817304898,3.0
319.0,13.202616746715039,20.28778129368159,-19.89308396929261,48907.184971098264,0.0,0.0931212208671475,-0.0537969890405462,3.0
320.0,22.871905686839526,24.24836398118379,-18.166885104400432,48492.30463576159,0.0,0.3028871413076058,0.1711542943492979,3.0
321.0,8.302180820497973,44.259212143119726,-22.713349506772797,48992.74137931035,0.0,0.1747708417970451,0.073867476220216,3.0
322.0,20.437674096051385,44.728394945930035,-16.831563545675838,48656.705882352944,0.0,0.1738857983245595,0.1801900039780937,3.0
323.0,4.8857814154841686,19.12965817343105,-20.766583366827533,49548.829545454544,0.0,-0.0327780455030914,-0.1368440167899841,3.0
324.0,9.20172410661524,61.676164627075195,-13.316375011747533,50148.704545454544,0.0,0.0675890352928274,0.09857407766508491,3.0
325.0,28.90807596842448,-2.3490460979358088,-38.20309823997012,50941.831460674155,0.0,0.0759975683524234,0.0384472799159155,3.0
326.0,50.03830907219335,-8.773564105951472,-36.09164578036258,49937.95394736842,0.0,0.1723183607423667,0.1241971363679129,2.0
327.0,37.428119394163424,13.713085198244512,-36.53811517930189,52703.39735099338,0.0,-0.0517901580887472,-0.0324568279644774,3.0
328.0,40.55378435172287,-15.675737303846022,-29.381055953455906,50503.37745098039,0.0,0.16665374882564912,0.0871050598746922,2.0
329.0,30.206021842055435,9.520684668398278,-28.241513094564123,52076.16535433071,0.0,0.0020909910784282,-0.0968606090256311,3.0
330.0,48.88860205835944,-29.683327463649263,-24.108101543964157,50369.395973154365,0.0,0.0182095324153941,0.1671057832269508,2.0
331.0,24.295945861122824,-19.582389667436676,-25.97007163778528,53526.08441558442,0.0,0.155240727865515,0.0598300288175159,2.0
332.0,49.22095328003821,-54.768238039782446,42.484446365467825,43264.95620437956,0.0,0.1501705520940636,0.2719096555027179,1.0
333.0,50.31123930278577,-45.90379867553711,43.35948731271844,40908.6,0.0,0.2341366700797231,0.254641747595577,1.0
334.0,34.285804578236174,-64.95522805622646,41.79692281995501,41947.42857142857,0.0,0.0998878590420823,0.1442572989878697,1.0
335.0,49.45631554883397,-36.18286156797124,45.916177121465076,38874.4371257485,0.0,0.23896752045478487,0.3589211969615678,2.0
336.0,42.913592642926154,-45.79301890921086,43.64458031349994,41358.09574468085,0.0,0.1264734384849562,0.1880125048988026,1.0
337.0,38.38815373738607,-54.869904403686526,44.32788103739421,41971.62,0.0,0.2567296773228277,0.2945608217664576,1.0
338.0,59.660584812842046,-31.782354238674724,-17.596765692463986,51086.79695431472,0.0,0.17844252642810443,0.254113872562593,2.0
339.0,59.76464413685404,-45.812508868563704,-7.841116327768678,46418.891719745225,0.0,0.24225423591476666,0.23404664951985957,1.0
340.0,33.46619137731092,21.400654371853534,-7.98616364207761,39475.35172413793,0.0,0.1597705033049425,0.2542683659464575,3.0
341.0,26.84178358661242,55.336902113985424,-12.12876984304633,48500.57024793389,0.0,0.1397789333701325,0.102722290563365,3.0
342.0,40.559077144448274,50.592628454071246,-4.1554540047069,45333.686274509804,0.0,0.11422862542825558,0.3017288136880131,3.0
343.0,26.88937673187256,56.884540069580076,3.3031007386446,53084.816,0.0,0.1208027057996379,0.2122477697110072,3.0
344.0,44.806028383272185,39.43624290260109,6.234762448448318,41743.657657657655,0.0,0.2380899259032014,0.0700436421188153,3.0
345.0,39.598338473926894,44.968832384456285,14.93465907736258,51279.454545454544,0.0,0.22638378292049743,0.3156898926166366,3.0
346.0,44.52877004523026,30.547599307277746,18.120682666176243,46728.94736842105,0.0,0.106309105411195,0.2347348447170767,3.0
347.0,45.05574655532837,17.583822692141812,24.468008420046637,47084.22794117647,0.0,0.2918464518093172,0.3271598974502146,3.0
348.0,24.785801142203706,52.939341697372306,21.632447523229263,55568.78151260504,0.0,0.1956960619183607,0.1365412285608904,3.0
349.0,44.19932126623439,28.772169954194798,27.157898174496147,50177.65354330709,0.0,0.2512138879451637,0.2602054759215375,3.0
350.0,39.117339331528235,10.898673470678,32.60661087364986,48418.06896551724,0.0,0.2459687477558019,0.4075434741373051,3.0
351.0,37.383035265604654,30.22872142791748,36.090450007120765,57144.86666666667,0.0,0.1608166166352226,0.1982193964997259,3.0
352.0,41.753249378947466,18.027360334024802,40.4674075485824,57506.707792207795,0.0,0.1711757099463988,0.2726249574544716,3.0
353.0,40.55238162769991,6.850536610565934,46.54215397554285,57630.14705882353,0.0,0.263335506136979,0.2327861354890158,3.0
354.0,33.94934883746472,13.628406672687321,52.11769550449245,57475.84065934066,0.0,0.2653751750048176,0.3166253239289618,3.0
355.0,23.697269121805828,8.198285692532858,56.90875116984049,41055.46,0.0,0.3414196265634078,0.1781391611265474,3.0
356.0,12.44676819969626,-69.14612326101094,39.112229419355636,41228.94957983193,0.0,0.2056744403820104,0.051031183196547,1.0
357.0,6.635549900961704,-62.621360153448386,45.930692610193475,41009.37704918033,0.0,0.29848860891923634,0.2867791211529408,1.0
358.0,5.817638300642183,-25.292138956770113,28.518856241733214,30728.822784810127,0.0,0.0589957702552764,-0.1062018785280402,2.0
359.0,4.089872417449951,-2.2566875429451465,31.259956970214844,31095.76,0.0,0.0431455613685182,0.0603849910148884,3.0
360.0,8.771095595215305,34.117682878898854,26.03137752648556,42099.46666666667,0.0,0.19644801781217971,0.19747844119845326,3.0
361.0,5.84996915274653,26.52568685597387,47.12556727179165,40853.525862068964,0.0,0.3040526150289791,0.2477786228436314,3.0
362.0,49.97717374436399,-47.9153795445219,20.156784382272274,39521.585106382976,0.0,0.2588158281473396,0.1163384731777047,1.0
363.0,45.91500594399192,-64.31225117770109,21.56271067532626,43904.78787878788,0.0,0.1661856770135177,0.1018693886467071,1.0
364.0,50.870995966593426,-56.14791912502713,26.256442059410944,44274.15555555555,0.0,0.1655531162097027,0.1393225228793618,1.0
365.0,53.69786135355631,-49.513483651479085,31.0010125319163,40985.84166666667,0.0,0.166022859870907,0.2066782847160525,1.0
366.0,44.94430217426785,-64.51744180753086,37.9170521477968,43068.54143646409,0.0,0.212437966426871,0.19275753849601968,1.0
367.0,49.829483804823475,5.503451492590241,-31.00376115871381,56420.43037974684,0.0,0.1561679685505713,0.0029210048991418,3.0
368.0,60.09505392915459,-11.963301639523237,-21.0238891519526,54910.77419354839,0.0,0.1838445275709253,0.1384777864790437,2.0
369.0,49.25383931940252,13.210932211442428,-19.023963991275505,58380.27272727273,0.0,0.0516214258917066,0.0252898335205432,3.0
370.0,53.26320462036133,-6.808633356288076,-13.778250663757325,58952.372,0.0,0.2017556269722622,-0.0035503349718144,2.0
371.0,61.47702493338749,-28.38332570832351,-5.489802539348602,51952.120689655174,0.0,0.2960620775858583,0.1241069005040964,2.0
372.0,48.963471580954156,-23.752317380504447,-5.843007216934397,51568.06722689076,0.0,0.1267398111762018,0.0427171208295191,2.0
373.0,60.76266620033666,-40.84828236228541,2.3520848008460904,37496.22368421053,0.0,0.3022189673490721,0.0909410670616421,2.0
374.0,49.579769632090695,-36.194236909380614,3.9536571056807635,37081.316770186335,0.0,0.10439012703480802,0.11574676197729439,2.0
375.0,32.833598543713975,22.551234031890655,-16.98024054173823,46983.20279720279,0.0,0.2126313895085678,0.0984047872735755,3.0
376.0,34.554306976194304,39.13441901478341,-11.824635839074608,48153.07317073171,0.0,0.3034613318956434,0.1911955507746457,3.0
377.0,47.489511270438676,33.021257543985826,-5.723274987178599,39460.30973451328,0.0,0.2974009797930321,0.1351264189458871,3.0
378.0,52.07001031994146,24.701193017474676,9.456635869828995,43181.63276836158,0.0,0.2963476568737044,0.18302650983164231,3.0
379.0,5.67328432419291,39.507851363141874,-10.313907113711268,51588.252873563215,0.0,0.0923763551359262,0.082758345687875,3.0
380.0,10.024958690750264,65.15360816171236,2.384960550153367,55204.84112149533,0.0,0.1323342791028893,0.2219330152540312,3.0
381.0,8.505766546106063,43.21743518630893,4.2891524290730585,54833.473988439306,0.0,0.20111449237925202,0.164272765289017,3.0
382.0,8.045882364337364,52.40973174705934,14.449868108449357,55652.230337078654,0.0,0.1539036012582302,-0.0042888259608874,3.0
383.0,15.953463539596676,62.26315011904221,17.269747257232666,55574.61240310078,0.0,0.1596602054558832,0.0650525550542828,3.0
384.0,4.523526196577111,23.583066765142945,21.35410873257384,31326.102040816328,0.0,0.11647977210896848,0.0483995466976404,3.0
385.0,7.086853755147834,54.0589365507427,30.55317866676732,55945.642105263156,0.0,0.2115097868709102,0.061989392645874004,3.0
386.0,17.433140363448704,49.3530164213262,34.209667906801926,55936.19658119658,0.0,0.1568238027817863,0.1769153785141458,3.0
387.0,5.749441640130405,41.4503033517421,38.11177016948832,56142.55172413793,0.0,0.1771091000755756,0.1447192760291329,3.0
388.0,25.532332384697746,33.11969298068608,39.16693715960066,56812.233644859814,0.0,0.1874109062784362,0.0428499010673627,3.0
389.0,12.87610320737285,37.60007086723081,49.77748142365486,56183.18709677419,0.0,0.2011214652223186,0.1403550077835903,3.0
390.0,23.037271240611137,22.520742186793573,49.54508729628575,56954.345679012345,0.0,0.0980759939044274,0.1707959555920936,3.0
391.0,12.278688049316406,17.990119454168504,61.23844961350964,40081.15483870968,0.0,0.1757356616600022,0.1256843738988334,3.0
392.0,12.267904349412964,-53.759022644910765,13.625591613670096,45536.90521327014,0.0,0.2051634857169316,0.1444418653180847,1.0
393.0,6.251487001776695,-42.821598609288536,21.40738445520401,29837.041666666668,0.0,0.0202861630907004,-0.1236220582845191,2.0
394.0,17.040313802446637,-62.81950258527483,26.96964168548584,52237.6,0.0,0.2625049741408735,0.2279478190799054,1.0
395.0,5.826846001511913,-51.23070935610324,24.448807333822305,45399.56497175141,0.0,0.0669293899302096,0.0060089070046855,1.0
396.0,5.351490142733552,-64.58570267433343,32.79197129537893,43213.104651162794,0.0,0.238835343498481,0.0649247672475396,1.0
397.0,6.343614931230421,-37.45745570938308,35.10037642639953,31622.83116883117,0.0,0.1872832276956674,0.0724310075963911,2.0
398.0,3.258028593328264,-19.152408175998264,36.549320733105695,30706.01851851852,0.0,0.1576215210260573,0.049479707443032,2.0
399.0,10.968664841992515,-51.20612614495413,37.168119754110066,41304.4375,0.0,0.1924933335925963,0.0715392635882157,1.0
400.0,7.491741624850671,-48.477068299228705,46.01525108559618,37691.22330097087,0.0,0.2799971714102812,0.041108571079772,1.0
