label,x,y,z,dtseries_row_i,left_hemi,first_rdm_corr,replication_rdm_corr,y_third
123.0,-40.91625760052655,-20.767134460243017,-25.051634943163073,20805.54054054054,1.0,0.1052606389478019,0.0435953414644815,2.0
124.0,-42.73535854884556,10.764106577209064,-33.561590063912526,24583.88,1.0,0.1390894436870236,0.0502943339451089,3.0
125.0,-32.99085124438962,10.537771601550627,-27.966362605821217,22303.19867549669,1.0,0.0756893997148831,0.0611269896244204,3.0
126.0,-21.93146942138672,-23.632730960845947,-23.58434027671814,24408.29,1.0,0.1197607072197973,-0.10104309340160582,2.0
127.0,-29.186650316765967,-69.31881259350067,39.86886012300532,12194.106382978724,1.0,0.1241169584663034,0.1740122282593517,1.0
128.0,-56.44568171399705,-41.219443463264625,41.1858113065679,13597.031914893618,1.0,0.24410135695261054,0.2679518271286055,2.0
129.0,-50.97231885790825,-49.3341808617115,41.55856931209564,9012.9609375,1.0,0.1596181158581427,0.1785360036910833,1.0
130.0,-33.481635114881726,-59.10673111809625,43.62881007724338,12342.988888888889,1.0,0.2241225938180827,0.2186559277908351,1.0
131.0,-41.158963079037875,-51.06533843330715,44.08304098378057,11656.965217391304,1.0,0.1822633690342943,0.161078079602662,1.0
132.0,-46.360201961115784,-41.27261548293264,44.90039795323422,6899.046052631579,1.0,0.1516645156026751,0.1958848733367247,2.0
133.0,-57.46657414399376,-50.58573576461437,-9.0969367577124,17998.868217054263,1.0,0.149574381242046,0.2560628335265477,1.0
134.0,-26.681626359293283,49.36503468663239,-12.87837858042441,18727.18181818182,1.0,0.0097109834312334,0.2237785738357419,3.0
135.0,-41.00565721540887,46.812745728468535,-5.045602108394434,13944.030456852792,1.0,0.0627875652899441,0.1837892340982799,3.0
136.0,-43.294182943919346,36.138456950111994,9.772238699216691,14485.238095238095,1.0,0.089785722186251,0.1336079528827732,3.0
137.0,-36.89515210041958,48.65427763272176,11.36860647454726,20842.309734513274,1.0,0.1126652481208237,0.2262715142529315,3.0
138.0,-26.632569524976944,52.44707912868924,13.256790174378288,25512.12037037037,1.0,0.0702733502559956,0.2230486178595085,3.0
139.0,-39.40869430109119,37.962596473964396,20.59003894887072,22393.858156028367,1.0,0.2132217948116651,0.2748368160649606,3.0
140.0,-42.5258699088261,21.96348481013857,25.607814381040377,19081.303448275863,1.0,0.3298975161805275,0.3267563698437635,3.0
141.0,-38.02759246195643,8.271791601969191,32.88523256286117,19628.87603305785,1.0,0.3115007194208281,0.35843906884517546,3.0
142.0,-36.27184497999108,30.930426506374193,34.038669055441154,27413.75652173913,1.0,0.0981990809221373,0.3237638323031839,3.0
143.0,-32.03359763518624,15.285582438759182,-10.236796783364337,10595.076086956522,1.0,0.0789440301578944,0.09914965536215439,3.0
144.0,-9.700104871003525,-72.48910257090692,46.88105817048446,10918.904347826086,1.0,0.2084439691047258,0.264989920729445,1.0
145.0,-7.1904874894677135,-61.016483772091746,53.249312362050624,11051.81300813008,1.0,0.2992259822163045,0.3505692865846394,1.0
146.0,-2.4128645150387875,1.0257778971410187,31.365068592008996,1398.8524590163934,1.0,-0.0350146778315349,0.0506289074429053,3.0
147.0,-3.292713579009561,-22.034221719293033,29.631934250102322,1111.3088235294117,1.0,0.1000286425859998,0.040786063547221,2.0
148.0,-5.203483060945438,24.25566366050817,46.985575688036185,7152.797468354431,1.0,0.287214867588013,0.3525292177529526,3.0
149.0,-51.90351930260658,-2.1915366256962443,-29.20393915474415,24707.8515625,1.0,-0.0148866765315605,-0.0088358536426398,3.0
150.0,-60.01545861363411,-19.59815661981702,-19.053074844181538,25037.4921875,1.0,0.177030128627942,-0.0024695565791458,2.0
151.0,-57.24485126701561,-37.99535828667718,-17.615137789700483,20764.885135135137,1.0,0.1414734968001058,0.1323459074014234,2.0
152.0,-54.22741931915283,-11.380531446486712,-14.41957347393036,29277.965,1.0,0.2419132946156962,0.0110656390461352,2.0
153.0,-53.57586224873861,2.277203313608964,-11.4097416528066,28799.633333333335,1.0,0.0364757926478314,0.1000789316331309,3.0
154.0,-57.71692056315286,-36.77216588599341,-3.788805890603856,17606.433035714286,1.0,0.1893434020626161,0.1170149975347982,2.0
155.0,-51.12023792973271,-25.269215039853698,-5.093003495589451,25674.05925925926,1.0,0.1000198657136682,0.0414678682134253,2.0
156.0,-59.172403984069824,-14.861030254364014,-2.810882861223072,29149.11,1.0,0.1431104831017544,0.0759937536091818,2.0
157.0,-60.404451150605176,-33.22311253403172,5.692855742844668,8526.248484848486,1.0,0.2540779813567075,0.323734068976116,2.0
158.0,-51.173726574067146,-42.843528993668095,5.009158499298557,7324.975806451613,1.0,0.2086088813132264,0.2220357335469537,1.0
159.0,-56.68621166023666,-48.379885644969825,16.084374302161667,7409.245508982036,1.0,0.1801021903422001,0.2112496691906731,1.0
160.0,-45.746126726799204,-57.818914500589905,19.95724146015148,12328.157360406092,1.0,0.13098532447554,0.11241347602172812,1.0
161.0,-39.6622145291671,-76.09841126377142,28.885480223350154,13997.533980582524,1.0,0.1387668126470059,0.20817982036145433,1.0
162.0,-45.27175769805908,-62.2746417427063,30.695307006835936,14587.745,1.0,0.11979340724443502,-0.0369880673100642,1.0
163.0,-54.88797170639038,-53.091487350463865,28.34099362373352,7300.325,1.0,0.1768874438645143,0.1135207011853415,1.0
164.0,-38.46656840497797,-69.69368334250017,42.13087010383606,13080.454545454546,1.0,0.12185760735188979,0.1076463450968158,1.0
165.0,-46.438409758777155,-58.295723496413814,43.182616675772316,13602.34756097561,1.0,0.1301304553265554,0.1855653985582397,1.0
166.0,-32.82323404199937,20.532147228016573,-15.968619663575117,15801.835294117647,1.0,0.24373458555155217,0.1807912202633246,3.0
167.0,-33.82700983683268,36.63256676991781,-12.259358920303045,18408.92156862745,1.0,0.126957957458509,0.1690080177475728,3.0
168.0,-5.695918530004996,54.216968592890986,-9.126376343214954,22265.08148148148,1.0,0.0061130394693265,0.0971191904142185,3.0
169.0,-6.189778890766081,35.437627625595674,-9.653110474185214,22237.15300546448,1.0,0.1295091312994097,0.0911889905771081,3.0
170.0,-45.51147978376634,32.003114058239625,-8.961119969292442,9785.930693069307,1.0,0.10350811619545108,0.101414228904482,3.0
171.0,-28.46639382302224,55.275911657659854,1.7699895428644645,21946.972972972973,1.0,0.07721540715029028,0.1787309255834034,3.0
172.0,-46.891947962443034,29.135340029398602,1.5525396760531536,9770.473333333333,1.0,0.2343707739393036,0.1042123517518127,3.0
173.0,-7.565340370428367,57.32966122861768,8.252653029655702,25710.983606557376,1.0,0.1786178960099544,0.0637758908850909,3.0
174.0,-7.861982049712216,44.75526515547052,7.367005892922675,25784.710843373494,1.0,0.20865821668712237,0.1313060623848048,3.0
175.0,-50.93930647426978,22.253304517358764,11.02459680765195,15113.827067669174,1.0,0.0975125234811724,0.1798371679253918,3.0
176.0,-16.70764725613144,63.509868297936784,10.542745529480701,25662.29245283019,1.0,0.10932687699532491,0.1999882282541059,3.0
177.0,-6.931831573984425,33.34875856387387,23.448606734063215,7439.738853503185,1.0,0.1717137952098295,0.1648960771862226,3.0
178.0,-5.945375312216663,48.772432816516066,28.81552273278786,26236.11524163569,1.0,0.0575333676901553,0.0764961195327085,3.0
179.0,-14.65609507975371,53.97070069935011,29.774893428968348,26130.190217391304,1.0,0.1825803924286836,0.0282372897412959,3.0
180.0,-22.15691719384029,48.21442097630994,27.157969820088354,26222.362068965518,1.0,0.1046068641826841,0.0985438949781326,3.0
181.0,-26.490525003463503,29.857744474259633,38.85923536996993,27273.52380952381,1.0,0.1033902684111563,0.2098506954596808,3.0
182.0,-38.83190472920736,16.836375260593915,44.77164384090539,27797.969696969696,1.0,0.1284126090734493,0.2876129050878339,3.0
183.0,-9.2775380995314,39.49452778444452,48.78001571913897,26404.271186440677,1.0,0.1747075817451522,0.0586704960847779,3.0
184.0,-18.9382713791123,35.20097544677275,41.876932646098886,26894.157894736843,1.0,0.1405115220072243,0.2261335392821794,3.0
185.0,-40.46565780043602,5.154796105289279,46.68838679790497,28051.640625,1.0,0.2301089603638624,0.295558494737437,3.0
186.0,-29.590397142896464,15.662008551990285,50.838458042518766,27684.06862745098,1.0,0.1825198171910156,0.19745860357500958,3.0
187.0,-21.56336152638104,20.062233803120066,48.86325414130028,26817.27659574468,1.0,0.213497605636744,0.1094683494482425,3.0
188.0,-11.542914871352812,20.948007235869518,59.406002508342596,14661.828729281768,1.0,0.09841822453686008,0.144728786361068,3.0
189.0,-7.005456666448223,6.966256321366154,63.89623619193461,3385.0149253731342,1.0,0.2835275580127661,0.2258005183751271,3.0
190.0,-6.945327836114007,-50.714107513427734,8.698486630981034,1805.6351351351352,1.0,0.0719443383733943,-0.0784089701557444,1.0
191.0,-13.167561465647163,-59.94372419031655,16.14604381817143,24244.628048780487,1.0,0.229203463143172,0.2553679504762908,1.0
192.0,-4.409053434585703,-51.914931461728855,20.77334527311654,15407.663793103447,1.0,0.1476149529824894,-0.134576367905608,1.0
193.0,-4.784848746606859,-38.80726516852945,24.987278663505943,356.47457627118644,1.0,0.1596154928792661,0.0442646268265736,2.0
194.0,-10.605925153072615,-68.08658232724756,31.9839876504769,15421.466165413534,1.0,0.2399702015765232,0.1563575679744045,1.0
195.0,-6.112355748585292,-59.075313393729076,31.37968004499163,14670.525714285714,1.0,0.22984525361398786,0.0328053121567979,1.0
196.0,-8.027957205869713,-43.63560029114185,33.99339211392565,5960.741496598639,1.0,0.1222571126167632,-0.0082899471711869,1.0
197.0,-3.2616768848896025,-31.568544960021974,37.895390586853026,1484.72,1.0,0.1605950423253702,0.08261453508714918,2.0
198.0,-2.4162113720720466,-15.562751238996333,37.6200355833227,978.1363636363636,1.0,0.1172087177785924,0.10344331372868311,2.0
199.0,-4.609096433253998,-66.03367135879841,44.22416269018295,11263.382978723404,1.0,0.3432201640732444,0.2860101571252786,1.0
200.0,-7.108631577461389,-50.36511920515899,44.654722420273316,9060.847133757961,1.0,0.3192566095214628,0.0703423232335295,1.0
201.0,34.63605057398478,-37.34144476254781,-21.931720423698426,50791.9,0.0,0.2380840138253702,0.2044874527164948,2.0
202.0,30.971067969478778,-32.33798210182,-16.905535014707652,52054.36815920398,0.0,0.0050163761631942,0.0453310109081935,2.0
203.0,35.7233791923523,-55.90481288909912,-16.887819137573242,51575.22,0.0,0.2265296144812903,0.2660998152289614,1.0
204.0,33.49088302025428,-75.20097520616319,-12.86130145472339,52127.256410256414,0.0,0.4078178882155737,0.3980288297490703,1.0
205.0,26.618174076080322,-52.078927031807275,-8.379887207694676,49016.1652173913,0.0,0.0879429625484547,0.0562047525784188,1.0
206.0,21.064868280036965,-72.97127663310448,-8.29173092626447,52450.50753768844,0.0,0.2749415865760369,0.2622300916896348,1.0
207.0,17.2855299169367,-35.81648799351284,-10.555428777422224,38414.2987012987,0.0,0.0123565260565273,-0.0775162578590091,2.0
208.0,19.038932361602782,-86.54815040588379,-9.97368369102478,52182.27,0.0,0.4940579668089294,0.5608672919197727,1.0
209.0,46.43507872016182,-65.85745185748485,-6.119975951664588,51022.68778280543,0.0,0.316813437300882,0.3323927886666158,1.0
210.0,39.221835234226326,-83.30260751186273,-8.15891642964039,51619.64102564102,0.0,0.43159520535165585,0.4787771002644546,1.0
211.0,8.374211968978246,-72.14165261586507,-0.6542110980798801,52650.45,0.0,0.2573712275636132,0.2411070323320669,1.0
212.0,13.639382744657583,-56.42563951426539,-3.0223726305532557,45520.58620689655,0.0,0.1252213404671792,0.1457624193465468,1.0
213.0,26.1109490167527,-93.86227984655471,-6.627141729063753,51786.208333333336,0.0,0.5154391056437818,0.5668600724830463,1.0
214.0,17.440226579967298,-45.029416837190325,-2.4149839189125677,30865.019736842107,0.0,0.0059611142917948,0.160575378280728,1.0
215.0,11.288543480928704,-91.286060658271,-1.1878644747099936,52396.84753363229,0.0,0.5207617202498,0.5449273488579438,1.0
216.0,46.32655152820406,-66.50563143775577,7.108712843273367,44078.21428571428,0.0,0.20211256617568082,0.2104357716526612,1.0
