run1,run2,run3,run4,run5
0.0,0.0,0.0,0.0,0.0
0.0,0.005666,0.030326,0.014544,0.026545
0.01773,0.008442,0.021983,0.084466,0.006471
0.0107761,0.015128,0.007416,0.0174288,0.016945
0.073106,0.007751,0.026591,0.0330767,0.005194
0.00916098,0.006466,0.01852,0.00548969,0.009869
0.0556298,0.024652,0.0139063,0.0339259,0.009115
0.018637,0.023698,0.0118566,0.0294853,0.0332
0.148714,0.039025,0.0167099,0.0324517,0.00097
0.494039,0.019783,0.0247416,0.0725253,0.015115
0.341261,0.010544,0.038889,0.0291149,0.027727
0.12044,0.00651,0.00715274,0.0195377,0.019714
0.06477,0.008276,0.014145,0.0516354,0.016976
0.0417349,0.004841,0.0123536,0.0953998,0.010978
0.0355599,0.000565,0.01,0.030973,0.004803
0.0606316,0.006507,0.012227,0.0249138,0.000512
0.0995131,0.001805,0.001402,0.037838,0.015961
0.0515801,0.020222,0.003254,0.023315,0.018087
0.0250319,0.01263,0.001432,0.0287409,0.01562
0.0567822,0.002133,0.001205,0.035382,0.007109
0.11765,0.026439,0.00941179,0.0633794,0.002133
0.0836681,0.032842,0.00437871,0.0462257,0.005665
0.0556068,6.7e-05,0.0740998,0.0502075,0.019273
0.0538492,0.025269,0.0786833,0.0471266,0.003304
0.106656,0.000157,0.027524,0.0600264,0.005303
0.0415196,0.0155589,0.0209694,0.0488944,0.003316
0.0288173,0.179853,0.0310769,0.0542835,0.0
0.0473615,0.0908651,0.442475,0.0895488,0.008725
0.0454639,0.162955,0.179256,0.07333,0.020377
0.0555552,0.0219258,0.233844,0.0252543,0.003028
0.0517445,0.020093,0.0422589,0.0915621,0.011938
0.0422818,0.0415103,0.0323738,0.0158278,0.008122
0.0213964,0.0122907,0.11622,0.0476176,0.008667
0.0789643,0.00963728,0.0424589,0.026183,0.00431
0.0149618,0.0155204,0.0226107,0.0552275,0.013478
0.0703443,0.0068046,0.0389333,0.0285052,0.023469
0.0389243,0.0254489,0.067935,0.0579053,0.0111452
0.0971869,0.0162541,0.00706077,0.0161874,0.0217377
0.0455659,0.011852,0.0384384,0.0579669,0.001201
0.0653034,0.0205053,0.0382925,0.0413365,0.003832
0.0948367,0.10418,0.0436133,0.0318153,0.023613
0.0715155,0.140939,0.00601253,0.0350882,0.00228
0.114976,0.0558232,0.0225761,0.07271,0.015245
0.0750628,0.0467177,0.0773994,0.0347176,0.003149
0.0219198,0.0251304,0.0511682,0.0498022,0.008258
0.119836,0.0901393,0.0678614,0.0435004,0.012937
0.0284915,0.035002,0.0517148,0.0694551,0.003262
0.119276,0.0603447,0.0525102,0.057195,0.0623676
