run1,run2,run3,run4,run5
0.0,0.0,0.0,0.0,0.0
0.024813,0.0481607,0.0959126,0.0250102,0.0535277
0.012245,0.0585495,0.107779,0.0159899,0.02825
0.030393,0.0787984,0.0366236,0.0963076,0.0532307
0.0953492,0.0699534,0.142916,0.0589917,0.0909751
0.0275443,0.0170162,0.103841,0.0182992,0.046553
0.0906292,0.0628412,0.0261148,0.0751187,0.0668082
0.0989554,0.0818286,0.108043,0.0155063,0.127489
0.041766,0.0532557,0.0985905,0.0858351,0.0472174
0.0744355,0.0850159,0.0266611,0.0207978,0.0195958
0.0840381,0.058107,0.0458306,0.0549455,0.0674515
0.0180191,0.0161938,0.0670022,0.037737,0.0440257
0.0644515,0.0807539,0.039728,0.0670242,0.036103
0.108101,0.0406216,0.0878305,0.0956121,0.0849494
0.0823918,0.0287798,0.0954317,0.0755048,0.0607001
0.057433,0.0589011,0.122274,0.0197925,0.0740337
0.0851438,0.0919787,0.133701,0.137156,0.128815
0.00711335,0.0369748,0.272154,0.0548692,0.0547404
0.0809852,0.0928889,0.149735,0.0370807,0.0555862
0.133553,0.0415867,0.211031,0.135419,0.0948098
0.0641253,0.0576613,0.0247083,0.0459477,0.0159623
0.0535176,0.0293961,0.119065,0.0894383,0.0585999
0.149314,0.0205244,0.0134855,0.0499295,0.122472
0.10731,0.0861326,0.110096,0.0312474,0.0147762
0.0350568,0.100953,0.0428491,0.0678196,0.106882
0.101156,0.0528472,0.1262,0.0448996,0.0459015
0.156388,0.053108,0.0631517,0.0221324,0.0632102
0.0455077,0.121627,0.087768,0.070296,0.112989
0.0811081,0.0488748,0.0373793,0.0976586,0.0533036
0.112214,0.0585385,0.0844752,0.0636419,0.0678262
0.0561601,0.148193,0.0464457,0.15366,0.173593
0.0426077,0.147138,0.10383,0.0771125,0.21373
0.0945294,0.0128085,0.0816824,0.0945541,0.0705872
0.0691808,0.117319,0.0903831,0.24829,0.147842
0.0694586,0.140804,0.0845802,0.133646,0.0455818
0.095578,0.107813,0.0315246,0.032545,0.121879
0.0317763,0.135465,0.0916745,0.0921466,0.145178
0.0551764,0.223264,0.0297916,0.0267108,0.0321528
0.117456,0.355428,0.120749,0.0242062,0.111874
0.0513798,0.178949,0.0559725,0.0810611,0.106226
0.0361485,0.204014,0.0669868,0.0281513,0.0100151
0.095103,0.0885225,0.117508,0.0741515,0.0714898
0.106189,0.105197,0.0177287,0.0774226,0.0383549
0.0408366,0.0300222,0.27928,0.0260128,0.0808908
0.0660925,0.0448615,0.157176,0.0725478,0.0713752
0.0538824,0.0490819,0.113488,0.033005,0.0246806
0.0154664,0.00435166,0.135127,0.0985314,0.0980387
0.0767021,0.123781,0.136473,0.160562,0.0336196
0.0944502,0.102883,0.0952489,0.026687,0.10965
0.0381374,0.140973,0.312765,0.129852,0.0668809
0.0539225,0.0333556,0.141122,0.0516804,0.0220163
0.0917025,0.0384744,0.0696127,0.056794,0.0332932
0.0895157,0.113339,0.0903556,0.0940193,0.0518139
0.0331418,0.110866,0.0576118,0.0471343,0.109562
0.0382197,0.0331248,0.0256738,0.0659587,0.0132719
0.0792736,0.0147154,0.0244599,0.0689129,0.0947603
0.0834897,0.0165105,0.108261,0.0159274,0.0504412
0.0650284,0.0161101,0.0923959,0.0783819,0.0316403
0.0292451,0.128862,0.0609561,0.096547,0.0490026
0.0668924,0.0279915,0.0562202,0.0299204,0.0337701
0.126439,0.0317228,0.0890549,0.0336446,0.0761135
0.0887497,0.0826221,0.0426101,0.0809724,0.0887716
0.00751461,0.0397152,0.0910632,0.0464761,0.023568
0.0575276,0.0960151,0.0251597,0.115985,0.0887205
0.0482011,0.0414944,0.0403752,0.0595892,0.042483
0.0192344,0.102818,0.141024,0.0641838,0.0706703
0.0373877,0.0636784,0.0810967,0.0911163,0.0874557
0.0278702,0.106575,0.0976711,0.0363407,0.0456354
0.0655487,0.0182345,0.0781832,0.0412782,0.142226
0.0949556,0.0669385,0.118866,0.0506626,0.0535797
0.0138431,0.095606,0.0215567,0.0171753,0.103835
0.061391,0.0243892,0.0862724,0.120214,0.152377
0.0755051,0.103189,0.070591,0.0928239,0.110347
0.0568346,0.100416,0.0233332,0.0264463,0.0568886
0.0438847,0.0223112,0.0691115,0.0826133,0.050167
0.0797238,0.0862004,0.0566392,0.0704665,0.108068
0.0625667,0.0763811,0.0177098,0.0201471,0.08604
0.0270196,0.0194367,0.0675385,0.09129,0.0514532
0.0494073,0.0823624,0.10358,0.0941485,0.156833
0.0988958,0.0972989,0.0414502,0.0218046,0.18021
0.0710934,0.0381208,0.0722656,0.121175,0.142117
0.10282,0.108133,0.0396513,0.0747033,0.05072
0.134715,0.0823845,0.0634012,0.0664578,0.0569779
0.107947,0.0797965,0.0916222,0.0595794,0.0642699
0.104195,0.130039,0.0366456,0.0890122,0.0511694
0.0495792,0.0289858,0.10249,0.108178,0.0879247
0.131991,0.109709,0.0674567,0.0478487,0.073995
0.154103,0.118802,0.0432794,0.0843396,0.0141831
0.0939287,0.0558513,0.0869458,0.0929676,0.0405178
0.0341055,0.104317,0.0610767,0.0164052,0.0643252
0.111183,0.0891207,0.0428485,0.100184,0.0612906
0.0499587,0.0295737,0.0704704,0.0459736,0.0435403
0.0075418,0.0959656,0.0702747,0.0967212,0.0667705
0.0665093,0.111583,0.0408064,0.0623094,0.0670529
0.113585,0.056051,1.17812,0.103412,0.0847855
0.0775355,0.0739908,0.530604,0.121856,0.0658655
0.0359436,0.122669,0.256637,0.0232667,0.0911053
0.0940592,0.0530148,0.133885,0.105218,0.0192668
0.0817105,0.10275,0.149472,0.0631027,0.122569
0.04529,0.104162,0.162468,0.0504842,0.0279443
0.0204908,0.0663663,0.0572135,0.0591798,0.084104
0.056829,0.125346,0.100257,0.0309331,0.0202619
0.0277309,0.0810847,0.144487,0.0980421,0.0320708
0.0792467,0.0672703,0.0470675,0.0736084,0.0270119
0.131877,0.14778,0.13305,0.0535726,0.0274753
0.111922,0.0780129,0.0407567,0.107541,0.052913
0.0442742,0.0166837,0.084233,0.0128795,0.043881
0.0647223,0.0674158,0.105332,0.0821848,0.163324
0.116648,0.0794337,0.0735001,0.0807197,0.265454
0.0727332,0.0187948,0.143542,0.0536122,0.509132
0.0303951,0.0902858,0.0635396,0.358362,0.144249
0.0980852,0.122687,0.0881175,0.242796,0.0407945
0.0631684,0.0416198,0.145576,0.427943,0.0460283
0.0463905,0.0805868,0.0402516,0.166524,0.12599
0.0557479,0.102267,0.279441,0.104462,0.0878434
0.0227997,0.0323239,0.207684,0.0803404,0.0665831
0.0435356,0.0892748,0.21216,0.107981,0.0628411
0.124818,0.065952,0.146392,0.0370172,0.0323653
0.108073,0.0528249,0.07294,0.125094,0.0654367
0.0142186,0.142565,0.209128,0.0754091,0.121968
0.0745915,0.0761961,0.113729,0.077928,0.0736381
0.113323,0.0419664,0.0152689,0.0167654,0.0586356
0.0384842,0.119327,0.0347218,0.0985239,0.0512282
0.0166843,0.0957368,0.0662977,0.0805959,0.0379748
0.0807974,0.00623767,0.144055,0.0248218,0.0860724
0.0878053,0.104113,0.0465738,0.0655606,0.0738781
0.0810459,0.0893127,0.08139,0.0830548,0.0980872
0.0487185,0.0364526,0.0872402,0.0464867,0.0403779
0.18344,0.0947736,0.0144991,0.106057,0.0840377
0.140748,0.0872878,0.0999286,0.111636,0.112552
0.0253962,0.0432137,0.0327521,0.0930247,0.020529
0.0641589,0.218106,0.0527056,0.0473362,0.0752071
0.121521,0.0456276,0.0493504,0.103627,0.0861122
0.116976,0.165493,0.0776785,0.0389146,0.0288317
0.0183562,0.133625,0.0297616,0.0704806,0.131025
0.0648983,0.11633,0.0597805,0.0214237,0.100818
0.109977,0.0956039,0.0414585,0.0914936,0.0323092
0.0735324,0.150926,0.0768105,0.118247,0.139274
0.0255346,0.0951832,0.122447,0.0259488,0.136457
0.0429632,0.0138287,0.036846,0.102827,0.0338922
0.0899244,0.0934463,0.0554059,0.055377,0.0659237
0.0429769,0.0711079,0.0375812,0.038786,0.135949
0.10983,0.0488533,0.080576,0.0566622,0.210678
0.0795895,0.134007,0.107811,0.0735342,0.016144
0.0821379,0.0679129,0.0701977,0.0951538,0.12365
0.109938,0.065178,0.121505,0.0242792,0.0538247
0.166704,0.0628383,0.0492123,0.0775293,0.109912
0.0623217,0.0403638,0.14989,0.0460342,0.0986388
