run1,run2,run3,run4
0.03809,0.13238,0.0820666,0.0862901
0.025971,0.0672164,0.0893527,0.060826
0.0169762,0.157069,0.108114,0.11907
0.0396434,0.0634221,0.0745877,0.0528392
0.0376335,0.172523,0.129967,0.0858917
0.0186964,0.0680143,0.0526991,0.0266573
0.0274515,0.199101,0.105371,0.0778877
0.0163286,0.0724742,0.0275913,0.0433353
0.0270181,0.161249,0.106253,0.0992218
0.00938619,0.15936,0.0491298,0.0468864
0.0218791,0.204273,0.121224,0.0822373
0.0162579,0.0888527,0.0388708,0.0957027
0.0299755,0.257298,0.161946,0.0572849
0.0319713,0.0940072,0.0270619,0.108659
0.0259279,0.1211,0.1546,0.0324818
0.0254461,0.0840516,0.0531477,0.095753
0.011417,0.146929,0.128865,0.0896208
0.0346269,0.177629,0.0853477,0.0372749
0.0179795,0.0667996,0.115945,0.100973
0.0533633,0.105862,0.0421901,0.0483566
0.0524801,0.0746436,0.0992251,0.0943878
0.0149839,0.110086,0.0761833,0.0628588
0.0309086,0.0768871,0.0951529,0.109018
0.0166973,0.0994812,0.0775977,0.0359901
0.039843,0.160334,0.101931,0.119593
0.0209693,0.150622,0.068013,0.0568148
0.0445508,0.100994,0.150806,0.115901
0.0335468,0.0794444,0.0356664,0.11993
0.0106463,0.0751663,0.158706,0.0756957
0.0269231,0.20662,0.0814345,0.107875
0.0165988,0.0236088,0.136261,0.0389588
0.0206813,0.209681,0.138072,0.0768051
0.0382029,0.0550541,0.0430645,0.0332037
0.0286626,0.130767,0.0874556,0.0949656
0.0336691,0.0355426,0.0904332,0.0149223
0.0163969,0.162558,0.112757,0.126662
0.0636401,0.0565601,0.0634758,0.0557736
0.0486941,0.132471,0.0607916,0.0452451
0.0349106,0.0471696,0.0962249,0.0430406
0.0553933,0.191236,0.0968275,0.0467227
0.026638,0.101799,0.0805852,0.0879786
0.0435035,0.130067,0.0881041,0.0581528
0.019615,0.0397005,0.077202,0.121721
0.0644926,0.129672,0.159444,0.0810944
0.062239,0.166245,0.0267143,0.0989983
0.0218389,0.0347172,0.148933,0.0505402
0.0439095,0.14337,0.0269622,0.0463232
0.0347658,0.0552691,0.116705,0.0701283
0.0334111,0.161595,0.0413538,0.0353807
0.0393783,0.0521711,0.150255,0.0740191
0.0182945,0.147764,0.0653827,0.0442869
0.0452689,0.0777484,0.114565,0.11763
0.0377091,0.169748,0.0327336,0.0274782
0.0538818,0.0572965,0.0926725,0.0425599
0.0400798,0.220971,0.0737654,0.0605287
0.0204676,0.0677561,0.10473,0.0530687
0.0264133,0.136577,0.0413287,0.0684826
0.034561,0.0598992,0.125745,0.07167
0.0352329,0.160156,0.03721,0.0589097
0.00512467,0.12989,0.144443,0.117335
0.0243679,0.101896,0.085736,0.0430404
0.0176084,0.120652,0.0735222,0.0513125
0.0250752,0.0858289,0.10573,0.0476053
0.0207323,0.184427,0.056631,0.0729743
0.0289546,0.0525121,0.128249,0.0411239
0.0514041,0.173355,0.0895287,0.100021
0.0235538,0.118667,0.0506878,0.0768302
0.0349895,0.119554,0.0436658,0.102585
0.046502,0.0847569,0.132883,0.469387
0.0306186,0.166128,0.155368,0.249816
0.0428187,0.0673392,0.0568107,0.0900283
0.0159561,0.154392,0.0606121,0.0806987
0.0499672,0.0329606,0.104255,0.0558064
0.0175668,0.190755,0.0645872,0.108818
0.0535698,0.127591,0.0890881,0.111996
0.0202126,0.13984,0.0501801,0.0601472
0.044099,0.100367,0.111883,0.0436984
0.0441126,0.11009,0.0589901,0.089806
0.0281251,0.119581,0.102889,0.0659737
0.0857362,0.0678415,0.0322279,0.0549386
0.0771447,0.150299,0.171093,0.0666155
0.0151903,0.0830335,0.0687398,0.04615
0.0462383,0.171349,0.106023,0.109822
0.0142072,0.0666871,0.0181194,0.0387551
0.0624013,0.0763854,0.0711986,0.077798
0.0512663,0.161663,0.139511,0.113501
0.0117596,0.0952248,0.131396,0.128938
0.0358128,0.124519,0.0867254,0.0592499
0.0196924,0.0417113,0.075009,0.0502399
0.0418778,0.21066,0.105821,0.0888756
0.0247547,0.146829,0.10228,0.13102
0.0650457,0.159792,0.0667678,0.0390211
0.0318294,0.171043,0.151976,0.0883221
0.0450684,0.0655762,0.0765189,0.0544986
0.0642454,0.16444,0.0894457,0.0941015
0.020756,0.0443433,0.110067,0.0237323
0.0620617,0.166717,0.107802,0.0560254
0.0352709,0.110827,0.188961,0.0374838
0.034567,0.154726,0.0178381,0.154632
0.0609631,0.0843413,0.100431,0.465797
0.0327911,0.189022,0.0819307,0.0827363
0.0755314,0.135954,0.148753,0.0820465
0.0414161,0.108044,0.0442534,0.0789807
0.0411499,0.181262,0.162628,0.0355661
0.0490349,0.103353,0.032468,0.0710731
0.042739,0.176513,0.16875,0.100852
0.0672068,0.0581472,0.0412937,0.133391
0.0157407,0.221231,0.175611,0.0536601
0.0818681,0.110466,0.164746,0.0876366
0.0521361,0.170972,0.0524853,0.0846113
0.0375094,0.165327,0.113777,0.124274
0.0627739,0.0797466,0.0578271,0.0374987
0.0492204,0.190547,0.118379,0.0956409
0.0461455,0.0424253,0.0275213,0.0987393
0.0317065,0.214643,0.106759,0.112231
0.0409971,0.0227995,0.096689,0.108314
0.0501566,0.156862,0.174008,0.0642402
0.0199474,0.0616641,0.0421706,0.0838959
0.0365024,0.19839,0.134295,0.0171632
0.0251412,0.032753,0.0216043,0.113728
0.0500532,0.197795,0.129321,0.103709
0.0155261,0.0311877,0.0393248,0.066935
0.0427554,0.211269,0.149183,0.0549238
0.0173154,0.0350603,0.0663724,0.0980632
0.058796,0.132207,0.132534,0.0470705
0.0237055,0.0840469,0.0765447,0.110808
0.0508753,0.143534,0.0772854,0.0350033
0.0490004,0.0919125,0.135027,0.111846
0.0288302,0.155669,0.0183522,0.0381083
0.0419198,0.0696096,0.13629,0.0764402
0.0273347,0.102824,0.0330059,0.075144
0.0551788,0.0844803,0.179788,0.0824482
0.00822344,0.214945,0.0428059,0.079176
0.0537861,0.0471792,0.160058,0.0765317
0.0217397,0.104692,0.0614318,0.315863
0.0511418,0.127991,0.127984,0.130977
0.026964,0.105592,0.0479826,0.106415
0.0405679,0.138863,0.188788,0.130603
0.0340653,0.0888628,0.100548,0.127908
0.0353886,0.223975,0.140828,0.110955
0.0393268,0.197818,0.127119,0.101184
0.0403997,0.105871,0.0626419,0.0871756
0.0732083,0.169491,0.202222,0.471678
0.0373527,0.049856,0.0857647,0.143391
0.0343881,0.157128,0.145484,0.200751
0.0847666,0.0399397,0.139957,0.1617
0.0310543,0.10776,0.0536486,0.138226
0.0455202,0.151878,0.109776,0.136419
0.0355232,0.157034,0.0757351,0.12362
0.0319139,0.118954,0.156896,0.121996
0.0539706,0.0854332,0.0317417,0.0539941
0.0208612,0.139121,0.177897,0.13841
0.0723632,0.0981676,0.089629,0.0745361
0.0327685,0.125857,0.102827,0.0558935
0.0328686,0.132026,0.0668533,0.0343638
0.00979562,0.102089,0.144836,0.0572616
0.0332126,0.20044,0.161168,0.0807615
0.018243,0.0221789,0.0472101,0.114504
0.0448674,0.16921,0.135837,0.0495057
0.0671355,0.138479,0.054494,0.0822562
0.00786539,0.0539116,0.163152,0.0824057
0.0733431,0.173537,0.0568225,0.125009
0.0542037,0.0679594,0.175654,0.050917
0.0290836,0.234772,0.142816,0.128607
0.0527408,0.0357104,0.0611573,0.078699
0.0136201,0.183586,0.0787924,0.08184
0.0642848,0.034639,0.0738109,0.0919671
0.0197338,0.1852,0.0948261,0.058016
0.0610687,0.0316037,0.078326,0.131327
0.0409438,0.207527,0.158143,0.0467298
0.0204106,0.0580543,0.0212842,0.164507
0.0720435,0.176355,0.150864,0.0314231
0.0160298,0.0691256,0.0273691,0.11265
0.074602,0.159711,0.121886,0.0550492
0.0297646,0.181228,0.0979916,0.101447
0.0471413,0.0533547,0.0576681,0.0372979
0.0687865,0.145224,0.068826,0.120432
0.0193971,0.0637852,0.12614,0.06563
0.0670097,0.158615,0.151474,0.116241
0.0373427,0.0297341,0.0476696,0.0944239
0.0374759,0.2184,0.111019,0.144979
0.0275005,0.0449983,0.0590206,0.105675
0.0589323,0.206608,0.157893,0.104237
0.0627967,0.0279441,0.0298025,0.13278
0.0187698,0.209641,0.0984999,0.148948
0.0523995,0.0691597,0.0678545,0.119972
0.0637337,0.169191,0.124513,0.0631044
0.0598033,0.0362318,0.0555844,0.173825
0.0353389,0.168234,0.164619,0.0909405
0.0318685,0.10904,0.0672298,0.107037
0.0515003,0.108827,0.136341,0.144919
0.0950963,0.0945299,0.0792138,0.0849309
0.0147614,0.177155,0.177228,0.0676601
0.0628482,0.158649,0.224493,0.076399
0.0662748,0.0918536,0.1844,0.0390404
0.0158332,0.138458,0.263282,0.0592201
0.0744243,0.106688,0.16481,0.134374
0.0339335,0.144764,0.10662,0.0502709
0.0537016,0.0649072,0.125532,0.0534999
0.0352328,0.103735,0.178752,0.166155
0.0565014,0.145336,0.0915749,0.107085
0.0770393,0.218952,0.0539274,0.0789967
0.0199642,0.0658015,0.0875375,0.0309997
0.118662,0.19306,0.0865313,0.123188
0.0428946,0.0318678,0.0957037,0.0957955
0.0625831,0.180026,0.0481606,0.0685868
0.0592599,0.0379578,0.109106,0.0218677
0.0398226,0.198362,0.0571642,0.117971
0.08831,0.0324462,0.181429,0.0530377
0.0135956,0.146167,0.123703,0.12708
0.0889726,0.0398567,0.0756919,0.0201528
0.0388805,0.190348,0.0587238,0.125455
0.0687533,0.0219062,0.153108,0.311754
0.067239,0.216311,0.0638331,0.1624
0.0832795,0.0608104,0.165356,0.129062
0.10558,0.206205,0.0514812,0.0396935
0.0224382,0.11544,0.154497,0.0889994
0.140607,0.107836,0.0384008,0.104232
0.0689793,0.154742,0.232656,0.0941515
0.0970179,0.0949808,0.0347958,0.0926658
0.0405841,0.233763,0.203101,0.112817
0.0838984,0.0288992,0.0372982,0.155825
0.101285,0.174397,0.15929,0.0474004
0.0176988,0.0772151,0.0245283,0.146039
0.0827104,0.110842,0.0806104,0.0364718
0.101346,0.0863439,0.164947,0.123068
0.0175404,0.156714,0.184603,0.0170703
0.0781695,0.149326,0.0856731,0.121169
0.0513338,0.10267,0.0423523,0.0535141
0.0514599,0.137789,0.143246,0.098032
0.0523542,0.103121,0.147673,0.0349772
0.0432632,0.169044,0.220348,0.101998
0.0877288,0.0698274,0.0914929,0.0271151
0.067217,0.143744,0.0758641,0.103444
0.084369,0.172457,0.200394,0.0525278
0.0261269,0.249979,0.0890992,0.112743
0.0812746,0.0845125,0.249497,0.132232
0.0404218,0.193147,0.147386,0.0736901
0.0556259,0.029017,0.113838,0.112749
0.136277,0.168621,0.187552,0.0778561
0.0371289,0.0787189,0.0379149,0.0639253
0.113327,0.162498,0.0995801,0.0344229
0.0577952,0.0890147,0.0273445,0.108286
0.0732263,0.128106,0.0852959,0.0756974
0.0592627,0.0697773,0.0499466,0.0664083
0.0871846,0.189654,0.180864,0.0582954
0.109317,0.115491,0.0380031,0.120289
0.0569271,0.145273,0.148781,0.0727286
0.0857139,0.0590926,0.0186814,0.0403367
0.0505868,0.182094,0.120272,0.0234444
0.0949066,0.132296,0.0757354,0.0897384
0.0189919,0.123266,0.17512,0.132169
0.0886552,0.212892,0.0511579,0.0535953
0.0184921,0.043836,0.129779,0.0873293
0.0850726,0.178119,0.0973309,0.0453031
0.0234908,0.103018,0.0574136,0.104739
0.0827927,0.126749,0.0887686,0.0202861
0.0768777,0.135896,0.0957785,0.114263
0.0242947,0.107131,0.191867,0.0279709
0.0816248,0.156299,0.0279027,0.122487
0.065114,0.0828187,0.15299,0.0273311
0.0445197,0.131212,0.0341392,0.0842997
0.0511073,0.0706163,0.130825,0.0206736
0.0726594,0.0918997,0.0398901,0.114278
0.0972979,0.130765,0.143973,0.0337435
0.0464023,0.110173,0.0415976,0.0773461
0.0848751,0.130255,0.139523,0.0765364
0.0202218,0.128646,0.0889997,0.143365
0.0874955,0.0879662,0.122562,0.0195141
0.0275741,0.2031,0.178398,0.125112
0.102964,0.0618222,0.0469272,0.0927915
0.0688675,0.178499,0.185021,0.0782593
0.0587787,0.133626,0.126637,0.111734
0.118156,0.108158,0.0922102,0.0369389
0.0326803,0.0952796,0.093643,0.0872563
0.09598,0.13908,0.132921,0.0413788
0.0545896,0.110295,0.174298,0.0565728
0.0836042,0.153303,0.040629,0.0414879
0.0927987,0.0816761,0.136622,0.0938827
0.0310377,0.198521,0.0263066,0.0239049
0.0484297,0.138899,0.162088,0.080051
0.0737169,0.155188,0.0198421,0.0992843
0.0863484,0.0442169,0.174978,0.126639
0.0474248,0.201804,0.049488,0.0842391
0.130626,0.0883379,0.176097,0.083988
0.0361785,0.129931,0.0576011,0.0292368
0.132404,0.0952399,0.144301,0.112248
0.034277,0.149293,0.158413,0.0433696
0.0822486,0.0949223,0.0736425,0.128125
0.0686317,0.133795,0.076141,0.0826361
0.0173048,0.0418563,0.102319,0.0588212
0.0808606,0.118681,0.261958,0.045404
0.0221587,0.0517693,0.588035,0.0932902
0.110331,0.141826,0.604771,0.126115
0.0179442,0.0319196,0.0777876,0.0534302
0.0878928,0.149691,0.255885,0.142874
0.0099944,0.0378955,0.0662995,0.0903549
0.085751,0.12768,0.0789634,0.137262
0.0276689,0.0932143,0.013143,0.0189769
0.128518,0.227359,0.128044,0.0950991
0.107313,0.0452646,0.0408599,0.0553438
0.0548668,0.21309,0.115158,0.111426
0.121143,0.0965697,0.142155,0.0871047
0.0680435,0.193759,0.0397633,0.0626825
0.0674636,0.186367,0.138412,0.0928381
0.116549,0.0752299,0.0425981,0.0333807
0.0310925,0.129629,0.0879343,0.0860705
0.0840744,0.155715,0.0679602,0.0459076
0.0403161,0.143393,0.135229,0.0899573
0.112596,0.139886,0.0825058,0.0272418
0.120906,0.0523714,0.10534,0.0880729
0.0189874,0.216917,0.0237055,0.0545201
0.0997486,0.103983,0.130174,0.0762109
0.048104,0.167628,0.0293471,0.0627166
0.111888,0.060835,0.107147,0.127712
0.0158507,0.118916,0.0338916,0.17352
0.147472,0.0439424,0.161223,0.0641053
0.0941504,0.140355,0.143917,0.130142
0.0855836,0.119075,0.07533,0.0342688
0.124425,0.0872768,0.164334,0.152663
0.0541273,0.145163,0.0423727,0.072594
0.0867338,0.0910065,0.0974605,0.149002
0.101667,0.195647,0.116235,0.0919423
0.0683343,0.0682912,0.0707049,0.0835179
0.165857,0.226561,0.155679,0.09643
0.0140767,0.0279434,0.0259881,0.0960935
0.12411,0.212881,0.137797,0.12553
0.0142117,0.0502598,0.0283036,0.0368598
0.110815,0.122309,0.142146,0.0445316
0.0532869,0.113921,0.0344208,0.0756286
0.13888,0.113105,0.13883,0.0763957
0.142502,0.155291,0.0288871,0.077448
0.054974,0.212078,0.132373,0.058441
0.13064,0.0788837,0.0726454,0.0700745
0.0144965,0.190541,0.0898528,0.110274
0.122739,0.0710352,0.197462,0.0744799
0.0489751,0.218017,0.0527462,0.0776464
0.126887,0.13359,0.200394,0.115706
0.11498,0.0613924,0.0423879,0.0699454
0.0371381,0.019343,0.129177,0.0613653
0.119004,0.0821538,0.0691809,0.0469408
0.0161934,0.199608,0.147128,0.117148
0.130748,0.132737,0.143149,0.0863566
0.034879,0.145181,0.0624357,0.110262
0.158068,0.0608067,0.0983344,0.0186814
0.130778,0.193055,0.159111,0.131521
0.0427672,0.0684345,0.185344,0.0581202
0.0986669,0.144853,0.0211385,0.162461
0.0792983,0.0377789,0.158338,0.0442932
0.14464,0.129272,0.0874954,0.151714
0.0482403,0.150711,0.146774,0.0461473
0.0952485,0.0291509,0.079055,0.0955996
0.113281,0.179342,0.121898,0.0509201
0.0221425,0.0370029,0.137874,0.137724
0.124785,0.165823,0.0339298,0.0950349
0.094251,0.0391846,0.169402,0.0905503
0.0497589,0.178085,0.051904,0.0769798
0.06539,0.0383914,0.211366,0.102167
0.10116,0.178492,0.0853984,0.143239
0.182346,0.024538,0.109925,0.0286517
0.304457,0.132012,0.0238584,0.115449
0.093901,0.0987203,0.173356,0.0289537
0.063634,0.133473,0.0228586,0.164573
0.109742,0.11202,0.137995,0.117223
0.0465695,0.0753187,0.0951277,0.0646095
0.0498958,0.19363,0.211687,0.0609473
0.101849,0.184678,0.0425488,0.0660956
0.0664899,0.105416,0.202609,0.0726988
0.108144,0.143987,0.0871766,0.0558321
0.0155056,0.0483084,0.109925,0.075101
0.0299714,0.215219,0.103459,0.035133
0.0338126,0.0253017,0.114513,0.116654
0.0194931,0.221589,0.168501,0.0974616
0.0608529,0.0739999,0.0566565,0.0475213
0.0483851,0.139283,0.0753547,0.103234
0.0438501,0.107176,0.166138,0.113158
0.0969054,0.180185,0.0657461,0.0926932
0.0861782,0.141469,0.191502,0.0663922
0.013801,0.137179,0.0561163,0.15056
0.034355,0.117912,0.122129,0.153679
0.0568956,0.178603,0.0824093,0.0732514
0.10685,0.223399,0.0760259,0.123058
0.0670511,0.0822165,0.0806116,0.0535021
0.0807441,0.202489,0.0747852,0.1476
0.0354494,0.0678334,0.169265,0.0565515
0.0771594,0.163695,0.0173568,0.14624
0.0282003,0.0909076,0.124409,0.0795072
0.147402,0.13702,0.0940897,0.111076
0.111601,0.161459,0.17768,0.13497
0.0193107,0.0309699,0.0233561,0.0212965
0.0603764,0.184169,0.119828,0.164438
0.0285473,0.0230804,0.0475355,0.0593395
