run1,run2,run3,run4,run5
0.0,0.0,0.0,0.0,0.0
0.0518932,0.113307,0.0495055,0.000612,0.0928044
0.0230438,0.1703,0.013549,0.0242525,0.0853318
0.0880348,0.0258522,0.0452752,0.113447,0.0861303
0.168028,0.0922297,0.254153,0.077465,0.0980965
0.191277,0.173249,0.218297,0.0675911,0.0564594
0.0293978,0.216932,0.0580702,0.053545,0.213952
0.190284,0.0555694,0.0410241,0.159927,0.0239017
0.127583,0.0442038,0.195718,0.120843,0.0469623
0.143673,0.210587,0.228337,0.090295,0.127842
0.0345875,0.153791,0.0325233,0.0662375,0.130441
0.180393,0.0685586,0.00363256,0.0486309,0.0351954
0.0913307,0.00566644,0.221725,0.0243672,0.0386563
0.0943866,0.00493734,0.177756,0.115294,0.0331414
0.0268818,0.142264,0.0720861,0.0330813,0.157706
0.0953217,0.0342215,0.031258,0.012674,0.145512
0.145941,0.162398,0.137503,0.133108,0.0702797
0.221924,0.0371185,0.126976,0.0317528,0.0250863
0.00413807,0.0476306,0.273955,0.124928,0.0197977
0.0436133,0.106731,0.0168377,0.0534227,0.116176
0.106547,0.0481736,0.0244923,0.0238584,0.0254366
0.18635,0.187697,0.135203,0.157786,0.128601
0.0383051,0.0532919,0.0838507,0.0851022,0.0181681
0.228527,0.104896,0.241154,0.093356,0.0357327
0.104085,0.115973,0.0114626,0.0245621,0.132997
0.112595,0.214479,0.0635985,0.0314692,0.193047
0.047531,0.0250761,0.220698,0.161684,0.021655
0.1766,0.0148567,0.212471,0.170205,0.0903249
0.173527,0.123623,0.0806581,0.0264681,0.132953
0.053927,0.0497652,0.0546539,0.0309581,0.198103
0.0304815,0.210145,0.134219,0.119642,0.0162639
0.144485,0.0632404,0.0504546,0.0871839,0.0363123
0.0833377,0.0603636,0.151524,0.057129,0.059649
0.0912299,0.137432,0.0430078,0.0473416,0.0668391
0.0217371,0.157646,0.0483464,0.044022,0.144415
0.118497,0.0165077,0.199314,0.0648686,0.0301543
0.0389466,0.0536158,0.194807,0.134597,0.0622778
0.167786,0.122242,0.071106,0.03023,0.102547
0.0476455,0.13135,0.0643017,0.0733193,0.0540174
0.155777,0.0893902,0.108298,0.07005,0.16971
0.0857853,0.0326455,0.100848,0.159572,0.013755
0.116914,0.118827,0.240114,0.0506698,0.0386156
0.042748,0.0497379,0.0231722,0.0365824,0.0832503
0.164878,0.0890758,0.0450333,0.0768861,0.0358034
0.103023,0.0256814,0.180123,0.0640786,0.118881
0.113851,0.0350941,0.174697,0.0602493,0.0193749
0.0188335,0.143808,0.0900782,0.0319543,0.0352628
0.186226,0.0810121,0.0654177,0.03051,0.132932
0.0921685,0.103339,0.13395,0.107652,0.0999505
0.141664,0.018565,0.0266258,0.140811,0.105148
0.0337103,0.00858001,0.219271,0.0210793,0.0451375
0.146143,0.126577,0.0473809,0.023459,0.0145832
0.0320781,0.0288627,0.0765281,0.0944081,0.13017
0.161168,0.164858,0.184175,0.0299054,0.108152
0.0580894,0.0148579,0.282651,0.105954,0.078431
0.15104,0.162974,0.0364095,0.0366632,0.023621
0.154994,0.0417136,0.0311845,0.0636333,0.151288
0.0394248,0.154134,0.109172,0.040258,0.107966
0.0765762,0.0286575,0.082655,0.10724,0.12442
0.117063,0.141811,0.264738,0.0260133,0.0846285
0.170141,0.0403202,0.051045,0.0992121,0.0814857
0.046182,0.165673,0.114242,0.0312737,0.0609058
0.0638029,0.0403455,0.0843904,0.135514,0.135976
0.17492,0.022041,0.225322,0.0215817,0.0599443
0.173292,0.157235,0.0423671,0.0470419,0.0663294
0.0611672,0.134883,0.13982,0.104717,0.129779
0.0508106,0.070779,0.0582158,0.11603,0.160343
0.151179,0.04411,0.211932,0.0643258,0.0558547
0.113109,0.133116,0.0231537,0.0523817,0.0248277
0.0793484,0.0500264,0.138163,0.114561,0.0949636
0.132564,0.143184,0.0946814,0.0690862,0.0900256
0.122783,0.0405365,0.260452,0.0994797,0.173777
0.243409,0.153158,0.0464085,0.0539969,0.0255125
0.00980052,0.0702663,0.0762535,0.0502211,0.0463288
0.176565,0.149665,0.162895,0.0566042,0.039291
0.0774712,0.0557845,0.235104,0.144579,0.116086
0.185848,0.146596,0.0291718,0.0367707,0.170186
0.0308596,0.12837,0.0708531,0.0497732,0.0220001
0.092085,0.0878781,0.179247,0.0713875,0.0245272
0.167181,0.0554344,0.146067,0.0190163,0.0509552
0.227006,0.133362,0.110571,0.115316,0.10064
0.0347089,0.332543,0.0464506,0.0444042,0.134272
0.0807298,0.446571,0.125517,0.0542163,0.0656646
0.174268,0.0960346,0.101277,0.115221,0.0655712
0.182477,0.0581061,0.259149,0.133599,0.0748353
0.104801,0.0685793,0.0307548,0.0514017,0.022538
0.116756,0.129466,0.0562424,0.0599197,0.112209
0.143926,0.102918,0.188919,0.117038,0.0408872
0.253426,0.218128,0.127389,0.0892621,0.0623628
0.0662042,0.0186569,0.117729,0.0919313,0.0983374
0.147582,0.0595848,0.0672476,0.0373724,0.152295
0.0859415,0.111366,0.104735,0.0656006,0.0431444
0.169857,0.206108,0.105352,0.0857091,0.0698232
0.0361454,0.0416715,0.290024,0.137413,0.109527
0.0964121,0.011158,0.0405493,0.0528476,0.101511
0.133218,0.0922492,0.122149,0.0590611,0.0381565
0.226945,0.043702,0.179,0.0457421,0.0149333
0.0297219,0.112297,0.293534,0.103897,0.0749572
0.0525669,0.0291675,0.0125495,0.0913027,0.0480222
0.177707,0.00829835,0.0630889,0.120563,0.127898
0.0767195,0.149955,0.16771,0.0460804,0.0312397
0.16071,0.025101,0.0456909,0.108321,0.0251941
0.0663143,0.144914,0.284343,0.055585,0.12728
0.212149,0.0142105,0.0862908,0.158977,0.135856
0.0848205,0.130509,0.137936,0.0588589,0.0467789
0.15634,0.0918991,0.025143,0.0614928,0.042007
0.0316317,0.136888,0.199389,0.0698412,0.14896
0.180342,0.0554218,0.0605002,0.17253,0.152235
0.0243198,0.164004,0.0921665,0.0257789,0.0326702
0.218078,0.107354,0.129975,0.0784848,0.0820373
0.0489741,0.0719298,0.232616,0.0963289,0.0572785
0.170015,0.0449096,0.0445094,0.173436,0.0357852
0.0499053,0.177217,0.0723715,0.0357529,0.0687613
0.205038,0.172399,0.156705,0.0397395,0.00812979
0.0198766,0.064528,0.25413,0.143264,0.01161
0.137994,0.0623035,0.535492,0.0432621,0.070531
0.038572,0.16554,0.0716597,0.126342,0.0392335
0.201511,0.179167,0.0479059,0.0346058,0.123796
0.0337941,0.040292,0.0924963,0.0955537,0.0309805
0.154989,0.0827149,0.0683517,0.0570891,0.0929891
0.036661,0.118914,0.182124,0.168519,0.0628397
0.200342,0.208132,0.0250812,0.0429213,0.17395
0.121757,0.0411846,0.225966,0.0395589,0.0393819
0.176019,0.0491946,0.0329523,0.153069,0.0694396
0.191817,0.0169056,0.0229673,0.130501,0.0800621
0.0556297,0.116698,0.0216175,0.103921,0.163889
0.101738,0.0943908,0.0997644,0.0489112,0.0346184
0.175563,0.18048,0.0521687,0.0944029,0.0538149
0.211564,0.039879,0.194057,0.0304572,0.117913
0.065082,0.048212,0.0632581,0.14207,0.068204
0.0553236,0.15709,0.0215909,0.0779452,0.10801
0.102171,0.180041,0.0571765,0.0181993,0.0372811
