label,x,y,z,dtseries_row_i,left_hemi,first_rdm_corr,replication_rdm_corr,y_squared
100.0,-40.26934956395349,-13.253551377806552,-3.8064352822338425,16134.133720930233,1.0,0.031617811982133,0.15598382433970068,175.65662412415796
101.0,-33.130184382037385,19.543502703390487,7.724063771995691,9414.814207650274,1.0,0.1466738648259511,0.22863281126996512,381.94849791743127
102.0,-36.11703754672044,5.285287767380691,9.725839441628764,9285.661870503596,1.0,0.2892696371816069,0.2264124855833525,27.93426678402397
103.0,-44.46857087690751,13.582502731910118,2.961271300707217,13955.087912087913,1.0,0.1497009481095318,0.18540297911258355,184.48438046234583
104.0,-49.9718660936288,-0.5513795387818881,6.400946784896631,17034.40425531915,1.0,0.1760034608858165,0.0684574784727045,0.3040193957873276
105.0,-50.841935140644004,10.50777965534233,11.964967693754298,17246.389221556885,1.0,0.2357735938239823,0.24862987984701085,110.41343328522619
106.0,-29.237211151985125,42.261784246412375,26.02428173345361,26869.084745762713,1.0,0.1234922210804971,0.2248906493345543,1786.0584076903092
107.0,-6.957288001900289,18.684171830836814,33.02235870930686,1433.1990049751244,1.0,0.1667358996415154,0.1227039077582474,349.0982770042359
108.0,-6.869534356336968,-1.5094094279623937,41.58096850152109,1143.985294117647,1.0,0.263064159018811,0.10781523151461654,2.2783168212217606
109.0,-11.471965986628865,-26.81843673351199,40.54293661339339,2353.889534883721,1.0,0.19235495569219313,0.18871435662642133,719.2285488293853
110.0,-6.720446414069126,6.79918379248365,48.755556332437614,1651.467105263158,1.0,0.398303162677079,0.21369443189976964,46.22890024397234
111.0,-11.699139486792628,-41.015386242076666,47.465820289096946,2090.8282208588957,1.0,0.1848610808999942,0.26306881149067923,1682.2619085867318
112.0,-7.714154945373535,-49.325625610351565,58.25152008056641,6333.76,1.0,0.2223625019531595,0.2374566940233204,2433.01734185257
113.0,-9.721321614283436,-4.888469714741662,68.35412295359485,3618.7264150943397,1.0,0.1649135460877837,0.2705177587252598,23.897136151946427
114.0,-11.903976675063845,22.739576839265368,-20.619051181450093,19225.015873015873,1.0,0.026479608921278,-0.016581489654892652,517.088354828854
115.0,-22.030887508919225,22.46032006964499,-18.675293780163507,18799.45856353591,1.0,0.315152470210931,0.15668507748090874,504.4659776308975
116.0,-10.386122710205788,46.60226739395497,-21.24651800643566,19188.86976744186,1.0,0.0370793899306543,0.024338236522862634,2171.7713262576785
117.0,-4.212870687246323,19.971434783935546,-20.245707714557646,19376.1,1.0,-0.05292273160561041,-0.06352433755879207,398.85820732899066
118.0,-16.334459785314706,62.44518348498222,-5.8432562584296255,21950.389743589745,1.0,0.0159581961886268,0.18280280522610237,3899.4009404730964
119.0,-37.99605732099384,-4.753250674258733,-40.66523428842531,20390.41134751773,1.0,-0.0137399987922476,0.07741978541225882,22.5933919723411
120.0,-25.370468422918037,3.4603367672108187,-37.706664340330825,21502.029702970296,1.0,0.0137542173583914,0.07207562091447985,11.97393054251102
121.0,-27.360640436808268,-10.954872461954752,-31.59420799255371,22240.42,1.0,0.0693652046294217,0.045262320782896055,120.00923065769456
122.0,-52.47399893574331,-21.059603965145417,-29.45000783328352,20332.431034482757,1.0,0.0516773783973532,0.1622696989309894,443.50691916876855
123.0,-40.91625760052655,-20.767134460243017,-25.051634943163073,20805.54054054054,1.0,0.1052606389478019,0.03446346738568601,431.27387368981306
124.0,-42.73535854884556,10.764106577209064,-33.561590063912526,24583.88,1.0,0.1390894436870236,0.04656445497767508,115.86599040551545
125.0,-32.99085124438962,10.537771601550627,-27.966362605821217,22303.19867549669,1.0,0.0756893997148831,0.05690187987219482,111.04463032644688
126.0,-21.93146942138672,-23.632730960845947,-23.58434027671814,24408.29,1.0,0.1197607072197973,-0.10858522108740962,558.5059726677266
127.0,-29.186650316765967,-69.31881259350067,39.86886012300532,12194.106382978724,1.0,0.1241169584663034,0.17694003842120118,4805.097779372867
128.0,-56.44568171399705,-41.219443463264625,41.1858113065679,13597.031914893618,1.0,0.24410135695261054,0.2630740793675523,1699.0425194212687
129.0,-50.97231885790825,-49.3341808617115,41.55856931209564,9012.9609375,1.0,0.1596181158581427,0.1745920252616243,2433.8614012960616
130.0,-33.481635114881726,-59.10673111809625,43.62881007724338,12342.988888888889,1.0,0.2241225938180827,0.21383120627474708,3493.6056634669276
131.0,-41.158963079037875,-51.06533843330715,44.08304098378057,11656.965217391304,1.0,0.1822633690342943,0.15891776266805413,2607.668789308196
132.0,-46.360201961115784,-41.27261548293264,44.90039795323422,6899.046052631579,1.0,0.1516645156026751,0.19838048970828875,1703.4287888020112
133.0,-57.46657414399376,-50.58573576461437,-9.0969367577124,17998.868217054263,1.0,0.149574381242046,0.26658317126238984,2558.9166628473854
134.0,-26.681626359293283,49.36503468663239,-12.87837858042441,18727.18181818182,1.0,0.0097109834312334,0.2239920843805272,2436.906649612419
135.0,-41.00565721540887,46.812745728468535,-5.045602108394434,13944.030456852792,1.0,0.0627875652899441,0.1893346017835552,2191.433162638249
136.0,-43.294182943919346,36.138456950111994,9.772238699216691,14485.238095238095,1.0,0.089785722186251,0.12536891595862706,1305.9880707350978
137.0,-36.89515210041958,48.65427763272176,11.36860647454726,20842.309734513274,1.0,0.1126652481208237,0.2082122238866807,2367.238731961969
138.0,-26.632569524976944,52.44707912868924,13.256790174378288,25512.12037037037,1.0,0.0702733502559956,0.2117726245920455,2750.6961091309904
139.0,-39.40869430109119,37.962596473964396,20.59003894887072,22393.858156028367,1.0,0.2132217948116651,0.26780845158976785,1441.158731045054
140.0,-42.5258699088261,21.96348481013857,25.607814381040377,19081.303448275863,1.0,0.3298975161805275,0.33067047585125553,482.39466500518773
141.0,-38.02759246195643,8.271791601969191,32.88523256286117,19628.87603305785,1.0,0.3115007194208281,0.3599833207407113,68.42253630640803
142.0,-36.27184497999108,30.930426506374193,34.038669055441154,27413.75652173913,1.0,0.0981990809221373,0.3271194125537667,956.6912838662153
143.0,-32.03359763518624,15.285582438759182,-10.236796783364337,10595.076086956522,1.0,0.0789440301578944,0.09213953055675185,233.6490304921031
144.0,-9.700104871003525,-72.48910257090692,46.88105817048446,10918.904347826086,1.0,0.2084439691047258,0.2614965994548874,5254.669991535465
145.0,-7.1904874894677135,-61.016483772091746,53.249312362050624,11051.81300813008,1.0,0.2992259822163045,0.35363100508666245,3723.0112919099356
146.0,-2.4128645150387875,1.0257778971410187,31.365068592008996,1398.8524590163934,1.0,-0.0350146778315349,0.04806001982001588,1.0522202942630505
147.0,-3.292713579009561,-22.034221719293033,29.631934250102322,1111.3088235294117,1.0,0.1000286425859998,0.041230630379197074,485.5069267749648
148.0,-5.203483060945438,24.25566366050817,46.985575688036185,7152.797468354431,1.0,0.287214867588013,0.35782378022407557,588.3372196116966
149.0,-51.90351930260658,-2.1915366256962443,-29.20393915474415,24707.8515625,1.0,-0.0148866765315605,-0.023570356213998785,4.80283278176808
150.0,-60.01545861363411,-19.59815661981702,-19.053074844181538,25037.4921875,1.0,0.177030128627942,-0.004079239683742999,384.08774289487764
151.0,-57.24485126701561,-37.99535828667718,-17.615137789700483,20764.885135135137,1.0,0.1414734968001058,0.13096130092034136,1443.6472513329684
152.0,-54.22741931915283,-11.380531446486712,-14.41957347393036,29277.965,1.0,0.2419132946156962,-0.003283773257259432,129.51649600447294
153.0,-53.57586224873861,2.277203313608964,-11.4097416528066,28799.633333333335,1.0,0.0364757926478314,0.09928601324549531,5.185654931511647
154.0,-57.71692056315286,-36.77216588599341,-3.788805890603856,17606.433035714286,1.0,0.1893434020626161,0.11704188563502663,1352.1921839470174
155.0,-51.12023792973271,-25.269215039853698,-5.093003495589451,25674.05925925926,1.0,0.1000198657136682,0.043228443109444695,638.5332287303684
156.0,-59.172403984069824,-14.861030254364014,-2.810882861223072,29149.11,1.0,0.1431104831017544,0.08217721136956552,220.85022022112256
157.0,-60.404451150605176,-33.22311253403172,5.692855742844668,8526.248484848486,1.0,0.2540779813567075,0.3337261333443748,1103.7752064489357
158.0,-51.173726574067146,-42.843528993668095,5.009158499298557,7324.975806451613,1.0,0.2086088813132264,0.2225286177232735,1835.5679766312787
159.0,-56.68621166023666,-48.379885644969825,16.084374302161667,7409.245508982036,1.0,0.1801021903422001,0.20683897302905546,2340.613335020357
160.0,-45.746126726799204,-57.818914500589905,19.95724146015148,12328.157360406092,1.0,0.13098532447554,0.10687451145558372,3343.0268740265255
161.0,-39.6622145291671,-76.09841126377142,28.885480223350154,13997.533980582524,1.0,0.1387668126470059,0.19783259434750064,5790.968196870093
162.0,-45.27175769805908,-62.2746417427063,30.695307006835936,14587.745,1.0,0.11979340724443502,-0.041200226843720864,3878.131004182418
163.0,-54.88797170639038,-53.091487350463865,28.34099362373352,7300.325,1.0,0.1768874438645143,0.11325608679608429,2818.7060290844647
164.0,-38.46656840497797,-69.69368334250017,42.13087010383606,13080.454545454546,1.0,0.12185760735188979,0.10622792620975964,4857.209497844685
165.0,-46.438409758777155,-58.295723496413814,43.182616675772316,13602.34756097561,1.0,0.1301304553265554,0.18621269720153097,3398.3913779703335
166.0,-32.82323404199937,20.532147228016573,-15.968619663575117,15801.835294117647,1.0,0.24373458555155217,0.17412858686885724,421.56906979294865
167.0,-33.82700983683268,36.63256676991781,-12.259358920303045,18408.92156862745,1.0,0.126957957458509,0.15903756648306022,1341.9449481524864
168.0,-5.695918530004996,54.216968592890986,-9.126376343214954,22265.08148148148,1.0,0.0061130394693265,0.08644317316691345,2939.4796834025274
169.0,-6.189778890766081,35.437627625595674,-9.653110474185214,22237.15300546448,1.0,0.1295091312994097,0.07719854572514186,1255.8254517303817
170.0,-45.51147978376634,32.003114058239625,-8.961119969292442,9785.930693069307,1.0,0.10350811619545108,0.09566605564782873,1024.1993094246948
171.0,-28.46639382302224,55.275911657659854,1.7699895428644645,21946.972972972973,1.0,0.07721540715029028,0.1838319494335533,3055.4264095854164
172.0,-46.891947962443034,29.135340029398602,1.5525396760531536,9770.473333333333,1.0,0.2343707739393036,0.09394442654639833,848.8680386286766
173.0,-7.565340370428367,57.32966122861768,8.252653029655702,25710.983606557376,1.0,0.1786178960099544,0.05715890145956482,3286.690056588069
174.0,-7.861982049712216,44.75526515547052,7.367005892922675,25784.710843373494,1.0,0.20865821668712237,0.12203294394172576,2003.0337591364735
175.0,-50.93930647426978,22.253304517358764,11.02459680765195,15113.827067669174,1.0,0.0975125234811724,0.1776943164688398,495.20956194229996
176.0,-16.70764725613144,63.509868297936784,10.542745529480701,25662.29245283019,1.0,0.10932687699532491,0.18903053771335968,4033.5033712212758
177.0,-6.931831573984425,33.34875856387387,23.448606734063215,7439.738853503185,1.0,0.1717137952098295,0.1657832779101591,1112.139697751551
178.0,-5.945375312216663,48.772432816516066,28.81552273278786,26236.11524163569,1.0,0.0575333676901553,0.06980888879487279,2378.7502028415734
179.0,-14.65609507975371,53.97070069935011,29.774893428968348,26130.190217391304,1.0,0.1825803924286836,0.02423230014054435,2912.8365339788306
180.0,-22.15691719384029,48.21442097630994,27.157969820088354,26222.362068965518,1.0,0.1046068641826841,0.08823357509676671,2324.6303900808357
181.0,-26.490525003463503,29.857744474259633,38.85923536996993,27273.52380952381,1.0,0.1033902684111563,0.1985812755941166,891.4849050901817
182.0,-38.83190472920736,16.836375260593915,44.77164384090539,27797.969696969696,1.0,0.1284126090734493,0.289017783742933,283.4635319155388
183.0,-9.2775380995314,39.49452778444452,48.78001571913897,26404.271186440677,1.0,0.1747075817451522,0.05420134850493371,1559.8177249162602
184.0,-18.9382713791123,35.20097544677275,41.876932646098886,26894.157894736843,1.0,0.1405115220072243,0.21955378718144616,1239.1086724042982
185.0,-40.46565780043602,5.154796105289279,46.68838679790497,28051.640625,1.0,0.2301089603638624,0.29537977063821225,26.57192288710552
186.0,-29.590397142896464,15.662008551990285,50.838458042518766,27684.06862745098,1.0,0.1825198171910156,0.1956431342628528,245.29851188261682
187.0,-21.56336152638104,20.062233803120066,48.86325414130028,26817.27659574468,1.0,0.213497605636744,0.10626421318776458,402.4932251710534
188.0,-11.542914871352812,20.948007235869518,59.406002508342596,14661.828729281768,1.0,0.09841822453686008,0.14327013312179634,438.8190071540417
189.0,-7.005456666448223,6.966256321366154,63.89623619193461,3385.0149253731342,1.0,0.2835275580127661,0.2276100237483101,48.5287271349739
190.0,-6.945327836114007,-50.714107513427734,8.698486630981034,1805.6351351351352,1.0,0.0719443383733943,-0.08359182774692189,2571.9207008835074
191.0,-13.167561465647163,-59.94372419031655,16.14604381817143,24244.628048780487,1.0,0.229203463143172,0.24587268581400665,3593.2500698047415
192.0,-4.409053434585703,-51.914931461728855,20.77334527311654,15407.663793103447,1.0,0.1476149529824894,-0.14559753129368913,2695.1601086760047
193.0,-4.784848746606859,-38.80726516852945,24.987278663505943,356.47457627118644,1.0,0.1596154928792661,0.03517197552812947,1506.0038298605589
194.0,-10.605925153072615,-68.08658232724756,31.9839876504769,15421.466165413534,1.0,0.2399702015765232,0.14613338549510108,4635.782693005059
195.0,-6.112355748585292,-59.075313393729076,31.37968004499163,14670.525714285714,1.0,0.22984525361398786,0.025535729328176687,3489.892652567306
196.0,-8.027957205869713,-43.63560029114185,33.99339211392565,5960.741496598639,1.0,0.1222571126167632,-0.022375521029984528,1904.0656127682985
197.0,-3.2616768848896025,-31.568544960021974,37.895390586853026,1484.72,1.0,0.1605950423253702,0.07717265872886617,996.5730308929287
198.0,-2.4162113720720466,-15.562751238996333,37.6200355833227,978.1363636363636,1.0,0.1172087177785924,0.10246950417168216,242.19922612688188
199.0,-4.609096433253998,-66.03367135879841,44.22416269018295,11263.382978723404,1.0,0.3432201640732444,0.28608510250180963,4360.445753121794
200.0,-7.108631577461389,-50.36511920515899,44.654722420273316,9060.847133757961,1.0,0.3192566095214628,0.061432744375490435,2536.645232549875
201.0,34.63605057398478,-37.34144476254781,-21.931720423698426,50791.9,0.0,0.2380840138253702,0.18959837716897385,1394.383496954409
202.0,30.971067969478778,-32.33798210182,-16.905535014707652,52054.36815920398,0.0,0.0050163761631942,0.03977913643943539,1045.7450864176308
203.0,35.7233791923523,-55.90481288909912,-16.887819137573242,51575.22,0.0,0.2265296144812903,0.26748219454895455,3125.348104165183
204.0,33.49088302025428,-75.20097520616319,-12.86130145472339,52127.256410256414,0.0,0.4078178882155737,0.4032003017264451,5655.186671957971
