label,x,y,z,dtseries_row_i,left_hemi,first_rdm_corr,replication_rdm_corr,y_squared
1.0,-32.73461839502508,-41.08666830929843,-20.30664204684171,21085.336363636365,1.0,0.1805055036998449,0.045333995612696264,1688.114312758308
2.0,-30.28658700758411,-33.91277699096961,-16.71576389848911,22165.608294930877,1.0,0.1086684368516808,-0.05723888968830382,1150.076443239238
3.0,-34.12867860794067,-62.14497028986613,-16.090805570284527,21798.908333333333,1.0,0.0875111190913011,0.07311418946564457,3861.997332328344
4.0,-25.319567485629577,-54.51066399619217,-7.594505702013745,18346.413612565444,1.0,0.1132610965969686,0.1251621106009011,2971.4124893057615
5.0,-21.47225298437961,-74.59694556302803,-9.155923652094463,22731.587209302324,1.0,0.2130238545150431,0.24808792983309624,5564.704287333368
6.0,-31.464270639419556,-82.37804177602132,-13.556844782829284,22321.058333333334,1.0,0.2624448776159016,0.24385024512456369,6786.141766851913
7.0,-16.59283526939682,-38.27867087834998,-10.155348578585855,13097.696202531646,1.0,-0.0398185310650219,-0.010378302368090824,1465.2566442130387
8.0,-41.80013783772787,-72.32459601040544,-7.180915623756083,21971.75287356322,1.0,0.3588637526486333,0.372197997112939,5230.847188068355
9.0,-14.211360287120325,-87.96177719931566,-11.713570099750548,22553.36641221374,1.0,0.3540987417102043,0.4438376054046911,7737.274248062049
10.0,-13.47963432767498,-61.7183943791176,-4.064073945548552,17809.253731343284,1.0,0.0900055891967948,0.16002439099361437,3809.160204736295
11.0,-6.828082340413874,-75.24603646018288,-2.572083284028552,22901.48181818182,1.0,0.3330367840328434,0.25042856192185575,5661.966002967171
12.0,-23.732630749338682,-95.28449013306923,-8.43833597319335,22060.201030927834,1.0,0.3966657837777864,0.38654061680074775,9079.134059918966
13.0,-12.310237315393262,-42.25830231943438,-3.6777985451382493,425.85483870967744,1.0,-0.0114271966434524,0.06711743298597027,1785.764114920713
14.0,-36.81896529158926,-86.63277410491695,-1.6429569681491647,20521.62601626016,1.0,0.4300695040585863,0.27283194584303677,7505.237549113568
15.0,-10.148093786968547,-96.24950282588885,-3.934675731583481,22326.56687898089,1.0,0.5558192066478906,0.5742684471476854,9263.966794230786
16.0,-15.230060776074728,-52.36098626454671,-0.4576025393791497,5988.008333333333,1.0,0.1060678442953506,0.08079864582910459,2741.6728825960495
17.0,-43.733691721655134,-73.62917920331049,5.367286203377073,15269.59217877095,1.0,0.2524913078602196,0.12066917079291391,5421.256030153209
18.0,-5.932428089471964,-87.38681641603128,1.1100365752593064,23225.333333333332,1.0,0.3875688915639249,0.3563423823983118,7636.455683329154
19.0,-24.04925467870007,-93.98310486257893,6.254873672168549,19539.479452054795,1.0,0.4821358266065939,0.4964450829110915,8832.823999610506
20.0,-11.156234890581613,-48.426432598068054,3.6690265821764267,2277.253012048193,1.0,0.0931372896515273,0.05437555760321666,2345.119374175228
21.0,-8.96290671825409,-75.91505430410574,8.732962735064396,23619.513513513513,1.0,0.3196269385390352,0.18640821906738886,5763.095469995323
22.0,-19.821517792615023,-63.31787425821478,5.876449674706567,21373.289772727272,1.0,0.1728995391949035,0.14250051032579591,4009.1532005790978
23.0,-36.86537127108187,-82.94568036053631,13.789619448378279,13706.87027027027,1.0,0.3371472738616771,0.2560855340333117,6879.98589047226
24.0,-12.63660347526138,-95.39241749531514,14.94545874724517,21111.762162162162,1.0,0.467871622927816,0.43196839884310434,9099.713315600507
25.0,-4.178200954046005,-85.6025179838523,22.092408400315506,23224.891025641027,1.0,0.2639829227674586,0.10161113644849941,7327.791085175755
26.0,-12.507377116303696,-71.39926026996814,20.256712010032253,24000.91447368421,1.0,0.23958922130885002,0.1776325483387562,5097.854367098651
27.0,-25.456125058002353,-83.4801508269695,20.355037914299817,12296.012422360249,1.0,0.3889774600524166,0.2847815778990308,6968.935582093578
28.0,-31.18561062180852,-81.0892402924687,26.675887946622918,12699.506024096385,1.0,0.2916870649547575,0.13995441801279715,6575.46489120973
29.0,-15.234247333598587,-86.3382940712215,31.74432304670226,10811.295597484277,1.0,0.3560958899117369,0.2115954042615486,7454.301023128721
30.0,-13.45808150551536,-77.36097828258167,34.41100359829989,13501.781818181818,1.0,0.2576154885561244,0.08543637416360761,5984.720960838073
31.0,-19.639435635672676,-73.99949439366658,43.49440234237247,10527.618055555555,1.0,0.5147803089733799,0.47739144092258434,5475.925170518291
32.0,-49.03084476177509,-11.972914416056414,1.3554784879832358,28575.491124260356,1.0,0.0641436441870221,0.1607427604122694,143.3506796142115
33.0,-54.00358712288641,-23.15693170409049,7.468659780679211,20093.189516129034,1.0,0.1449492789370339,0.18667243728013033,536.2434859479113
34.0,-36.05682226197909,-22.91511911206541,7.976709738241888,21688.150442477876,1.0,0.0752209140674362,0.1073740763738143,525.1026839201453
35.0,-38.26655792236328,-7.800299957344929,12.75721817917294,10201.648888888889,1.0,0.15858597580643383,0.17476579883178095,60.84467942455531
36.0,-35.274307401252514,-26.259848762281013,18.065500444354434,12919.315151515151,1.0,-0.0314381843796422,0.02905508873840048,689.5796570178717
37.0,-56.003763762997906,-38.444517390828736,16.7714777462919,7924.070422535211,1.0,0.0439320082569945,0.23113246781983737,1477.980917413733
38.0,-40.8947062673448,-35.254600416255904,14.738158141510397,8852.924050632912,1.0,0.1197895241511116,0.21671588303798886,1242.886850509871
39.0,-46.76311216856304,-15.366519488786397,16.358583801671077,16130.098684210527,1.0,-0.0414653244511279,0.17445767370303972,236.12992119925212
40.0,-58.678254071403956,-4.534862143327208,12.254892638150384,16923.758823529413,1.0,0.0364637114643683,0.17432555204787398,20.56497465898224
41.0,-47.61252958433969,-25.465774723461696,18.978941321372986,15338.607142857143,1.0,0.1252887871303381,0.1306406386421722,648.5056822661006
42.0,-57.525221583354906,-19.45638812880918,20.359052267419287,15723.168674698794,1.0,0.0963762773625336,0.17423865054364385,378.5510390188668
43.0,-57.20575320415008,-4.450994098654542,22.97329524235848,16531.358974358973,1.0,0.0023564205956334,0.21540144733511063,19.81134846625756
44.0,-60.92603968060206,-12.060912109556652,29.776022608318026,16064.214285714286,1.0,0.0523804174819164,0.18839294262741188,145.46560091445028
45.0,-50.73806768948914,-10.372338291074408,28.63089581786609,16325.672131147541,1.0,0.0246490162120179,0.12553564059715555,107.58540162448837
46.0,-53.34997084793771,-21.44159431821981,38.691969610323575,13605.573248407643,1.0,0.0447882303218432,0.2774843366926678,459.741966907116
47.0,-48.24751021106791,-8.804261429709678,41.07851983301388,11659.217391304348,1.0,0.2236516201084277,0.3226639171548647,77.5150193226735
48.0,-46.59952385969988,-16.806013580382338,38.227507718904754,10228.842519685038,1.0,-0.0016946737521276,0.14486807043141356,282.44209246399555
49.0,-8.841333629219395,-14.646942964784659,45.64355539212561,2681.56050955414,1.0,0.21781761873168398,0.15630669917974058,214.5329382136548
50.0,-38.9128800034523,-15.298571813851595,46.157748609781265,5302.6640625,1.0,0.0652650025981807,0.23601097124633058,234.0462995435745
51.0,-46.684391375950405,-19.89622849055699,52.08233893258231,6272.1,1.0,0.0709607378979364,0.13103794513743222,395.85990814845167
52.0,-44.51837741806213,-30.405899458197485,53.219455946964096,5937.474103585658,1.0,0.0692151226873079,0.15685417544080288,924.5187218620141
53.0,-37.03227366758197,-25.498946757798784,49.52913700060898,6271.91011235955,1.0,0.0452672180469763,0.0960602678396853,650.1962857570571
54.0,-9.570258670978331,-37.15860581130124,53.07366467593761,2367.6516853932585,1.0,0.1597505836807775,0.1542269559388459,1380.7619858396704
55.0,-4.786029439611533,-22.49151052887907,54.25706206646162,2784.618556701031,1.0,0.1644781578469696,-0.03267767291935107,505.868045870678
56.0,-4.765091714651688,-8.105076038967008,58.968775168709136,3065.4239130434785,1.0,0.1587475028347765,0.10784821520166141,65.69225759743712
57.0,-33.5600575085344,-19.375391707338135,60.05587431480144,3871.2112068965516,1.0,0.1836460725714289,0.11587648760528675,375.4058038127874
58.0,-30.147181963920595,-44.97997579574585,59.05958757400513,9743.84375,1.0,0.1277618546657289,0.1593388491845406,2023.1982225858826
59.0,-32.09830665588379,-30.2887069952749,59.15541831246258,5605.759124087591,1.0,0.0662385648405479,0.13449944996593546,917.4057714456146
60.0,-29.56986607245679,-37.247272011618946,61.28897951234062,5488.408805031447,1.0,0.1273666075427874,0.1386651348403195,1387.3592723075321
61.0,-25.078929687948786,-11.532930292802698,60.14570442648495,4287.117647058823,1.0,0.1329316432509561,0.3198000222543772,133.00848113864612
62.0,-20.464066463968027,-25.648709255716074,62.38749653360118,3871.782608695652,1.0,0.18484201713796491,0.09865221148218865,657.8562864842554
63.0,-9.384295827150344,-41.26798892974853,68.16227460861207,2173.485,1.0,0.1457977334294265,0.20184422959689136,1703.0469103058474
64.0,-5.329205353108663,-25.247664481874498,66.81985752166264,2922.1428571428573,1.0,0.2418863343947855,0.17938440772234654,637.444561789307
65.0,-16.534482023792883,-12.342681844772832,68.56770816926033,4485.0451612903225,1.0,0.1739456663347683,0.21731552263739093,152.3417951212849
66.0,-17.779206960973607,-32.12294272301902,65.15591522001884,3875.0774647887324,1.0,0.1870100326148939,0.11563313653171417,1031.8834491863608
67.0,-19.0278395526814,-38.18411938649304,67.93895992542963,5287.729559748428,1.0,0.1663668383493527,0.17547133324529043,1458.0269733219534
68.0,-12.506646578652518,-26.557658113752094,69.64952487037296,4139.342857142857,1.0,0.1181391413504912,0.1509129151999512,705.3092044869425
69.0,-44.37719449743761,-40.54401161396398,-20.071457727820473,20775.513274336285,1.0,0.1263544276726348,0.16660987665629304,1643.8168777532462
70.0,-45.79874087279698,-55.38470318632306,-12.962244751318446,21236.04716981132,1.0,0.1997758327343824,0.24089073183635643,3067.4653470371036
71.0,-50.99951467911402,-62.010378102461495,-0.8487083996975949,16941.713541666668,1.0,0.2576068483917011,0.17681298624293929,3845.286992410236
72.0,-46.06763975562119,-66.48529566322885,13.456223994929616,14000.219512195123,1.0,0.2579939649524155,0.1435900020840129,4420.294539426957
73.0,-25.606995735168457,-69.79974617004395,31.66543487548828,12296.86,1.0,0.1658765391250219,0.11160973515402653,4872.004565402564
74.0,-52.438215017318726,-31.329268127679825,39.85551518201828,12629.84375,1.0,0.186358483411144,0.3118516258320167,981.5230414160549
75.0,-24.070958200162345,-63.554311459952025,46.88802045279176,12667.058394160584,1.0,0.3630928971182953,0.24569230610874232,4039.150505148589
76.0,-43.562952061289366,-30.830706016304568,40.4499964369941,5837.81443298969,1.0,0.041293618306967005,0.04133139810852871,950.5324334637986
77.0,-35.041121126131245,-45.91206086136913,42.08990059190124,10270.587786259543,1.0,0.2094769664580904,0.2784096192126631,2107.917332538063
78.0,-28.434602583961926,-56.063952961187255,47.643186591137415,12717.206896551725,1.0,0.3150595363086436,0.3171144561407014,3143.1668216342173
79.0,-36.98362253480038,-38.68462186479299,46.101582737292276,5422.338983050848,1.0,0.22583260187300383,0.19691174488052243,1496.4999688220196
80.0,-32.96956242620945,-50.02120923995972,52.531039863824844,12496.9453125,1.0,0.1749470516380016,0.27269102154719493,2502.121373827831
81.0,-16.094405079387247,-64.76862057590984,56.642521164180096,10724.769633507853,1.0,0.503756797064498,0.5319307769458006,4194.974211306171
82.0,-25.820832560833235,-57.55431770382071,57.99043351367004,12832.406015037594,1.0,0.3448581066436221,0.4932494688523974,3312.4994863523298
83.0,-10.717259125743839,-55.837228788746344,61.55258637023487,10785.107913669064,1.0,0.2952136553478591,0.4729007638498516,3117.7961188068034
84.0,-22.126328370342517,-52.06789116010274,63.27869867298701,11717.013698630137,1.0,0.1780080364292477,0.27775271831985926,2711.065289860305
85.0,-14.83036383715543,-48.85753319480202,68.3346561085094,7817.125,1.0,0.20829364278564452,0.3233298292942113,2387.0585498811815
86.0,-39.32486295700073,-3.283473704367255,50.27928066253662,7684.966666666666,1.0,0.2386500452667835,0.46369772394898245,10.781199567271225
87.0,-26.313644737005234,1.1272247276210692,53.63910073041916,12067.078125,1.0,0.3869545949814693,0.4159577674042626,1.2706355865603935
88.0,-30.18294899373115,-6.579578655052789,50.35210983662666,4192.4177215189875,1.0,0.2623178195870223,0.44265931584795587,43.290855278026264
89.0,-20.372753634036165,4.629500205081535,60.099427602823496,7125.461165048544,1.0,0.3685066667809107,0.38386636476298347,21.432272148849975
90.0,-47.651377567492034,6.388397151545474,24.635327324114346,17704.610526315788,1.0,0.2757652196809823,0.2130272192229734,40.81161816587433
91.0,-46.826533045087544,1.421701456845871,36.91559997286115,19180.985714285714,1.0,0.3196098671380893,0.2856115045295827,2.021235032397672
92.0,-51.33867551569353,-34.22323929636102,23.191821650454873,13011.760233918129,1.0,0.2610934231357686,0.16413908096455498,1171.2301079359893
93.0,-55.035568264748555,-43.04107117138321,28.014956055785255,8421.856115107914,1.0,0.3083161025391143,0.2935054491364893,1852.5338075800748
94.0,-58.84767981136547,-23.600552964054682,29.21115000107709,15733.385620915033,1.0,0.277851186320355,0.3150585529738168,556.9861002091502
95.0,-58.97044186714368,-34.84696442041642,33.02250721923306,15258.401709401709,1.0,0.3432941146127401,0.35198171929542693,1214.310929317768
96.0,-52.94452659529869,-53.06983074997411,8.49393432128309,9435.934343434343,1.0,0.154308424615213,0.23869253441003505,2816.4069358308975
97.0,-44.451169403506,3.4870091524158773,-15.353719902710177,22744.49295774648,1.0,-0.1042677912347578,0.020400553131067586,12.159232829032096
98.0,-38.22045287790225,1.5535609671095199,-8.528540746186131,9018.798449612403,1.0,0.202446800938527,0.06692773769003595,2.4135516785262667
99.0,-32.94602487287449,25.380390968031556,-1.2995832543393582,9433.526717557252,1.0,0.03644015366255,0.26968232683575255,644.1642456901378
