text_label,label,network,parcel_name
7Networks_RH_Default_Temp_6,372,Default,RH_Default_Temp_6
7Networks_RH_Default_Temp_7,373,Default,RH_Default_Temp_7
7Networks_RH_Default_Temp_8,374,Default,RH_Default_Temp_8
7Networks_RH_Default_PFCv_1,375,Default,RH_Default_PFCv_1
7Networks_RH_Default_PFCv_2,376,Default,RH_Default_PFCv_2
7Networks_RH_Default_PFCv_3,377,Default,RH_Default_PFCv_3
7Networks_RH_Default_PFCv_4,378,Default,RH_Default_PFCv_4
7Networks_RH_Default_PFCdPFCm_1,379,Default,RH_Default_PFCdPFCm_1
7Networks_RH_Default_PFCdPFCm_2,380,Default,RH_Default_PFCdPFCm_2
7Networks_RH_Default_PFCdPFCm_3,381,Default,RH_Default_PFCdPFCm_3
7Networks_RH_Default_PFCdPFCm_4,382,Default,RH_Default_PFCdPFCm_4
7Networks_RH_Default_PFCdPFCm_5,383,Default,RH_Default_PFCdPFCm_5
7Networks_RH_Default_PFCdPFCm_6,384,Default,RH_Default_PFCdPFCm_6
7Networks_RH_Default_PFCdPFCm_7,385,Default,RH_Default_PFCdPFCm_7
7Networks_RH_Default_PFCdPFCm_8,386,Default,RH_Default_PFCdPFCm_8
7Networks_RH_Default_PFCdPFCm_9,387,Default,RH_Default_PFCdPFCm_9
7Networks_RH_Default_PFCdPFCm_10,388,Default,RH_Default_PFCdPFCm_10
7Networks_RH_Default_PFCdPFCm_11,389,Default,RH_Default_PFCdPFCm_11
7Networks_RH_Default_PFCdPFCm_12,390,Default,RH_Default_PFCdPFCm_12
7Networks_RH_Default_PFCdPFCm_13,391,Default,RH_Default_PFCdPFCm_13
7Networks_RH_Default_pCunPCC_1,392,Default,RH_Default_pCunPCC_1
7Networks_RH_Default_pCunPCC_2,393,Default,RH_Default_pCunPCC_2
7Networks_RH_Default_pCunPCC_3,394,Default,RH_Default_pCunPCC_3
7Networks_RH_Default_pCunPCC_4,395,Default,RH_Default_pCunPCC_4
7Networks_RH_Default_pCunPCC_5,396,Default,RH_Default_pCunPCC_5
7Networks_RH_Default_pCunPCC_6,397,Default,RH_Default_pCunPCC_6
7Networks_RH_Default_pCunPCC_7,398,Default,RH_Default_pCunPCC_7
7Networks_RH_Default_pCunPCC_8,399,Default,RH_Default_pCunPCC_8
7Networks_RH_Default_pCunPCC_9,400,Default,RH_Default_pCunPCC_9
ACCUMBENS_LEFT,401,Subcortex,ACCUMBENS_LEFT
ACCUMBENS_RIGHT,402,Subcortex,ACCUMBENS_RIGHT
AMYGDALA_LEFT,403,Subcortex,AMYGDALA_LEFT
AMYGDALA_RIGHT,404,Subcortex,AMYGDALA_RIGHT
BRAIN_STEM,405,Subcortex,BRAIN_STEM
CAUDATE_LEFT,406,Subcortex,CAUDATE_LEFT
CAUDATE_RIGHT,407,Subcortex,CAUDATE_RIGHT
CEREBELLUM_LEFT,408,Subcortex,CEREBELLUM_LEFT
CEREBELLUM_RIGHT,409,Subcortex,CEREBELLUM_RIGHT
DIENCEPHALON_VENTRAL_LEFT,410,Subcortex,DIENCEPHALON_VENTRAL_LEFT
DIENCEPHALON_VENTRAL_RIGHT,411,Subcortex,DIENCEPHALON_VENTRAL_RIGHT
HIPPOCAMPUS_LEFT,412,Subcortex,HIPPOCAMPUS_LEFT
HIPPOCAMPUS_RIGHT,413,Subcortex,HIPPOCAMPUS_RIGHT
PALLIDUM_LEFT,414,Subcortex,PALLIDUM_LEFT
PALLIDUM_RIGHT,415,Subcortex,PALLIDUM_RIGHT
PUTAMEN_LEFT,416,Subcortex,PUTAMEN_LEFT
PUTAMEN_RIGHT,417,Subcortex,PUTAMEN_RIGHT
THALAMUS_LEFT,418,Subcortex,THALAMUS_LEFT
THALAMUS_RIGHT,419,Subcortex,THALAMUS_RIGHT
