,vmPFC,vSTR,PCC,ACC,M1,V1,EC,MT,whole_brain
1,0.02148571604442091,-0.18098758327482806,0.05781405379252607,0.09617226813365296,-0.28194314775629564,-0.15958657183551134,0.08429927543299642,-0.1610499661692879,-0.15123776887412735
2,0.008866750664282549,-0.21662089303949342,0.5423438459992427,0.19680708385727888,0.150141035907036,-0.2519664577866077,0.22295030281886521,0.07970844126435919,0.23132824269999322
3,-0.11406722736500065,-0.1859241162820253,0.23858516419275194,0.11313198220862118,-0.20709123458687564,-0.5587399436350504,-0.05890075769049059,-0.06136963804786792,-0.04104147072906753
4,0.3382502880601414,-0.19056599419715098,0.38622101154588434,0.355480254689924,0.12196955931507222,0.39183749790634026,0.48012969026955465,0.1200052705518796,0.3136240395798572
5,0.07337544979823662,-0.121422670182063,0.2943248672862152,-0.16340225406334946,0.0900584557062086,-0.33394297937031825,0.0686074075289941,-0.11382208198235788,-0.0282109491122163
6,-0.2690304071750904,-0.5766487613195863,-0.2767004453649101,-0.32626159600618,-0.2462108564993911,-0.3014623885265028,-0.33971195567039775,0.042443294876826534,-0.31075847919919103
7,-0.04208099629347482,0.004930268710477896,0.22944033945149878,-0.16807175516982434,-0.3315612824524084,-0.4988378623582748,-0.02119153339641675,0.014887591662940427,-0.1995749847163613
8,0.06340035084114534,-0.21231833166503275,-0.2935417441863833,-0.24342452316702023,0.020702058425933003,0.14463785740942006,0.060472555589633284,-0.14993714141485207,-0.21934350213056183
9,-0.03591696700973738,-0.3856342089995287,-0.2424017898438941,-0.33043338853069665,-0.14171412126600041,-0.14088687053820567,-0.018766813848390167,-0.09436370732660818,-0.3316815663163184
10,-0.27170722843474243,-0.13486950659650002,-0.017415785157750416,-0.15361903368319269,-0.08395653775967404,-0.2655274997428008,0.10515272056057642,0.00845658625846977,-0.11688569454101032
11,-0.27280847135367403,0.04857467482437076,-0.27080673638145286,-0.4248717668299132,0.0852921707676481,0.06257519428355808,0.036186092620029406,-0.03428933032042508,-0.18556946230427843
12,-0.08846796009436571,0.12830132837810707,-0.096064240326683,-0.08604564601461996,-0.2916097288955352,-0.11998108644952687,-0.016400798915403872,-0.42242404400494993,-0.25936395417327424
13,0.05640179603243202,0.09468382422943102,0.09062015730428574,0.058893798567845636,0.12220021439907872,0.33780584981050293,-0.039740677469824015,-0.05486626944011045,0.15743942367061617
14,-0.2940734930785561,0.23605976116365962,0.08585676017143506,0.13693926968031336,0.4000228234681032,0.21953684987805341,-0.08202757823312232,0.2751938906134064,0.2559025080700432
15,-0.2824026164939087,-0.0905252706965459,-0.23183347405971833,-0.24401235419705825,-0.19611404037262953,-0.12491767457720167,-0.2633575464517148,-0.22605167588519579,-0.23671406104900977
16,0.2093184360001314,0.15330911280227272,-0.07198514110062972,-0.15225013899474402,-0.11373006778455941,-0.21862178402989502,0.049566227937370436,-0.017810673765989195,-0.2130903203036239
17,0.21501927746040253,0.009580568230849115,-0.24090686511881734,-0.03316552716558041,0.00955536607071201,0.2083665473893535,0.17977641417396167,0.11665753408528165,0.07635549332956813
18,-0.24391449903191761,0.08894800172164641,-0.2803012676622821,-0.1805158957741862,-0.013235470006448266,-0.06687777443588136,-0.06047533502718738,-0.14460110384351105,-0.09759254704426293
19,-0.14127081082520074,-0.33613548093988704,-0.1870125520464274,-0.06604055943437644,0.05908273229180923,0.04396959739535226,-0.006900786851135844,0.07887969492733031,-0.005224029443390672
20,0.05627663568631088,-0.27561551942186785,-0.09716883430141451,-0.10022639579461123,-0.17362054329183613,0.0638215794554232,0.04951826501743225,0.06629253172924524,-0.07331962257772483
21,-0.08630299329729553,-0.3372401553851292,-0.38012578268620756,-0.25753124340757255,0.019463241414005825,0.009985756709842145,-0.20738288874432614,-0.08451693814558249,-0.15549687457495748
22,-0.10113725843894049,0.31936142205586426,-0.2750208663128091,0.010397036519348368,0.2120015500025263,0.19304382434539574,0.11829135119743384,0.13971851124777412,0.07446864360559004
23,-0.16584706773431496,0.29420463603687524,-0.26422118378596987,-0.15015305439914672,0.2535675200660682,0.24001582272763614,-0.0944410799270885,0.3442304735188647,0.10815312517245786
24,0.12060714507080174,-0.2815256901823414,-0.1754616736322994,-0.027473440381812174,-0.2656329866018747,-0.23238713057007332,-0.21939572587612963,-0.12299785167079912,-0.2212908746598846
25,0.0054777554173451115,0.11224140793739297,0.19806132538780252,0.2464889021405677,0.5228587513221308,0.5315310055070942,-0.10771224352835261,0.3473508194202052,0.4009934665988201
26,-0.007545620416164601,-0.17888700991067644,0.06447938652674576,-0.03352678660715629,-0.26414394761082277,-0.1573569200413772,0.02157930698068203,0.03664150252885902,-0.06802856922592082
27,0.03819163762545274,0.34422794683311364,0.07925685549156172,0.11529870441494164,0.2134929260359131,0.11940606869414512,0.03325565863863887,-0.010595174918646061,0.24845670232335784
28,0.71326903688529,0.9566940951890669,0.8004848358165875,1.0926798506725253,0.2325226948712023,0.24865316315775465,0.16048610159270066,0.13025695033552814,0.5805256021440824
29,0.37934938947633245,0.5130057218255953,0.21893804713218,0.5665472200356885,0.27048117959045526,0.4656803483775456,0.15362910824019488,0.2754964764360387,0.39939947739697856
30,-0.07474159522880677,0.1018580936319439,0.07392632713376963,-0.10053607732458743,-0.10249712413575708,-0.08512765169794387,-0.18577030538447362,-0.3401730984059392,-0.04731275434589088
31,0.19202554720846485,0.29894032852198965,0.0406154047351619,0.2527250660249208,-0.07035119063379468,0.23535363254775363,-0.10172445158461016,-0.037350874114886794,0.11509076072970562
