TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,0,0,0.0,0,1.0,0.0,2.0062344,,8.01984977722168,,,,6.3358064,2.0062344,1,5.0,,6.0,0.0,1
2,58,40,10C-13A-19C-21B,20,1.0,1.0,14.367821,15.393088340759277,20.040264129638672,4.672253608703613,24.0,11.0,6.517076,14.367821,1,4.672253608703613,20.06534194946289,5.697520949462891,23.2,1
3,43,60,2A-7A-9A-15B,17,1.0,2.0,26.594608,27.61959457397461,31.47351837158203,3.8501505851745605,36.0,65.0,6.743197,26.594608,1,3.8501505851745605,31.46974515914917,4.875137159149169,25.8,1
4,0,0,0.0,0,1.0,3.0,38.245476,,44.2523193359375,,,,5.8781934,38.245476,1,5.0,,6.0,0.0,1
5,76,65,8C-19A-24B,29,1.0,4.0,50.15299,51.179771423339844,55.92336654663086,4.744697570800781,42.0,14.0,6.244812,50.15299,1,4.744697570800781,55.924468994140625,5.771478994140622,49.4,1
6,4,25,6C-29B-30C,1,1.0,5.0,62.199837,63.21498489379883,65.49028015136719,2.2751760482788086,0.0,52.0,8.86059,62.199837,1,2.2751760482788086,65.49016094207764,3.2903239420776345,1.0,1
7,36,60,1C-7C-15C,12,1.0,6.0,74.38473,75.41024780273438,80.4069595336914,,17.0,74.0,5.8632545,74.38473,1,5.0,,6.0,21.6,1
8,18,50,2C-16C-22B-28A,10,1.0,7.0,86.30343,87.32875061035156,90.2069091796875,2.88869047164917,15.0,44.0,7.9991264,86.30343,1,2.88869047164917,90.21744108200073,3.9140110820007266,9.0,1
9,0,0,0.0,0,1.0,8.0,98.240715,,104.24706268310547,,,,6.2403064,98.240715,1,5.0,,6.0,0.0,1
10,16,20,14C-17A-20C-27A,8,1.0,9.0,110.5116,111.52538299560547,114.25721740722656,2.7443606853485107,6.0,78.0,8.464691,110.5116,1,2.7443606853485107,114.26974368095398,3.758143680953978,3.2,1
11,43,75,11B-19B-24A-26A,18,1.0,10.0,122.75187,123.77754974365234,128.45697021484375,4.690678119659424,31.0,43.0,6.006921,122.75187,1,4.690678119659424,128.46822786331177,5.716357863311771,32.25,1
12,4,75,12B-20B-23B-27C-29C,3,1.0,11.0,134.48758,135.5133056640625,138.40711975097656,2.905404567718506,3.0,52.0,7.7449813,134.48758,1,2.905404567718506,138.418710231781,3.9311302317809975,3.0,1
13,36,30,3C-20A-22A,11,1.0,12.0,146.18086,147.20492553710938,149.90695190429688,2.7128076553344727,17.0,31.0,8.454808,146.18086,1,2.7128076553344727,149.91773319244385,3.736873192443852,10.8,1
14,11,20,12C-17C-23C-28C,4,1.0,13.0,158.39522,159.41793823242188,162.5734405517578,3.1666767597198486,8.0,46.0,8.075857,158.39522,1,3.1666767597198486,162.58461499214172,4.189394992141729,2.2,1
15,11,45,14B-21C-25C,6,1.0,14.0,170.681,171.70681762695312,175.04005432128906,3.3443286418914795,15.0,34.0,7.470012,170.681,1,3.3443286418914795,175.0511462688446,4.370146268844593,4.95,1
16,4,50,4C-17B,2,1.0,15.0,182.54681,183.57180786132812,185.74044799804688,2.179476022720337,3.0,39.0,8.8677225,182.54681,1,2.179476022720337,185.75128388404846,3.2044738840484683,2.0,1
17,71,75,8B,28,1.0,16.0,194.64465,195.67059326171875,199.20687866210938,3.5472800731658936,44.0,10.0,7.1293573,194.64465,1,3.5472800731658936,199.21787333488464,4.573223334884631,53.25,1
18,61,55,7B-26B,23,1.0,17.0,206.3717,207.39468383789062,210.0066680908203,2.6112892627716064,37.0,34.0,8.768397,206.3717,1,2.6112892627716064,210.00597310066223,3.6342731006622273,33.55,1
19,18,25,14A-23A,9,1.0,18.0,218.79951,219.82391357421875,223.5067596435547,3.693772792816162,13.0,77.0,7.774064,218.79951,1,3.693772792816162,223.5176863670349,4.718176367034914,4.5,1
