TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,18,25,14A-23A,9,1.0,0.0,2.0227122,3.053450584411621,6.86325216293335,3.8329544067382812,8.0,77.0,7.5002155,2.0227122,1,3.8329544067382812,6.886404991149902,4.863692791149902,4.5,4
2,18,50,2C-16C-22B-28A,10,1.0,1.0,14.385872,15.411115646362305,18.813135147094727,3.401716947555542,8.0,67.0,7.3265963,14.385872,1,3.401716947555542,18.812832593917847,4.426960593917846,9.0,4
3,61,55,7B-26B,23,1.0,2.0,26.172703,27.190799713134766,29.71356964111328,2.5336081981658936,27.0,61.0,8.331331,26.172703,1,2.5336081981658936,29.72440791130066,3.5517049113006607,33.55,4
4,58,40,10C-13A-19C-21B,20,1.0,3.0,38.07316,39.09440231323242,41.279598236083984,2.184887409210205,33.0,54.0,9.1807375,38.07316,1,2.184887409210205,41.27928972244263,3.2061297224426255,23.2,4
5,16,20,14C-17A-20C-27A,8,1.0,4.0,50.492134,51.511173248291016,55.11420440673828,3.6139347553253174,1.0,75.0,6.886378,50.492134,1,3.6139347553253174,55.12510800361633,4.632974003616333,3.2,4
6,36,30,3C-20A-22A,11,1.0,5.0,62.03371,63.052188873291016,67.54640197753906,4.49360990524292,15.0,70.0,6.3875227,62.03371,1,4.49360990524292,67.54579877853394,5.512088778533936,10.8,4
7,39,65,1A-15A-26C,16,1.0,6.0,73.96132,74.98011016845703,78.1299057006836,3.1608057022094727,14.0,78.0,7.4765525,73.96132,1,3.1608057022094727,78.1409158706665,4.179595870666503,25.35,4
8,39,60,9C-25B,15,1.0,7.0,85.63423,86.6541748046875,88.39655303955078,1.7533780336380005,11.0,31.0,8.9248705,85.63423,1,1.7533780336380005,88.4075528383255,2.773322838325498,23.4,4
9,36,60,1C-7C-15C,12,1.0,8.0,97.35545,98.37677001953125,101.07998657226562,2.714409589767456,8.0,39.0,8.461257,97.35545,1,2.714409589767456,101.0911796092987,3.7357296092987013,21.6,4
10,76,65,8C-19A-24B,29,1.0,9.0,109.56503,110.58306884765625,112.69648742675781,2.108242988586426,23.0,38.0,9.085546,109.56503,1,2.108242988586426,112.69131183624268,3.1262818362426827,49.4,4
11,4,50,4C-17B,2,1.0,10.0,121.813896,122.83111572265625,126.56327056884766,3.7431299686431885,7.0,66.0,6.775801,121.813896,1,3.7431299686431885,126.57424569129944,4.760349691299439,2.0,4
12,71,75,8B,28,1.0,11.0,133.37056,134.39080810546875,136.9129180908203,2.522033929824829,39.0,47.0,8.817681,133.37056,1,2.522033929824829,136.91284203529358,3.5422820352935673,53.25,4
13,58,30,13C-30A,19,1.0,12.0,145.75946,146.7778778076172,149.41357421875,2.6465930938720703,25.0,75.0,7.907397,145.75946,1,2.6465930938720703,149.42447090148926,3.665010901489268,17.4,4
14,11,25,12A-27B-28B-30B,5,1.0,13.0,157.35799,158.37440490722656,162.21360778808594,3.8501486778259277,5.0,51.0,7.222586,157.35799,1,3.8501486778259277,162.2245535850525,4.866563585052489,2.75,4
15,11,75,6B-18B-22C-24C-29A,7,1.0,14.0,169.46758,170.4879150390625,172.21417236328125,1.7371561527252197,13.0,8.0,8.991757,169.46758,1,1.7371561527252197,172.22507119178772,2.7574911917877216,8.25,4
16,64,50,1B-3B-4A,25,1.0,15.0,181.23053,182.2503662109375,184.29661560058594,2.0574843883514404,23.0,45.0,8.6098585,181.23053,1,2.0574843883514404,184.30785059928894,3.077320599288953,32.0,4
17,61,45,10A-11A,22,1.0,16.0,192.93007,193.94956970214844,196.71331787109375,2.7748961448669434,24.0,57.0,7.824813,192.93007,1,2.7748961448669434,196.72446584701538,3.7943958470153802,27.45,4
18,11,45,14B-21C-25C,6,1.0,17.0,204.57272,205.58987426757812,209.06346130371094,3.484752893447876,7.0,64.0,7.930335,204.57272,1,3.484752893447876,209.074627161026,4.501907161025997,4.95,4
19,71,55,5B-18A,27,1.0,18.0,217.02948,218.0499725341797,221.27987670898438,3.2408711910247803,20.0,44.0,7.9535213,217.02948,1,3.2408711910247803,221.29084372520447,4.261363725204461,39.05,4
20,0,0,0.0,0,1.0,19.0,229.2569,,235.26187133789062,,,,6.26746,229.2569,1,5.0,,6.0,0.0,4
21,43,60,2A-7A-9A-15B,17,1.0,20.0,241.55429,242.57644653320312,245.04705810546875,2.4828402996063232,33.0,64.0,8.836719,241.55429,1,2.4828402996063232,245.05928683280945,3.5049968328094394,25.8,4
22,11,20,12C-17C-23C-28C,4,1.0,21.0,253.91989,254.93869018554688,258.04656982421875,3.118597984313965,9.0,66.0,7.646592,253.91989,1,3.118597984313965,258.05728816986084,4.13739816986083,2.2,4
23,79,65,8A,31,1.0,22.0,265.72098,266.7406921386719,268.59625244140625,1.8551338911056519,28.0,72.0,9.325414,265.72098,1,1.8551338911056519,268.5958260297775,2.8748460297775296,51.35,4
24,36,75,4B-5A-13B-16B,14,1.0,23.0,277.9532,278.9768371582031,282.213134765625,3.2471492290496826,17.0,71.0,8.123646,277.9532,1,3.2471492290496826,282.2239863872528,4.270786387252826,27.0,4
25,43,75,11B-19B-24A-26A,18,1.0,24.0,290.3738,291.3953857421875,294.5464782714844,3.161933183670044,15.0,67.0,7.8357735,290.3738,1,3.161933183670044,294.55731892585754,4.183518925857527,32.25,4
26,4,25,6C-29B-30C,1,1.0,25.0,302.42023,303.43353271484375,305.0799255371094,1.6573351621627808,2.0,10.0,9.181177,302.42023,1,1.6573351621627808,305.09086787700653,2.670637877006527,1.0,4
27,58,45,11C-18C-25A,21,1.0,26.0,314.29385,315.3116149902344,318.71405029296875,3.4132494926452637,18.0,79.0,7.71655,314.29385,1,3.4132494926452637,318.72486448287964,4.431014482879618,26.1,4
28,79,40,9B,30,1.0,27.0,326.46286,327.4858093261719,330.2630920410156,2.7881693840026855,28.0,69.0,8.08157,326.46286,1,2.7881693840026855,330.27397871017456,3.8111187101745827,31.6,4
29,36,70,3A-5C-10B,13,1.0,28.0,338.37747,339.39678955078125,341.97979736328125,2.5827293395996094,17.0,18.0,8.212389,338.37747,1,2.5827293395996094,341.97951889038086,3.6020488903808427,25.2,4
30,71,45,2B-16A,26,1.0,29.0,350.223,351.2427673339844,355.7965393066406,4.5645036697387695,12.0,66.0,6.390383,350.223,1,4.5645036697387695,355.80727100372314,5.584271003723131,31.95,4
31,0,0,0.0,0,1.0,30.0,362.209,,368.2216796875,,,,6.1567936,362.209,1,5.0,,6.0,0.0,4
32,64,25,6A-21A,24,1.0,31.0,374.3986,375.4167175292969,377.3465576171875,1.9304087162017822,11.0,1.0,9.47379,374.3986,1,1.9304087162017822,377.34712624549866,2.9485262454986696,16.0,4
33,0,0,0.0,0,1.0,32.0,386.8542,,392.86871337890625,,,,6.3478794,386.8542,1,5.0,,6.0,0.0,4
34,4,75,12B-20B-23B-27C-29C,3,1.0,33.0,399.23474,400.2568054199219,403.4966735839844,3.2529075145721436,3.0,24.0,7.703167,399.23474,1,3.2529075145721436,403.509712934494,4.274972934494031,3.0,4
1,58,30,13C-30A,19,1.0,0.0,2.0206046,3.0559422969818115,6.142514228820801,3.099682569503784,26.0,31.0,8.187848,2.0206046,1,3.099682569503784,6.155624866485596,4.135020266485595,17.4,1
2,64,25,6A-21A,24,1.0,1.0,14.358195,15.384246826171875,19.359434127807617,3.97428560256958,27.0,2.0,7.311905,14.358195,1,3.97428560256958,19.358532428741455,5.000337428741455,16.0,1
3,11,25,12A-27B-28B-30B,5,1.0,2.0,26.695011,27.717378616333008,31.309337615966797,3.602949857711792,0.0,64.0,7.393445,26.695011,1,3.602949857711792,31.3203284740448,4.625317474044799,2.75,1
4,11,75,6B-18B-22C-24C-29A,7,1.0,3.0,38.739887,39.751304626464844,42.00944137573242,2.2689921855926514,69.0,54.0,8.882012,38.739887,1,2.2689921855926514,42.020296812057495,3.280409812057492,8.25,1
