TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,39,60,9C-25B,15,1.0,0.0,2.0189934,3.052002429962158,5.660733222961426,2.6331846714019775,19.0,79.0,8.749536,2.0189934,1,2.6331846714019775,5.685187101364136,3.666193701364136,23.4,4
2,58,30,13C-30A,19,1.0,1.0,14.446455,15.468204498291016,17.027528762817383,1.5702561140060425,3.0,4.0,9.892402,14.446455,1,1.5702561140060425,17.038460612297058,2.592005612297058,17.4,4
3,43,75,11B-19B-24A-26A,18,1.0,2.0,26.946602,27.968236923217773,30.41095733642578,2.453732490539551,24.0,63.0,8.748779,26.946602,1,2.453732490539551,30.421969413757324,3.4753674137573256,32.25,4
4,4,75,12B-20B-23B-27C-29C,3,1.0,3.0,39.18938,40.21097946166992,43.2108154296875,3.010849952697754,3.0,67.0,8.081938,39.18938,1,3.010849952697754,43.221829414367676,4.032449414367676,3.0,4
5,79,65,8A,31,1.0,4.0,51.32103,52.341976165771484,54.57734298706055,2.246124029159546,24.0,8.0,9.184392,51.32103,1,2.246124029159546,54.58810019493103,3.26707019493103,51.35,4
6,64,25,6A-21A,24,1.0,5.0,63.789143,64.81045532226562,67.51101684570312,2.7120566368103027,0.0,75.0,8.270552,63.789143,1,2.7120566368103027,67.52251195907593,3.733368959075925,16.0,4
7,36,30,3C-20A-22A,11,1.0,6.0,75.810074,76.82170867919922,79.14407348632812,2.3215935230255127,4.0,27.0,8.806315,75.810074,1,2.3215935230255127,79.14330220222473,3.3332282022247313,10.8,4
8,79,40,9B,30,1.0,7.0,87.97727,88.9998779296875,90.31082916259766,1.3218445777893066,10.0,21.0,9.20341,87.97727,1,1.3218445777893066,90.3217225074768,2.3444525074768023,31.6,4
9,11,25,12A-27B-28B-30B,5,1.0,8.0,99.55173,100.5719985961914,103.41085815429688,2.8496909141540527,3.0,42.0,7.7356634,99.55173,1,2.8496909141540527,103.42168951034546,3.8699595103454527,2.75,4
10,43,60,2A-7A-9A-15B,17,1.0,9.0,111.17844,112.20179748535156,113.96066284179688,1.7581583261489868,17.0,6.0,9.07848,111.17844,1,1.7581583261489868,113.95995581150055,2.7815158115005545,25.8,4
11,0,0,0.0,0,1.0,10.0,123.07017,,129.07901000976562,,,,6.4680777,123.07017,1,5.0,,6.0,0.0,4
