TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,36,60,1C-7C-15C,12,1.0,0.0,2.022424,3.058871269226074,6.393121719360352,3.359121799468994,15.0,13.0,7.5962853,2.022424,1,3.359121799468994,6.417993068695068,4.395569068695068,21.6,3
2,79,65,8A,31,1.0,1.0,14.015681,15.032149314880371,19.709930419921875,4.688892364501953,31.0,41.0,6.117449,14.015681,1,4.688892364501953,19.721041679382324,5.7053606793823235,51.35,3
3,11,75,6B-18B-22C-24C-29A,7,1.0,2.0,25.862425,26.882293701171875,31.293371200561523,4.422267436981201,8.0,80.0,6.5378814,25.862425,1,4.422267436981201,31.304561138153076,5.442136138153074,8.25,3
4,16,20,14C-17A-20C-27A,8,1.0,3.0,37.864082,38.8861198425293,43.87736129760742,5.002108097076416,6.0,80.0,6.1389704,37.864082,1,5.002108097076416,43.88822793960571,6.0241459396057095,3.2,3
5,39,65,1A-15A-26C,16,1.0,4.0,50.039833,51.05802917480469,54.39319610595703,3.3347487449645996,24.0,65.0,7.3978143,50.039833,1,3.3347487449645996,54.39277791976929,4.3529449197692855,25.35,3
6,61,45,10A-11A,22,1.0,5.0,61.827335,62.84930419921875,67.84304809570312,,22.0,18.0,5.572512,61.827335,1,5.0,,6.0,27.45,3
7,79,40,9B,30,1.0,6.0,73.443634,74.46424865722656,78.39311981201172,3.928447723388672,21.0,25.0,7.3058925,73.443634,1,3.928447723388672,78.39269638061523,4.949062380615231,31.6,3
8,64,50,1B-3B-4A,25,1.0,7.0,85.73515,86.753173828125,90.67674255371094,3.9342970848083496,29.0,44.0,7.176207,85.73515,1,3.9342970848083496,90.68747091293335,4.952320912933345,32.0,3
9,4,50,4C-17B,2,1.0,8.0,97.88792,98.9104232788086,103.16024017333984,4.260994911193848,4.0,52.0,6.6500497,97.88792,1,4.260994911193848,103.17141819000244,5.283498190002447,2.0,3
10,0,0,0.0,0,1.0,9.0,109.841835,,115.84810638427734,,,,6.354456,109.841835,1,5.0,,6.0,0.0,3
11,71,75,8B,28,1.0,10.0,122.21941,123.23997497558594,126.71002960205078,3.4821937084198,36.0,79.0,7.412118,122.21941,1,3.4821937084198,126.72216868400574,4.502758684005741,53.25,3
12,61,55,7B-26B,23,1.0,11.0,134.15924,135.1792755126953,138.32672119140625,3.158503293991089,32.0,32.0,7.7620616,134.15924,1,3.158503293991089,138.3377788066864,4.17853880668639,33.55,3
13,0,0,0.0,0,1.0,12.0,146.12302,,152.13409423828125,,,,6.2663784,146.12302,1,5.0,,6.0,0.0,3
14,76,65,8C-19A-24B,29,1.0,13.0,158.42122,159.4429168701172,162.3932647705078,2.9515321254730225,25.0,17.0,7.637509,158.42122,1,2.9515321254730225,162.3944489955902,3.9732289955902047,49.4,3
15,71,45,2B-16A,26,1.0,14.0,170.06908,171.0922393798828,175.626708984375,4.533785343170166,24.0,10.0,6.956375,170.06908,1,4.533785343170166,175.62602472305298,5.556944723052965,31.95,3
16,39,60,9C-25B,15,1.0,15.0,182.61742,183.628173828125,187.6767120361328,4.059448719024658,25.0,13.0,6.760454,182.61742,1,4.059448719024658,187.68762254714966,5.070202547149648,23.4,3
17,11,25,12A-27B-28B-30B,5,1.0,16.0,194.47177,195.4949493408203,198.57676696777344,3.092576026916504,7.0,3.0,7.601988,194.47177,1,3.092576026916504,198.58752536773682,4.115755367736824,2.75,3
