TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,18,25,14A-23A,9,1.0,0.0,2.0149097,3.051281690597534,5.679091930389404,2.6402645111083984,9.0,76.0,8.703842,2.0149097,1,2.6402645111083984,5.691546201705933,3.6766365017059326,4.5,1
2,36,30,3C-20A-22A,11,1.0,1.0,14.416803,15.4402437210083,18.046630859375,2.61720609664917,10.0,62.0,8.648176,14.416803,1,2.61720609664917,18.05744981765747,3.640646817657471,10.8,1
3,71,55,5B-18A,27,1.0,2.0,26.722153,27.744403839111328,30.82962417602539,3.0963008403778076,46.0,80.0,7.968404,26.722153,1,3.0963008403778076,30.840704679489136,4.118551679489137,39.05,1
4,11,75,6B-18B-22C-24C-29A,7,1.0,3.0,38.8216,39.83308029174805,42.49654006958008,2.6742982864379883,4.0,40.0,7.908258,38.8216,1,2.6742982864379883,42.507378578186035,3.6857785781860386,8.25,1
5,58,30,13C-30A,19,1.0,4.0,50.428967,51.439781188964844,55.52949523925781,4.10045051574707,5.0,51.0,6.7076893,50.428967,1,4.10045051574707,55.540231704711914,5.111264704711914,17.4,1
6,79,65,8A,31,1.0,5.0,62.26635,63.28954315185547,65.76303100585938,2.484262704849243,50.0,39.0,8.41391,62.26635,1,2.484262704849243,65.77380585670471,3.507455856704709,51.35,1
7,0,0,0.0,0,1.0,6.0,74.20036,,80.20913696289062,,,,6.1166472,74.20036,1,5.0,,6.0,0.0,1
8,16,20,14C-17A-20C-27A,8,1.0,7.0,86.34449,87.36701202392578,89.82936096191406,2.463773250579834,7.0,26.0,8.220662,86.34449,1,2.463773250579834,89.83078527450562,3.486295274505622,3.2,1
9,71,75,8B,28,1.0,8.0,98.07371,99.09220886230469,101.57938385009766,2.497915029525757,52.0,59.0,8.313985,98.07371,1,2.497915029525757,101.59012389183044,3.516413891830439,53.25,1
10,11,45,14B-21C-25C,6,1.0,9.0,109.925705,110.93614959716797,113.21279907226562,2.287432909011841,9.0,19.0,9.047757,109.925705,1,2.287432909011841,113.22358250617981,3.297877506179816,4.95,1
11,58,40,10C-13A-19C-21B,20,1.0,10.0,122.28519,123.31001281738281,127.19619750976562,3.896923303604126,34.0,68.0,6.6982737,122.28519,1,3.896923303604126,127.20693612098694,4.921746120986938,23.2,1
12,61,55,7B-26B,23,1.0,11.0,133.92583,134.947021484375,137.9625701904297,3.0150718688964844,35.0,27.0,7.6183314,133.92583,1,3.0150718688964844,137.96209335327148,4.036263353271494,33.55,1
13,11,20,12C-17C-23C-28C,4,1.0,12.0,145.61745,146.6429901123047,149.92999267578125,3.2977726459503174,1.0,71.0,8.023094,145.61745,1,3.2977726459503174,149.940762758255,4.323312758255014,2.2,1
14,36,70,3A-5C-10B,13,1.0,13.0,157.98253,158.9938507080078,161.77943420410156,2.7866711616516113,17.0,23.0,7.738943,157.98253,1,2.7866711616516113,161.78052186965942,3.797991869659427,25.2,1
15,64,50,1B-3B-4A,25,1.0,14.0,169.55414,170.56619262695312,173.81288146972656,3.2467141151428223,16.0,76.0,7.418916,169.55414,1,3.2467141151428223,173.81290674209595,4.258766742095958,32.0,1
16,61,45,10A-11A,22,1.0,15.0,181.26276,182.28646850585938,186.2293243408203,3.942969560623169,19.0,59.0,7.0426884,181.26276,1,3.942969560623169,186.22943806648254,4.966678066482558,27.45,1
17,4,75,12B-20B-23B-27C-29C,3,1.0,16.0,193.30214,194.31509399414062,196.7295379638672,2.4260947704315186,0.0,33.0,9.044057,193.30214,1,2.4260947704315186,196.74118876457214,3.439048764572135,3.0,1
