TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,39,60,9C-25B,15,1.0,0.0,2.0096207,3.045215606689453,5.133246421813965,2.111349105834961,19.0,31.0,8.7352915,2.0096207,1,2.111349105834961,5.156564712524414,3.146944012524414,23.4,3
2,4,25,6C-29B-30C,1,1.0,1.0,13.894247,14.918027877807617,18.216594696044922,3.309654712677002,1.0,47.0,8.026767,13.894247,1,3.309654712677002,18.22768259048462,4.333435590484619,1.0,3
3,18,50,2C-16C-22B-28A,10,1.0,2.0,26.269068,27.295446395874023,29.78297996520996,2.4986841678619385,7.0,12.0,8.217637,26.269068,1,2.4986841678619385,29.794130563735962,3.525062563735961,9.0,3
4,76,65,8C-19A-24B,29,1.0,3.0,38.026997,39.04130172729492,41.76644515991211,2.736125946044922,44.0,56.0,8.366002,38.026997,1,2.736125946044922,41.777427673339844,3.7504306733398423,49.4,3
5,4,50,4C-17B,2,1.0,4.0,50.162594,51.18785095214844,54.633155822753906,3.4561142921447754,1.0,25.0,7.327618,50.162594,1,3.4561142921447754,54.64396524429321,4.481371244293214,2.0,3
6,61,45,10A-11A,22,1.0,5.0,61.988224,62.99859619140625,66.09956359863281,3.101851463317871,33.0,49.0,8.360426,61.988224,1,3.101851463317871,66.10044765472412,4.112223654724119,27.45,3
7,43,75,11B-19B-24A-26A,18,1.0,6.0,74.494896,75.50712585449219,78.04986572265625,2.5534591674804688,28.0,47.0,7.992833,74.494896,1,2.5534591674804688,78.06058502197266,3.565689021972659,32.25,3
8,64,25,6A-21A,24,1.0,7.0,86.07835,87.0915756225586,89.93321990966797,2.852144241333008,16.0,6.0,7.8944287,86.07835,1,2.852144241333008,89.9437198638916,3.865369863891601,16.0,3
9,71,55,5B-18A,27,1.0,8.0,97.85534,98.88090515136719,101.18326568603516,2.3014442920684814,27.0,31.0,9.092488,97.85534,1,2.3014442920684814,101.18234944343567,3.3270094434356707,39.05,3
10,36,30,3C-20A-22A,11,1.0,9.0,110.306435,111.32969665527344,114.59835815429688,3.278003692626953,14.0,73.0,7.241674,110.306435,1,3.278003692626953,114.60770034790039,4.301265347900397,10.8,3
11,71,75,8B,28,1.0,10.0,121.86675,122.8893051147461,125.44974517822266,2.560359239578247,53.0,71.0,8.690226,121.86675,1,2.560359239578247,125.44966435432434,3.5829143543243447,53.25,3
12,11,45,14B-21C-25C,6,1.0,11.0,134.16641,135.1797637939453,138.08319091796875,2.914246082305908,5.0,58.0,8.271732,134.16641,1,2.914246082305908,138.09400987625122,3.9275998762512074,4.95,3
13,71,45,2B-16A,26,1.0,12.0,146.38841,147.4128875732422,149.8831024169922,2.4810214042663574,27.0,57.0,8.712354,146.38841,1,2.4810214042663574,149.89390897750854,3.5054989775085517,31.95,3
14,0,0,0.0,0,1.0,13.0,158.61647,,164.62770080566406,,,,5.6180553,158.61647,1,5.0,,6.0,0.0,3
15,64,50,1B-3B-4A,25,1.0,14.0,170.2675,171.2872772216797,174.39964294433594,3.1131367683410645,29.0,53.0,8.010718,170.2675,1,3.1131367683410645,174.40041399002075,4.1329139900207394,32.0,3
16,36,70,3A-5C-10B,13,1.0,15.0,182.4366,183.46051025390625,187.43316650390625,3.983365774154663,16.0,69.0,7.0072145,182.4366,1,3.983365774154663,187.4438760280609,5.0072760280609145,25.2,3
17,16,20,14C-17A-20C-27A,8,1.0,16.0,194.47495,195.48683166503906,197.5164031982422,2.041032552719116,3.0,10.0,9.252018,194.47495,1,2.041032552719116,197.52786421775818,3.052914217758172,3.2,3
18,4,75,12B-20B-23B-27C-29C,3,1.0,17.0,206.80504,207.8271026611328,210.99974060058594,3.1716670989990234,2.0,73.0,7.382564,206.80504,1,3.1716670989990234,210.99876976013184,4.193729760131845,3.0,3
19,11,25,12A-27B-28B-30B,5,1.0,18.0,218.40904,219.43296813964844,222.7329559326172,3.299177885055542,2.0,62.0,7.299926,218.40904,1,3.299177885055542,222.73214602470398,4.323106024703975,2.75,3
20,39,65,1A-15A-26C,16,1.0,19.0,230.07043,231.09481811523438,233.09982299804688,2.015542984008789,23.0,44.0,8.843023,230.07043,1,2.015542984008789,233.11036109924316,3.0399310992431765,25.35,3
21,61,55,7B-26B,23,1.0,20.0,241.96939,242.9926300048828,246.46636962890625,3.484489917755127,27.0,6.0,7.3410463,241.96939,1,3.484489917755127,246.47711992263794,4.507729922637935,33.55,3
22,18,25,14A-23A,9,1.0,21.0,253.83142,254.85482788085938,256.6661376953125,1.806336760520935,6.0,6.0,8.989896,253.83142,1,1.806336760520935,256.6611646413803,2.8297446413803016,4.5,3
23,43,60,2A-7A-9A-15B,17,1.0,22.0,265.6861,266.7089538574219,269.5163879394531,2.8178021907806396,29.0,55.0,8.257903,265.6861,1,2.8178021907806396,269.5267560482025,3.8406560482025043,25.8,3
24,11,75,6B-18B-22C-24C-29A,7,1.0,23.0,277.80743,278.82122802734375,280.8163146972656,2.005526304244995,7.0,22.0,9.419515,277.80743,1,2.005526304244995,280.82675433158875,3.0193243315887344,8.25,3
25,58,45,11C-18C-25A,21,1.0,24.0,290.27167,291.2964782714844,294.6828918457031,3.3856143951416016,27.0,49.0,7.9660606,290.27167,1,3.3856143951416016,294.682092666626,4.410422666626005,26.1,3
26,36,60,1C-7C-15C,12,1.0,25.0,302.6883,303.7123718261719,306.5664367675781,2.864638328552246,20.0,3.0,8.557142,302.6883,1,2.864638328552246,306.5770101547241,3.8887101547240945,21.6,3
27,58,30,13C-30A,19,1.0,26.0,315.152,316.1756591796875,319.44952392578125,3.273902177810669,13.0,33.0,8.2234535,315.152,1,3.273902177810669,319.44956135749817,4.297561357498182,17.4,3
28,0,0,0.0,0,1.0,27.0,327.6939,,333.70855712890625,,,,6.367279,327.6939,1,5.0,,6.0,0.0,3
29,36,75,4B-5A-13B-16B,14,1.0,28.0,340.1006,341.11285400390625,344.2498779296875,3.149182081222534,23.0,42.0,7.670764,340.1006,1,3.149182081222534,344.2620360851288,4.161436085128798,27.0,3
30,11,20,12C-17C-23C-28C,4,1.0,29.0,351.95496,352.9759521484375,356.33282470703125,3.3563103675842285,2.0,73.0,7.2154517,351.95496,1,3.3563103675842285,356.33226251602173,4.3773025160217,2.2,3
31,79,40,9B,30,1.0,30.0,363.57407,364.5967102050781,366.7500305175781,2.1519203186035156,20.0,25.0,8.89412,363.57407,1,2.1519203186035156,366.74863052368164,3.1745605236816345,31.6,3
32,58,40,10C-13A-19C-21B,20,1.0,31.0,375.66925,376.6817626953125,379.2330322265625,2.546792984008789,14.0,16.0,8.125185,375.66925,1,2.546792984008789,379.2285556793213,3.5593056793213123,23.2,3
33,0,0,0.0,0,1.0,32.0,387.37946,,393.38397216796875,,,,6.19731,387.37946,1,5.0,,6.0,0.0,3
34,79,65,8A,31,1.0,33.0,399.59393,400.6198425292969,402.5828857421875,1.9640357494354248,52.0,75.0,8.822238,399.59393,1,1.9640357494354248,402.5838782787323,2.9899482787322995,51.35,3
1,36,75,4B-5A-13B-16B,14,1.0,0.0,2.0200746,3.060317277908325,7.2346415519714355,4.188767433166504,28.0,56.0,6.3918934,2.0200746,1,4.188767433166504,7.249084711074829,5.229010111074829,27.0,1
2,71,45,2B-16A,26,1.0,1.0,13.662572,14.673797607421875,17.301729202270508,2.6387317180633545,25.0,47.0,8.406908,13.662572,1,2.6387317180633545,17.31252932548523,3.6499573254852287,31.95,1
3,4,25,6C-29B-30C,1,1.0,2.0,25.733976,26.745779037475586,29.751659393310547,3.016584873199463,1.0,16.0,8.241328,25.733976,1,3.016584873199463,29.76236391067505,4.02838791067505,1.0,1
4,39,65,1A-15A-26C,16,1.0,3.0,38.031826,39.05206298828125,42.7183837890625,3.6769044399261475,26.0,2.0,7.1073895,38.031826,1,3.6769044399261475,42.7289674282074,4.697141428207395,25.35,1
5,61,55,7B-26B,23,1.0,4.0,49.85035,50.87531661987305,53.60188674926758,2.737680435180664,27.0,62.0,8.086348,49.85035,1,2.737680435180664,53.61299705505371,3.762647055053712,33.55,1
6,11,20,12C-17C-23C-28C,4,1.0,5.0,61.72749,62.74714660644531,64.85147857666016,2.1039867401123047,1.0,28.0,8.416259,61.72749,1,2.1039867401123047,64.85113334655762,3.123643346557614,2.2,1
7,18,50,2C-16C-22B-28A,10,1.0,6.0,73.30691,74.33219909667969,76.50165557861328,2.1802353858947754,8.0,17.0,8.342982,73.30691,1,2.1802353858947754,76.51243448257446,3.205524482574461,9.0,1
8,0,0,0.0,0,1.0,7.0,84.866135,,90.88118743896484,,,,6.2822857,84.866135,1,5.0,,6.0,0.0,1
9,36,70,3A-5C-10B,13,1.0,8.0,97.17722,98.20283508300781,100.8348388671875,2.644105911254883,22.0,34.0,8.570098,97.17722,1,2.644105911254883,100.8469409942627,3.66972099426269,25.2,1
10,0,0,0.0,0,1.0,9.0,109.43032,,115.44153594970703,,,,5.5623956,109.43032,1,5.0,,6.0,0.0,1
11,64,50,1B-3B-4A,25,1.0,10.0,121.02532,122.04105377197266,125.11821746826172,3.089740514755249,26.0,5.0,8.303037,121.02532,1,3.089740514755249,125.1307942867279,4.105474286727912,32.0,1
12,18,25,14A-23A,9,1.0,11.0,133.45958,134.48443603515625,137.80140686035156,3.327899694442749,7.0,42.0,8.055721,133.45958,1,3.327899694442749,137.812335729599,4.352755729599011,4.5,1
13,39,60,9C-25B,15,1.0,12.0,145.89359,146.9190673828125,150.268310546875,3.3600518703460693,27.0,4.0,7.5704336,145.89359,1,3.3600518703460693,150.27911925315857,4.38552925315858,23.4,1
14,0,0,0.0,0,1.0,13.0,157.86429,,163.86495971679688,,,,6.26535,157.86429,1,5.0,,6.0,0.0,1
15,43,60,2A-7A-9A-15B,17,1.0,14.0,170.14867,171.17283630371094,173.61837768554688,2.4571592807769775,29.0,31.0,8.965139,170.14867,1,2.4571592807769775,173.62999558448792,3.481325584487905,25.8,1
16,61,45,10A-11A,22,1.0,15.0,182.6139,183.62612915039062,186.8848419189453,3.269624710083008,22.0,59.0,7.325426,182.6139,1,3.269624710083008,186.89575386047363,4.281853860473632,27.45,1
17,58,40,10C-13A-19C-21B,20,1.0,16.0,194.24782,195.27308654785156,198.13497924804688,2.874260663986206,19.0,40.0,8.489821,194.24782,1,2.874260663986206,198.14734721183777,3.8995272118377784,23.2,1
18,36,60,1C-7C-15C,12,1.0,17.0,206.65157,207.67523193359375,210.5015106201172,2.837307929992676,25.0,12.0,8.05225,206.65157,1,2.837307929992676,210.51253986358643,3.8609698635864333,21.6,1
19,71,75,8B,28,1.0,18.0,218.59137,219.6149444580078,221.90159606933594,2.285839319229126,40.0,37.0,8.728852,218.59137,1,2.285839319229126,221.90078377723694,3.3094137772369265,53.25,1
20,11,25,12A-27B-28B-30B,5,1.0,19.0,230.66275,231.68768310546875,234.61822509765625,2.930041790008545,0.0,41.0,8.414565,230.66275,1,2.930041790008545,234.6177248954773,3.9549748954773065,2.75,1
21,58,45,11C-18C-25A,21,1.0,20.0,243.06775,244.09194946289062,246.8012237548828,2.7091064453125,21.0,14.0,7.986906,243.06775,1,2.7091064453125,246.80105590820312,3.7333059082031355,26.1,1
22,43,75,11B-19B-24A-26A,18,1.0,21.0,254.8125,255.83462524414062,257.5514831542969,1.7283624410629272,29.0,29.0,8.933805,254.8125,1,1.7283624410629272,257.56298768520355,2.7504876852035522,32.25,1
23,4,50,4C-17B,2,1.0,22.0,266.5147,267.5397644042969,270.48492431640625,2.9562220573425293,0.0,34.0,7.8529296,266.5147,1,2.9562220573425293,270.4959864616394,3.9812864616393995,2.0,1
24,16,20,14C-17A-20C-27A,8,1.0,23.0,278.37653,279.39990234375,282.7352294921875,3.3461477756500244,5.0,53.0,7.3736577,278.37653,1,3.3461477756500244,282.7460501194,4.369520119400022,3.2,1
25,11,75,6B-18B-22C-24C-29A,7,1.0,24.0,290.13702,291.1597595214844,294.934814453125,3.774487018585205,4.0,67.0,7.6299767,290.13702,1,3.774487018585205,294.9342465400696,4.797226540069573,8.25,1
26,64,25,6A-21A,24,1.0,25.0,302.5894,303.6120910644531,307.41845703125,3.816967725753784,8.0,32.0,6.925611,302.5894,1,3.816967725753784,307.4290587902069,4.839658790206897,16.0,1
27,76,65,8C-19A-24B,29,1.0,26.0,314.3785,315.3995361328125,318.8349304199219,3.4342734813690186,33.0,11.0,8.010938,314.3785,1,3.4342734813690186,318.8338096141815,4.4553096141815445,49.4,1
28,79,40,9B,30,1.0,27.0,326.8778,327.8993835449219,330.9515380859375,3.063059091567993,26.0,43.0,8.40611,326.8778,1,3.063059091567993,330.96244263648987,4.084642636489889,31.6,1
29,71,55,5B-18A,27,1.0,28.0,339.38617,340.3998718261719,343.0848083496094,2.684316635131836,39.0,50.0,8.717059,339.38617,1,2.684316635131836,343.0841884613037,3.698018461303718,39.05,1
30,11,45,14B-21C-25C,6,1.0,29.0,351.83704,352.86163330078125,355.2513732910156,2.389298677444458,2.0,5.0,8.219427,351.83704,1,2.389298677444458,355.2509319782257,3.4138919782257062,4.95,1
31,36,30,3C-20A-22A,11,1.0,30.0,363.50406,364.5157470703125,367.6181335449219,3.113226890563965,8.0,27.0,7.528478,363.50406,1,3.113226890563965,367.62897396087646,4.1249139608764835,10.8,1
32,4,75,12B-20B-23B-27C-29C,3,1.0,31.0,375.17926,376.1895751953125,379.0515441894531,2.872868537902832,2.0,6.0,8.060267,375.17926,1,2.872868537902832,379.06244373321533,3.8831837332153327,3.0,1
33,58,30,13C-30A,19,1.0,32.0,387.1487,388.1606140136719,392.0513916015625,3.885654926300049,20.0,68.0,7.0056314,387.1487,1,3.885654926300049,392.0462689399719,4.8975689399719045,17.4,1
34,79,65,8A,31,1.0,33.0,399.08682,400.0986328125,403.48492431640625,3.3970937728881836,30.0,46.0,7.5316133,399.08682,1,3.3970937728881836,403.4957265853882,4.408906585388195,51.35,1
1,39,60,9C-25B,15,1.0,0.0,2.0167575,3.0537712574005127,6.206795692443848,3.1655521392822266,22.0,77.0,7.7942095,2.0167575,1,3.1655521392822266,6.219323396682739,4.202565896682739,23.4,4
2,58,45,11C-18C-25A,21,1.0,1.0,14.026454,15.040708541870117,18.656875610351562,3.6117074489593506,21.0,80.0,7.562203,14.026454,1,3.6117074489593506,18.652415990829468,4.6259619908294685,26.1,4
3,0,0,0.0,0,1.0,2.0,26.242655,,32.25581359863281,,,,6.3924193,26.242655,1,5.0,,6.0,0.0,4
4,58,30,13C-30A,19,1.0,3.0,38.668026,39.68235397338867,42.29030990600586,2.6205875873565674,11.0,5.0,8.490918,38.668026,1,2.6205875873565674,42.30294156074524,3.6349155607452417,17.4,4
5,16,20,14C-17A-20C-27A,8,1.0,4.0,50.806805,51.82025146484375,54.556705474853516,2.747204065322876,4.0,26.0,7.881604,50.806805,1,2.747204065322876,54.567455530166626,3.760650530166629,3.2,4
6,0,0,0.0,0,1.0,5.0,62.470222,,68.47526550292969,,,,5.888386,62.470222,1,5.0,,6.0,0.0,4
