,WTP_target,WTP_competitor,WTP_decoy
1,22.07692307692308,28.680473372781066,19.94674556213018
2,24.33136094674556,30.98224852071006,7.798816568047338
3,22.42603550295858,28.680473372781066,10.562130177514794
4,28.680473372781066,21.96449704142012,1.7455621301775148
5,21.96449704142012,35.43195266272189,22.42603550295858
6,16.431952662721894,7.295857988165681,1.2485207100591715
7,24.33136094674556,30.562130177514792,19.94674556213018
8,41.289940828402365,45.917159763313606,41.22485207100592
9,24.33136094674556,30.485207100591715,22.15384615384616
10,26.532544378698223,22.42603550295858,22.644970414201183
11,26.532544378698223,28.05917159763313,24.828402366863905
12,3.3550295857988166,2.792899408284024,2.769230769230769
13,22.644970414201183,21.96449704142012,16.37869822485207
14,5.408284023668639,4.881656804733728,4.319526627218935
15,22.07692307692308,24.33136094674556,19.94674556213018
16,30.98224852071006,21.96449704142012,7.798816568047338
17,4.319526627218935,1.7455621301775148,2.769230769230769
18,35.43195266272189,7.295857988165681,24.828402366863905
19,41.22485207100592,28.05917159763313,22.644970414201183
20,10.562130177514794,2.792899408284024,4.319526627218935
21,16.431952662721894,22.644970414201183,4.881656804733728
22,7.798816568047338,10.562130177514794,7.295857988165681
23,5.408284023668639,2.792899408284024,2.769230769230769
24,28.05917159763313,41.22485207100592,7.295857988165681
25,24.828402366863905,22.15384615384616,4.881656804733728
26,28.05917159763313,30.562130177514792,22.07692307692308
27,4.319526627218935,3.3550295857988166,2.792899408284024
