TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,choice,rt,time,random_jitter,end_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
9,36,70,3A-5C-10B,13,1.0,8.0,98.57258,99.594185,23.0,3.0346382,102.62951,-0.19542275,102.62950897216797,98.57258,1,3.0346381664276123,102.62882,4.056242326660154,25.2,1
10,58,30,13C-30A,19,1.0,9.0,110.4356,111.46185,25.0,3.4456663,114.89656,0.22741918,114.89656066894531,110.4356,1,3.4456663131713867,114.90752,4.471916479492194,17.4,1
11,79,65,8A,31,1.0,10.0,122.70936,123.73588,60.0,,,0.09149582,,122.70936,1,5.0,,6.0,51.35,1
12,0,0,0.0,0,1.0,11.0,134.84155,,,,--,-0.28716063,,134.84155,1,5.0,,6.0,0.0,1
13,39,60,9C-25B,15,1.0,12.0,146.57018,147.59586,37.0,3.0681748,150.66291700000875,-0.471486,150.6629180908203,146.57018,1,3.0681748390197754,150.66403,4.0938519824218815,23.4,1
14,11,75,6B-18B-22C-24C-29A,7,1.0,13.0,158.14883,159.17314,9.0,3.3890345,162.5629639000108,-0.015739717,162.56295776367188,158.14883,1,3.3890345096588135,162.56218,4.413349565429684,8.25,1
15,4,25,6C-29B-30C,1,1.0,14.0,170.1975,171.20905,2.0,3.2036264,174.4130262000108,-0.31782854,174.41302490234375,170.1975,1,3.2036263942718506,174.41267,4.215173950195322,1.0,1
16,0,0,0.0,0,1.0,15.0,181.9256,,,,--,-0.4426579,,181.9256,1,5.0,,6.0,0.0,1
17,16,20,14C-17A-20C-27A,8,1.0,16.0,193.50766,194.53387,5.0,3.5246148,198.0465469000046,0.14577469,198.04653930664062,193.50766,1,3.5246148109436035,198.05849,4.550826938476575,3.2,1
18,61,55,7B-26B,23,1.0,17.0,205.70071,206.72455,33.0,3.882896,210.59649890000583,-0.46766314,210.59649658203125,205.70071,1,3.8828959465026855,210.60744,4.906727133789076,33.55,1
19,71,45,2B-16A,26,1.0,18.0,217.27386,218.29893,51.0,4.1752725,222.4631640000007,0.012186848,222.46316528320312,217.27386,1,4.175272464752197,222.47421,5.200352646484362,31.95,1
20,64,50,1B-3B-4A,25,1.0,19.0,229.33182,230.35771,35.0,3.3513577,233.71297870000126,0.07507014,233.71298217773438,229.33182,1,3.3513576984405518,233.70908,4.377255927734382,32.0,1
21,76,65,8C-19A-24B,29,1.0,20.0,241.47537,242.50064,73.0,4.9400816,247.42996960000892,0.41571465,247.42996215820312,241.47537,1,4.940081596374512,247.44072,5.965349604492189,49.4,1
22,4,75,12B-20B-23B-27C-29C,3,1.0,21.0,253.94083,254.9639,3.0,2.0935614,257.04643360000046,-0.16893996,257.04644775390625,253.94083,1,2.0935614109039307,257.05746,3.1166345996093696,3.0,1
23,18,25,14A-23A,9,1.0,22.0,265.82257,266.83505,5.0,3.772736,270.5966225000011,-0.3101665,270.59661865234375,265.82257,1,3.772736072540283,270.6078,4.785218085937515,4.5,1
24,64,25,6A-21A,24,1.0,23.0,277.53674,278.55054,22.0,3.9900029,282.52989119999984,0.14692594,282.5298767089844,277.53674,1,3.9900028705596924,282.54053,5.003787343749991,16.0,1
25,39,65,1A-15A-26C,16,1.0,24.0,289.72137,290.74594,30.0,3.644861,294.3799355000083,0.04856247,294.37994384765625,289.72137,1,3.6448609828948975,294.3908,4.669438105468771,25.35,1
26,43,75,11B-19B-24A-26A,18,1.0,25.0,301.8144,302.8379,31.0,3.9418645,306.779813000001,0.2582431,306.7798156738281,301.8144,1,3.941864490509033,306.77975,4.965354638671897,32.25,1
27,18,50,2C-16C-22B-28A,10,1.0,26.0,314.12958,315.15512,9.0,3.3361926,318.48010720001184,0.13152342,318.4801025390625,314.12958,1,3.3361926078796387,318.4913,4.361722490234399,9.0,1
28,71,75,8B,28,1.0,27.0,326.3128,327.33786,65.0,4.3248773,331.6634905000101,-0.10587224,331.6634826660156,326.3128,1,4.3248772621154785,331.66275,5.3499502441406435,53.25,1
29,58,45,11C-18C-25A,21,1.0,28.0,338.25742,339.26855,40.0,4.193981,343.46331830001145,-0.3715735,343.46331787109375,338.25742,1,4.193981170654297,343.46252,5.205104414062475,26.1,1
30,36,75,4B-5A-13B-16B,14,1.0,29.0,349.9283,350.95367,20.0,3.054225,353.99670630000765,-0.31480923,353.9967041015625,349.9283,1,3.054224967956543,354.0079,4.079604052734396,27.0,1
31,11,25,12A-27B-28B-30B,5,1.0,30.0,361.65146,362.66333,5.0,2.8942847,365.5466623000102,0.060087644,365.5466613769531,361.65146,1,2.894284725189209,365.55762,3.906157187500014,2.75,1
32,79,40,9B,30,1.0,31.0,373.74756,374.7584,41.0,4.3206773,379.08004990000336,0.29685757,379.0800476074219,373.74756,1,4.320677280426025,379.07907,5.331511044921854,31.6,1
33,36,60,1C-7C-15C,12,1.0,32.0,386.09424,387.11786,24.0,3.8899138,390.99676950000867,-0.26339996,390.99676513671875,386.09424,1,3.88991379737854,391.00778,4.913541982421862,21.6,1
34,43,60,2A-7A-9A-15B,17,1.0,33.0,397.871,398.8834,35.0,4.791065,403.6633834000095,0.27621862,403.66339111328125,397.871,1,4.791065216064453,403.67447,5.803468994140644,25.8,1
