TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,39,60,9C-25B,15,1.0,0.0,2.0159664,3.0487232208251953,5.964066982269287,2.927323341369629,29.0,49.0,7.9309697,2.0159664,1,2.927323341369629,5.976046562194824,3.9600801621948243,23.4,4
2,16,20,14C-17A-20C-27A,8,1.0,1.0,13.928502,14.93988037109375,18.03083038330078,3.101797580718994,9.0,77.0,7.9993424,13.928502,1,3.101797580718994,18.041677951812744,4.113175951812744,3.2,4
3,0,0,0.0,0,1.0,2.0,26.053556,,32.062950134277344,,,,5.9522247,26.053556,1,5.0,,6.0,0.0,4
4,43,75,11B-19B-24A-26A,18,1.0,3.0,38.04068,39.06612014770508,41.447723388671875,2.3944060802459717,25.0,34.0,8.404644,38.04068,1,2.3944060802459717,41.46052622795105,3.419846227951048,32.25,4
5,39,65,1A-15A-26C,16,1.0,4.0,49.883812,50.907222747802734,53.21403121948242,2.317808151245117,21.0,8.0,9.039871,49.883812,1,2.317808151245117,53.22503089904785,3.3412188990478526,25.35,4
6,18,50,2C-16C-22B-28A,10,1.0,5.0,62.279613,63.30554962158203,65.49738311767578,2.203115463256836,10.0,18.0,8.934186,62.279613,1,2.203115463256836,65.50866508483887,3.2290520848388695,9.0,4
7,0,0,0.0,0,1.0,6.0,74.45212,,80.45206451416016,,,,5.856183,74.45212,1,5.0,,6.0,0.0,4
8,4,25,6C-29B-30C,1,1.0,7.0,86.33356,87.35872650146484,90.664306640625,3.317997455596924,3.0,17.0,8.072856,86.33356,1,3.317997455596924,90.67672395706177,4.343163957061762,1.0,4
9,43,60,2A-7A-9A-15B,17,1.0,8.0,98.76318,99.77434539794922,101.93120574951172,2.167661190032959,21.0,45.0,9.138074,98.76318,1,2.167661190032959,101.94200658798218,3.178826587982172,25.8,4
10,71,75,8B,28,1.0,9.0,111.09707,112.1120834350586,114.88068389892578,2.7795095443725586,25.0,19.0,8.535446,111.09707,1,2.7795095443725586,114.89159297943115,3.79452297943115,53.25,4
