TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,39,65,1A-15A-26C,16,1.0,0.0,2.0156932,3.0396134853363037,6.636046886444092,3.620253801345825,14.0,53.0,7.5474186,2.0156932,1,3.620253801345825,6.659867286682129,4.6441740866821295,25.35,3
2,36,70,3A-5C-10B,13,1.0,1.0,14.21918,15.243834495544434,17.68488121032715,2.45206356048584,21.0,73.0,8.642035,14.21918,1,2.45206356048584,17.695898056030273,3.4767180560302737,25.2,3
3,0,0,0.0,0,1.0,2.0,26.358479,,32.36197280883789,,,,5.635919,26.358479,1,5.0,,6.0,0.0,3
4,43,60,2A-7A-9A-15B,17,1.0,3.0,38.01024,39.03356170654297,41.101802825927734,2.0807411670684814,22.0,19.0,9.355312,38.01024,1,2.0807411670684814,41.11430287361145,3.104062873611447,25.8,3
5,0,0,0.0,0,1.0,4.0,50.47923,,56.48601531982422,,,,6.1588135,50.47923,1,5.0,,6.0,0.0,3
6,64,25,6A-21A,24,1.0,5.0,62.669804,63.697532653808594,68.15156555175781,4.4550700187683105,13.0,45.0,6.3272963,62.669804,1,4.4550700187683105,68.1526026725769,5.482798672576905,16.0,3
7,43,75,11B-19B-24A-26A,18,1.0,6.0,74.510635,75.53463745117188,78.90158081054688,3.366497755050659,23.0,57.0,7.3468366,74.510635,1,3.366497755050659,78.90113520622253,4.390500206222541,32.25,3
8,11,45,14B-21C-25C,6,1.0,7.0,86.27678,87.30250549316406,89.0017318725586,1.7100279331207275,5.0,31.0,8.861905,86.27678,1,1.7100279331207275,89.01253342628479,2.735753426284788,4.95,3
9,61,45,10A-11A,22,1.0,8.0,97.899506,98.91122436523438,101.81838989257812,2.917933702468872,24.0,59.0,8.478655,97.899506,1,2.917933702468872,101.82915806770325,3.9296520677032447,27.45,3
10,76,65,8C-19A-24B,29,1.0,9.0,110.33428,111.3595962524414,114.4181900024414,3.058279275894165,36.0,17.0,8.270224,110.33428,1,3.058279275894165,114.41787552833557,4.0835955283355645,49.4,3
11,39,60,9C-25B,15,1.0,10.0,122.72163,123.73338317871094,126.83472442626953,3.1008548736572266,20.0,26.0,7.422134,122.72163,1,3.1008548736572266,126.83423805236816,4.112608052368159,23.4,3
12,16,20,14C-17A-20C-27A,8,1.0,11.0,134.28639,135.311767578125,138.7184295654297,3.417759656906128,6.0,72.0,7.8421173,134.28639,1,3.417759656906128,138.72952723503113,4.4431372350311165,3.2,3
13,36,75,4B-5A-13B-16B,14,1.0,12.0,146.59895,147.62440490722656,150.3352508544922,2.7217085361480713,19.0,20.0,8.3649,146.59895,1,2.7217085361480713,150.34611344337463,3.7471634433746317,27.0,3
14,36,30,3C-20A-22A,11,1.0,13.0,158.72957,159.74403381347656,162.4684600830078,2.735844850540161,10.0,72.0,8.022319,158.72957,1,2.735844850540161,162.47987866401672,3.7503086640167282,10.8,3
15,4,75,12B-20B-23B-27C-29C,3,1.0,14.0,170.51428,171.53952026367188,173.8684844970703,2.340337038040161,3.0,35.0,8.443132,170.51428,1,2.340337038040161,173.87985730171204,3.3655773017120225,3.0,3
16,11,25,12A-27B-28B-30B,5,1.0,15.0,182.33655,183.36251831054688,186.80140686035156,3.438502311706543,2.0,50.0,7.8144884,182.33655,1,3.438502311706543,186.80102062225342,4.46447062225343,2.75,3
17,11,75,6B-18B-22C-24C-29A,7,1.0,16.0,194.64122,195.66265869140625,199.7684326171875,4.116425514221191,7.0,0.0,6.925981,194.64122,1,4.116425514221191,199.77908420562744,5.137864205627437,8.25,3
18,4,25,6C-29B-30C,1,1.0,17.0,206.71803,207.7365264892578,209.7183837890625,1.992871642112732,1.0,10.0,9.144767,206.71803,1,1.992871642112732,209.72939813137054,3.0113681313705456,1.0,3
19,0,0,0.0,0,1.0,18.0,218.89455,,224.89566040039062,,,,5.923866,218.89455,1,5.0,,6.0,0.0,3
20,36,60,1C-7C-15C,12,1.0,19.0,230.8441,231.8601837158203,235.15179443359375,3.3042399883270264,19.0,19.0,7.6714616,230.8441,1,3.3042399883270264,235.16442370414734,4.3203237041473415,21.6,3
21,71,75,8B,28,1.0,20.0,242.86076,243.88668823242188,247.35130310058594,3.4644196033477783,40.0,38.0,7.628142,242.86076,1,3.4644196033477783,247.35110783576965,4.490347835769654,53.25,3
22,79,65,8A,31,1.0,21.0,255.01729,256.0430908203125,259.2850646972656,3.252793788909912,40.0,3.0,7.773196,255.01729,1,3.252793788909912,259.2958846092224,4.278594609222409,51.35,3
23,71,45,2B-16A,26,1.0,22.0,267.08417,268.1054992675781,271.1515197753906,3.0419013500213623,31.0,68.0,8.120844,267.08417,1,3.0419013500213623,271.1474006175995,4.063230617599515,31.95,3
24,11,20,12C-17C-23C-28C,4,1.0,23.0,279.29703,280.3194580078125,282.4351806640625,2.1266860961914062,2.0,26.0,9.086522,279.29703,1,2.1266860961914062,282.4461441040039,3.1491141040038997,2.2,3
25,61,55,7B-26B,23,1.0,24.0,291.5584,292.5835266113281,295.55169677734375,2.979217290878296,29.0,38.0,7.8698606,291.5584,1,2.979217290878296,295.5627439022064,4.004343902206415,33.55,3
26,18,25,14A-23A,9,1.0,25.0,303.45834,304.4712219238281,307.30157470703125,2.841303825378418,8.0,49.0,8.310112,303.45834,1,2.841303825378418,307.31252574920654,3.854185749206522,4.5,3
27,71,55,5B-18A,27,1.0,26.0,315.64307,316.6651306152344,318.8682861328125,2.202200174331665,30.0,28.0,9.255806,315.64307,1,2.202200174331665,318.86733078956604,3.224260789566017,39.05,3
28,4,50,4C-17B,2,1.0,27.0,328.16028,329.18621826171875,333.2513732910156,4.06479024887085,1.0,71.0,7.238686,328.16028,1,4.06479024887085,333.2510085105896,5.090728510589599,2.0,3
29,79,40,9B,30,1.0,28.0,340.51544,341.5262756347656,344.4013671875,2.874858856201172,29.0,64.0,8.235647,340.51544,1,2.874858856201172,344.4011344909668,3.8856944909667845,31.6,3
