TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,43,75,11B-19B-24A-26A,18,1.0,0.0,2.0093336,3.0435659885406494,6.834479808807373,3.8154335021972656,11.0,64.0,7.443592,2.0093336,1,3.8154335021972656,6.858999490737915,4.849665890737915,32.25,3
2,79,40,9B,30,1.0,1.0,14.305202,15.326680183410645,18.551233291625977,3.2357141971588135,9.0,32.0,7.5184116,14.305202,1,3.2357141971588135,18.562394380569458,4.2571923805694585,31.6,3
3,39,65,1A-15A-26C,16,1.0,2.0,26.106274,27.126583099365234,28.534513473510742,1.4189196825027466,15.0,15.0,9.647912,26.106274,1,1.4189196825027466,28.54550278186798,2.439228781867982,25.35,3
4,71,55,5B-18A,27,1.0,3.0,38.218803,39.23926544189453,41.83462905883789,2.606337547302246,16.0,13.0,8.50768,38.218803,1,2.606337547302246,41.84560298919678,3.626799989196776,39.05,3
5,39,60,9C-25B,15,1.0,4.0,50.368744,51.38608169555664,55.384681701660156,4.0098490715026855,12.0,68.0,7.1799507,50.368744,1,4.0098490715026855,55.395930767059326,5.027186767059327,23.4,3
6,36,60,1C-7C-15C,12,1.0,5.0,62.59572,63.61714172363281,67.13452911376953,3.5281450748443604,10.0,51.0,7.294139,62.59572,1,3.5281450748443604,67.14528679847717,4.549566798477173,21.6,3
7,64,25,6A-21A,24,1.0,6.0,74.46428,75.48458099365234,77.46809387207031,1.9943013191223145,3.0,34.0,8.779942,74.46428,1,1.9943013191223145,77.47888231277466,3.014602312774656,16.0,3
8,0,0,0.0,0,1.0,7.0,86.27422,,92.27571868896484,,,,5.6263576,86.27422,1,5.0,,6.0,0.0,3
9,36,75,4B-5A-13B-16B,14,1.0,8.0,97.927284,98.951171875,102.33456420898438,3.3957278728485107,11.0,17.0,7.796684,97.927284,1,3.3957278728485107,102.34689974784851,4.4196157478485105,27.0,3
10,18,25,14A-23A,9,1.0,9.0,110.161156,111.18152618408203,113.70113372802734,2.514676094055176,4.0,77.0,8.350949,110.161156,1,2.514676094055176,113.6962022781372,3.5350462781372016,4.5,3
11,64,50,1B-3B-4A,25,1.0,10.0,122.082504,123.10466003417969,128.1009979248047,,20.0,79.0,6.0554805,122.082504,1,5.0,,6.0,32.0,3
12,11,25,12A-27B-28B-30B,5,1.0,11.0,134.19539,135.21377563476562,136.50155639648438,1.2983633279800415,0.0,15.0,9.202029,134.19539,1,1.2983633279800415,136.51213896274567,2.316748962745663,2.75,3
13,58,30,13C-30A,19,1.0,12.0,145.73613,146.75787353515625,148.4346160888672,1.6762876510620117,8.0,17.0,9.468287,145.73613,1,1.6762876510620117,148.43416118621826,2.698031186218259,17.4,3
14,36,30,3C-20A-22A,11,1.0,13.0,157.92615,158.94773864746094,160.95184326171875,2.015103816986084,6.0,19.0,9.398729,157.92615,1,2.015103816986084,160.96284246444702,3.0366924644470146,10.8,3
15,61,45,10A-11A,22,1.0,14.0,170.38188,171.40171813964844,175.5343780517578,4.132854461669922,9.0,47.0,6.4827504,170.38188,1,4.132854461669922,175.53457260131836,5.152692601318364,27.45,3
16,0,0,0.0,0,1.0,15.0,182.04507,,188.0565643310547,,,,5.7695756,182.04507,1,5.0,,6.0,0.0,3
17,76,65,8C-19A-24B,29,1.0,16.0,193.84332,194.86265563964844,198.9846649169922,4.134212970733643,30.0,0.0,7.2246017,193.84332,1,4.134212970733643,198.99686861038208,5.1535486103820745,49.4,3
18,4,75,12B-20B-23B-27C-29C,3,1.0,17.0,206.23976,207.2601776123047,210.80133056640625,3.552074670791626,1.0,66.0,7.736031,206.23976,1,3.552074670791626,210.8122522830963,4.572492283096324,3.0,3
