TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,79,65,8A,31,1.0,0.0,2.0208604,3.053567886352539,5.723266124725342,2.693108081817627,47.0,34.0,8.297962,2.0208604,1,2.693108081817627,5.746675968170166,3.725815568170166,51.35,2
2,4,75,12B-20B-23B-27C-29C,3,1.0,1.0,14.052091,15.069343566894531,17.756549835205078,2.697981595993042,2.0,0.0,8.736881,14.052091,1,2.697981595993042,17.767325162887573,3.7152341628875725,3.0,2
3,76,65,8C-19A-24B,29,1.0,2.0,26.518482,27.540447235107422,29.739742279052734,2.210530996322632,46.0,17.0,8.714048,26.518482,1,2.210530996322632,29.750978231430054,3.232496231430055,49.4,2
4,36,75,4B-5A-13B-16B,14,1.0,3.0,38.482536,39.49973678588867,42.27327346801758,2.784727096557617,25.0,67.0,8.01354,38.482536,1,2.784727096557617,42.28446388244629,3.801927882446286,27.0,2
5,58,30,13C-30A,19,1.0,4.0,50.318787,51.336509704589844,53.95649337768555,2.6193621158599854,46.0,78.0,8.661083,50.318787,1,2.6193621158599854,53.95587182044983,3.6370848204498287,17.4,2
6,58,45,11C-18C-25A,21,1.0,5.0,62.640656,63.6617431640625,66.0064697265625,2.3445494174957275,37.0,23.0,8.300374,62.640656,1,2.3445494174957275,66.00629258155823,3.3656365815582276,26.1,2
7,36,70,3A-5C-10B,13,1.0,6.0,74.34015,75.36351013183594,77.92323303222656,2.5709917545318604,25.0,23.0,8.343481,74.34015,1,2.5709917545318604,77.9345018863678,3.5943518863678037,25.2,2
8,18,25,14A-23A,9,1.0,7.0,86.294975,87.32032775878906,90.67301177978516,3.3641605377197266,16.0,71.0,7.519767,86.294975,1,3.3641605377197266,90.68448829650879,4.389513296508795,4.5,2
9,43,75,11B-19B-24A-26A,18,1.0,8.0,98.22956,99.253173828125,101.92322540283203,2.6809048652648926,31.0,23.0,7.894611,98.22956,1,2.6809048652648926,101.93407869338989,3.704518693389886,32.25,2
10,71,75,8B,28,1.0,9.0,109.84874,110.86957550048828,113.70622253417969,2.8362019062042236,45.0,18.0,8.482343,109.84874,1,2.8362019062042236,113.7057774066925,3.8570374066924984,53.25,2
11,79,40,9B,30,1.0,10.0,122.22698,123.24736022949219,125.58982849121094,2.3534326553344727,42.0,53.0,8.432091,122.22698,1,2.3534326553344727,125.60079288482666,3.3738128848266626,31.6,2
12,4,25,6C-29B-30C,1,1.0,11.0,134.05551,135.0721893310547,137.7231903076172,2.6502552032470703,3.0,10.0,7.9615827,134.05551,1,2.6502552032470703,137.72244453430176,3.6669345343017596,1.0,2
13,64,50,1B-3B-4A,25,1.0,12.0,145.71846,146.74185180664062,149.4733123779297,2.7426629066467285,40.0,63.0,7.854974,145.71846,1,2.7426629066467285,149.48451471328735,3.7660547132873603,32.0,2
14,0,0,0.0,0,1.0,13.0,157.36095,,163.36219787597656,,,,6.4947147,157.36095,1,5.0,,6.0,0.0,2
15,43,60,2A-7A-9A-15B,17,1.0,14.0,169.8778,170.9030303955078,174.58990478515625,3.687917470932007,29.0,1.0,7.084097,169.8778,1,3.687917470932007,174.59094786643982,4.713147866439812,25.8,2
16,36,30,3C-20A-22A,11,1.0,15.0,181.71211,182.7308349609375,184.82333374023438,2.1037755012512207,20.0,14.0,8.946894,181.71211,1,2.1037755012512207,184.83461046218872,3.122500462188725,10.8,2
17,11,25,12A-27B-28B-30B,5,1.0,16.0,193.80557,194.82852172851562,199.17300415039062,4.343908309936523,7.0,64.0,7.120709,193.80557,1,4.343908309936523,199.17243003845215,5.36686003845216,2.75,2
18,61,45,10A-11A,22,1.0,17.0,206.3239,207.34402465820312,209.08995056152344,1.7569169998168945,41.0,34.0,8.796904,206.3239,1,1.7569169998168945,209.10094165802002,2.7770416580200106,27.45,2
19,71,55,5B-18A,27,1.0,18.0,217.92043,218.9408721923828,221.3896942138672,2.4489426612854004,52.0,76.0,8.959659,217.92043,1,2.4489426612854004,221.3898148536682,3.4693848536682026,39.05,2
20,71,45,2B-16A,26,1.0,19.0,230.37729,231.3942108154297,234.23988342285156,2.8564484119415283,48.0,43.0,8.185392,230.37729,1,2.8564484119415283,234.25065922737122,3.873369227371228,31.95,2
21,39,65,1A-15A-26C,16,1.0,20.0,242.45616,243.47625732421875,246.8396759033203,3.3631808757781982,19.0,65.0,7.564817,242.45616,1,3.3631808757781982,246.83943819999695,4.383278199996937,25.35,2
22,58,40,10C-13A-19C-21B,20,1.0,21.0,254.43983,255.45936584472656,258.8564453125,3.396576404571533,34.0,79.0,7.7017846,254.43983,1,3.396576404571533,258.8559422492981,4.416112249298095,23.2,2
23,11,20,12C-17C-23C-28C,4,1.0,22.0,266.584,267.5971984863281,271.5232849121094,3.9370391368865967,6.0,54.0,7.2340784,266.584,1,3.9370391368865967,271.5342376232147,4.9502376232147185,2.2,2
24,16,20,14C-17A-20C-27A,8,1.0,23.0,278.78293,279.80615234375,283.1229248046875,3.316154956817627,11.0,34.0,7.923175,278.78293,1,3.316154956817627,283.1223073005676,4.339377300567605,3.2,2
25,18,50,2C-16C-22B-28A,10,1.0,24.0,291.0757,292.09490966796875,294.85638427734375,2.7605857849121094,9.0,3.0,7.7827716,291.0757,1,2.7605857849121094,294.85549545288086,3.779795452880876,9.0,2
26,36,60,1C-7C-15C,12,1.0,25.0,302.675,303.697021484375,306.65643310546875,2.959174633026123,23.0,60.0,7.8503957,302.675,1,2.959174633026123,306.6561961174011,3.9811961174011117,21.6,2
27,61,55,7B-26B,23,1.0,26.0,314.54236,315.5571594238281,319.1563720703125,3.6100494861602783,36.0,17.0,7.289453,314.54236,1,3.6100494861602783,319.1672089099884,4.62484890998843,33.55,2
28,4,50,4C-17B,2,1.0,27.0,326.47864,327.4954833984375,331.48992919921875,4.005359649658203,4.0,69.0,6.8585806,326.47864,1,4.005359649658203,331.5008430480957,5.022203048095719,2.0,2
29,64,25,6A-21A,24,1.0,28.0,338.376,339.3990173339844,342.37298583984375,2.9736030101776123,33.0,50.0,7.5542526,338.376,1,2.9736030101776123,342.372620344162,3.996620344162011,16.0,2
30,11,45,14B-21C-25C,6,1.0,29.0,349.9571,350.97564697265625,355.723388671875,4.7588677406311035,8.0,75.0,5.817775,349.9571,1,4.7588677406311035,355.73451471328735,5.777414713287328,4.95,2
31,11,75,6B-18B-22C-24C-29A,7,1.0,30.0,361.5751,362.590576171875,365.14129638671875,2.561673402786255,5.0,17.0,8.264409,361.5751,1,2.561673402786255,365.15224957466125,3.5771495746612345,8.25,2
32,0,0,0.0,0,1.0,31.0,373.43274,,379.43634033203125,,,,6.402008,373.43274,1,5.0,,6.0,0.0,2
33,0,0,0.0,0,1.0,32.0,385.8547,,391.8569641113281,,,,5.7211246,385.8547,1,5.0,,6.0,0.0,2
34,39,60,9C-25B,15,1.0,33.0,397.58948,398.6167297363281,401.0566711425781,2.4370765686035156,20.0,26.0,8.653191,397.58948,1,2.4370765686035156,401.05380630493164,3.46432630493166,23.4,2
1,64,50,1B-3B-4A,25,1.0,0.0,2.0153842,3.0534071922302246,6.440915107727051,3.4127357006073,32.0,1.0,7.9137077,2.0153842,1,3.4127357006073,6.466142892837524,4.450758692837525,32.0,1
2,0,0,0.0,0,1.0,1.0,14.386384,,20.401962280273438,,,,5.9415092,14.386384,1,5.0,,6.0,0.0,1
3,58,45,11C-18C-25A,21,1.0,2.0,26.360525,27.38563346862793,30.00758171081543,2.634290933609009,38.0,15.0,8.741584,26.360525,1,2.634290933609009,30.01992440223694,3.6593994022369394,26.1,1
4,11,45,14B-21C-25C,6,1.0,3.0,38.784145,39.806888580322266,42.440673828125,2.644956350326538,10.0,17.0,8.627975,38.784145,1,2.644956350326538,42.451844930648804,3.6676999306488014,4.95,1
5,4,50,4C-17B,2,1.0,4.0,51.092937,52.112083435058594,55.45729064941406,3.3560471534729004,7.0,67.0,7.6754446,51.092937,1,3.3560471534729004,55.468130588531494,4.375193588531495,2.0,1
6,18,50,2C-16C-22B-28A,10,1.0,5.0,63.15635,64.1739730834961,68.02411651611328,3.86094331741333,9.0,79.0,7.381827,63.15635,1,3.86094331741333,68.03491640090942,4.8785664009094205,9.0,1
7,18,25,14A-23A,9,1.0,6.0,75.44137,76.4620590209961,79.1409912109375,2.690598249435425,19.0,59.0,8.717154,75.44137,1,2.690598249435425,79.15265727043152,3.7112872704315123,4.5,1
8,36,30,3C-20A-22A,11,1.0,7.0,87.88358,88.90579986572266,90.97418975830078,2.079176425933838,17.0,8.0,8.703364,87.88358,1,2.079176425933838,90.9849762916565,3.101396291656499,10.8,1
9,36,60,1C-7C-15C,12,1.0,8.0,99.709305,100.73220825195312,102.94076538085938,2.2083795070648193,25.0,57.0,8.749211,99.709305,1,2.2083795070648193,102.94058775901794,3.231282759017944,21.6,1
10,39,60,9C-25B,15,1.0,9.0,111.72276,112.74296569824219,114.74095153808594,2.008960485458374,19.0,5.0,9.138966,111.72276,1,2.008960485458374,114.75192618370056,3.0291661837005677,23.4,1
11,58,30,13C-30A,19,1.0,10.0,123.91793,124.93396759033203,126.65743255615234,1.7343883514404297,23.0,15.0,9.468979,123.91793,1,1.7343883514404297,126.66835594177246,2.7504259417724626,17.4,1
12,11,25,12A-27B-28B-30B,5,1.0,11.0,136.15326,137.17274475097656,140.05735778808594,2.895378828048706,13.0,50.0,7.918589,136.15326,1,2.895378828048706,140.06812357902527,3.9148635790252797,2.75,1
13,0,0,0.0,0,1.0,12.0,148.00505,,154.00526428222656,,,,5.6048503,148.00505,1,5.0,,6.0,0.0,1
14,43,60,2A-7A-9A-15B,17,1.0,13.0,159.6314,160.654541015625,163.4740447998047,2.8310635089874268,23.0,1.0,7.810635,159.6314,1,2.8310635089874268,163.48560452461243,3.8542045246124133,25.8,1
15,4,25,6C-29B-30C,1,1.0,14.0,171.31224,172.3314971923828,174.3906707763672,2.0584750175476074,3.0,19.0,8.527134,171.31224,1,2.0584750175476074,174.38997220993042,3.077732209930417,1.0,1
16,79,65,8A,31,1.0,15.0,182.94627,183.9715118408203,185.97401428222656,2.013211488723755,48.0,42.0,9.432862,182.94627,1,2.013211488723755,185.98472332954407,3.038453329544069,51.35,1
17,64,25,6A-21A,24,1.0,16.0,195.43054,196.44921875,199.2420654296875,2.8034112453460693,35.0,33.0,8.502447,195.43054,1,2.8034112453460693,199.25262999534607,3.8220899953460616,16.0,1
18,43,75,11B-19B-24A-26A,18,1.0,17.0,207.77914,208.79576110839844,212.15757751464844,3.3726236820220947,40.0,80.0,7.625387,207.77914,1,3.3726236820220947,212.16838479042053,4.38924479042052,32.25,1
19,58,40,10C-13A-19C-21B,20,1.0,18.0,219.81175,220.8307342529297,223.12413024902344,2.3042547702789307,37.0,22.0,8.231791,219.81175,1,2.3042547702789307,223.13498902320862,3.323239023208629,23.2,1
20,0,0,0.0,0,1.0,19.0,231.3847,,237.39361572265625,,,,6.281811,231.3847,1,5.0,,6.0,0.0,1
21,61,55,7B-26B,23,1.0,20.0,243.69044,244.70921325683594,246.37400817871094,1.661967158317566,40.0,50.0,8.99312,243.69044,1,1.661967158317566,246.3711804151535,2.680740415153508,33.55,1
22,79,40,9B,30,1.0,21.0,255.39743,256.41510009765625,259.6408996582031,3.2366955280303955,38.0,14.0,7.266662,255.39743,1,3.2366955280303955,259.65179562568665,4.254365625686631,31.6,1
23,61,45,10A-11A,22,1.0,22.0,266.9304,267.95184326171875,269.7073669433594,1.7549968957901,41.0,50.0,8.854301,266.9304,1,1.7549968957901,269.70684015750885,2.77644015750883,27.45,1
24,4,75,12B-20B-23B-27C-29C,3,1.0,23.0,278.59607,279.61236572265625,283.2073669433594,3.594287395477295,5.0,59.0,7.052977,278.59607,1,3.594287395477295,283.20665311813354,4.6105831181335475,3.0,1
