TrialNumber,amount,prob,set,lottery_id,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,wait_time,start_ev_time,view_ev_duration,eval_ev_duration,end_ev_time,ev_duration,EV,run
1,58,30,13C-30A,19,1.0,0.0,2.0207453,3.0594711303710938,6.861091613769531,3.8144562244415283,10.0,70.0,7.0591884,2.0207453,1,3.8144562244415283,6.873927354812622,4.853182054812622,17.4,1
2,64,50,1B-3B-4A,25,1.0,1.0,13.9471655,14.965782165527344,18.094514846801758,3.1396803855895996,13.0,59.0,7.412545,13.9471655,1,3.1396803855895996,18.105462551116943,4.158297051116943,32.0,1
3,36,60,1C-7C-15C,12,1.0,2.0,25.543592,26.555017471313477,30.394441604614258,3.8503575325012207,17.0,78.0,7.332019,25.543592,1,3.8503575325012207,30.405375003814697,4.861783003814697,21.6,1
4,76,65,8C-19A-24B,29,1.0,3.0,37.75937,38.78322219848633,41.311038970947266,2.5271804332733154,13.0,49.0,8.721985,37.75937,1,2.5271804332733154,41.310402631759644,3.5510326317596466,49.4,1
5,36,75,4B-5A-13B-16B,14,1.0,4.0,50.05931,51.08314895629883,54.627803802490234,3.5553340911865234,9.0,52.0,7.1130652,50.05931,1,3.5553340911865234,54.63848304748535,4.579173047485348,27.0,1
6,61,45,10A-11A,22,1.0,5.0,61.77902,62.80186462402344,65.344482421875,2.5535051822662354,15.0,64.0,8.803135,61.77902,1,2.5535051822662354,65.35536980628967,3.57634980628967,27.45,1
7,58,45,11C-18C-25A,21,1.0,6.0,74.171684,75.1878662109375,78.51091003417969,3.3233211040496826,12.0,57.0,8.171689,74.171684,1,3.3233211040496826,78.51118731498718,4.339503314987184,26.1,1
8,79,65,8A,31,1.0,7.0,86.710724,87.7340316772461,90.79452514648438,3.071254014968872,18.0,67.0,8.342413,86.710724,1,3.071254014968872,90.80528569221497,4.094561692214967,51.35,1
9,58,40,10C-13A-19C-21B,20,1.0,8.0,99.168755,100.19413757324219,102.87767791748047,2.683084726333618,14.0,40.0,7.862921,99.168755,1,2.683084726333618,102.8772222995758,3.7084672995758012,23.2,1
10,64,25,6A-21A,24,1.0,9.0,110.77141,111.79511260986328,115.1622314453125,3.377964735031128,7.0,71.0,7.507174,110.77141,1,3.377964735031128,115.17307734489441,4.401667344894406,16.0,1
11,4,25,6C-29B-30C,1,1.0,10.0,122.70181,123.71331787109375,126.26119232177734,2.5473906993865967,1.0,1.0,8.422581,122.70181,1,2.5473906993865967,126.26070857048035,3.558898570480352,1.0,1
12,16,20,14C-17A-20C-27A,8,1.0,11.0,134.71852,135.7297821044922,138.52767944335938,2.797138214111328,2.0,53.0,8.622434,134.71852,1,2.797138214111328,138.52692031860352,3.8084003186035034,3.2,1
13,79,40,9B,30,1.0,12.0,147.18767,148.19989013671875,150.62762451171875,2.4276556968688965,11.0,27.0,9.0515995,147.18767,1,2.4276556968688965,150.62754583358765,3.4398758335876494,31.6,1
14,0,0,0.0,0,1.0,13.0,159.70572,,165.72000122070312,,,,5.6361914,159.70572,1,5.0,,6.0,0.0,1
15,39,60,9C-25B,15,1.0,14.0,171.37903,172.4014892578125,175.44442749023438,3.0554559230804443,8.0,25.0,8.392492,171.37903,1,3.0554559230804443,175.45694518089294,4.077915180892944,23.4,1
16,71,45,2B-16A,26,1.0,15.0,183.87238,184.8877716064453,188.86123657226562,3.984356164932251,15.0,3.0,6.5534515,183.87238,1,3.984356164932251,188.87212777137756,4.999747771377571,31.95,1
17,36,30,3C-20A-22A,11,1.0,16.0,195.44354,196.46807861328125,199.41111755371094,2.9425718784332275,8.0,38.0,8.305942,195.44354,1,2.9425718784332275,199.41065049171448,3.9671104917144646,10.8,1
18,18,25,14A-23A,9,1.0,17.0,207.74495,208.77084350585938,212.4109344482422,3.63983154296875,10.0,51.0,7.5188775,207.74495,1,3.63983154296875,212.41067504882812,4.665725048828136,4.5,1
