subject_id,binary_id,trinary_id,target_choice,trinary_group,catch,decoy_choice,rt,amountA,probA,amountB,probB,EVA,EVB,avg_amounts,avg_probs,amountC,probC,EVC
ded44fbb-aae9-4fec-bc39-d4ac87c2aaee,6.0,6.0,0,0,0.0,0.0,2234.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
ded44fbb-aae9-4fec-bc39-d4ac87c2aaee,6.0,6.0,1,0,0.0,0.0,1140.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
859cd32e-1a86-486f-9329-4b6f28585b9e,6.0,6.0,1,0,0.0,0.0,4030.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
859cd32e-1a86-486f-9329-4b6f28585b9e,6.0,6.0,1,0,0.0,0.0,2559.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
859cd32e-1a86-486f-9329-4b6f28585b9e,6.0,6.0,1,0,0.0,0.0,4429.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
8096b4eb-f983-4e8d-8b05-e4a0828db6bf,6.0,6.0,1,0,0.0,0.0,2221.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
8096b4eb-f983-4e8d-8b05-e4a0828db6bf,6.0,6.0,1,0,0.0,0.0,1686.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
8096b4eb-f983-4e8d-8b05-e4a0828db6bf,6.0,6.0,0,0,0.0,0.0,3082.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
4b866b4b-b1c9-4174-b5ba-396d8e114625,6.0,6.0,1,0,0.0,0.0,3385.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
4b866b4b-b1c9-4174-b5ba-396d8e114625,6.0,6.0,1,0,0.0,0.0,4451.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
4b866b4b-b1c9-4174-b5ba-396d8e114625,6.0,6.0,1,0,0.0,0.0,3371.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
5f93f61c-8691-442b-9f60-626d11a73ef7,6.0,6.0,1,0,0.0,0.0,1131.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
5f93f61c-8691-442b-9f60-626d11a73ef7,6.0,6.0,0,0,0.0,0.0,2520.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
5f93f61c-8691-442b-9f60-626d11a73ef7,6.0,6.0,0,0,0.0,0.0,2166.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
306d960c-8919-4e56-8baa-c540b885f4f0,6.0,6.0,0,0,0.0,0.0,987.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
306d960c-8919-4e56-8baa-c540b885f4f0,6.0,6.0,0,0,0.0,0.0,1050.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
306d960c-8919-4e56-8baa-c540b885f4f0,6.0,6.0,1,0,0.0,0.0,2495.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
6fddb33e-a9eb-4910-832f-990280fae844,6.0,6.0,1,0,0.0,0.0,5592.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
6fddb33e-a9eb-4910-832f-990280fae844,6.0,6.0,0,0,0.0,0.0,10087.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
6fddb33e-a9eb-4910-832f-990280fae844,6.0,6.0,0,0,0.0,0.0,5259.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
23e4e6c8-96b3-4791-b8dc-05b9530d7211,6.0,6.0,0,0,0.0,0.0,2668.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
23e4e6c8-96b3-4791-b8dc-05b9530d7211,6.0,6.0,1,0,0.0,0.0,5012.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
23e4e6c8-96b3-4791-b8dc-05b9530d7211,6.0,6.0,1,0,0.0,0.0,3405.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
b06b759d-7bc3-44b3-ac5f-72bfa44f8e6f,6.0,6.0,1,0,0.0,0.0,1786.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
b06b759d-7bc3-44b3-ac5f-72bfa44f8e6f,6.0,6.0,1,0,0.0,0.0,12555.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
b06b759d-7bc3-44b3-ac5f-72bfa44f8e6f,6.0,6.0,1,0,0.0,0.0,3024.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
afbc429c-ea6f-444e-b924-866a4df3f8d4,6.0,6.0,1,0,0.0,0.0,2000.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
afbc429c-ea6f-444e-b924-866a4df3f8d4,6.0,6.0,1,0,0.0,0.0,2075.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
afbc429c-ea6f-444e-b924-866a4df3f8d4,6.0,6.0,0,0,0.0,0.0,5122.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
c485716c-e631-43bd-8393-1f3ce811240f,6.0,6.0,0,0,0.0,0.0,3700.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
c485716c-e631-43bd-8393-1f3ce811240f,6.0,6.0,1,0,0.0,0.0,4783.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
c485716c-e631-43bd-8393-1f3ce811240f,6.0,6.0,1,0,0.0,0.0,2711.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
8f7cbfba-4a71-49e1-ad8a-3dbd13a8714c,6.0,6.0,1,0,0.0,0.0,2561.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
8f7cbfba-4a71-49e1-ad8a-3dbd13a8714c,6.0,6.0,1,0,0.0,0.0,2865.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
