subject_id,binary_id,trinary_id,actual_choice,target_choice,trinary_group,catch,decoy_choice,competitor_choice,rt
6c06767d-0888-4cae-a531-fd9c338ac0a5,21.0,21.0,B,0,0,0.0,0,1,13942.0
6c06767d-0888-4cae-a531-fd9c338ac0a5,21.0,21.0,B,0,0,0.0,0,1,9553.0
6c06767d-0888-4cae-a531-fd9c338ac0a5,21.0,21.0,B,0,0,0.0,0,1,11060.0
e01d7969-97a7-4f3b-9d74-dc0748981af3,21.0,21.0,C,0,1,0.0,1,0,2498.0
e01d7969-97a7-4f3b-9d74-dc0748981af3,21.0,21.0,B,0,1,0.0,0,1,2475.0
e01d7969-97a7-4f3b-9d74-dc0748981af3,21.0,21.0,C,0,1,0.0,1,0,2578.0
9b7d72d7-d6e7-4718-8e0b-95ee0fd6cc3f,21.0,21.0,B,0,0,0.0,0,1,2727.0
9b7d72d7-d6e7-4718-8e0b-95ee0fd6cc3f,21.0,21.0,B,0,0,0.0,0,1,2661.0
9b7d72d7-d6e7-4718-8e0b-95ee0fd6cc3f,21.0,21.0,B,0,0,0.0,0,1,4253.0
4b4fb6c0-3507-41fe-8d83-98d3a6c95618,21.0,21.0,A,1,0,0.0,0,0,1843.0
4b4fb6c0-3507-41fe-8d83-98d3a6c95618,21.0,21.0,B,0,0,0.0,0,1,3893.0
4b4fb6c0-3507-41fe-8d83-98d3a6c95618,21.0,21.0,B,0,0,0.0,0,1,2829.0
5c08b639-fa5d-4e77-8594-9ab1660fa3c0,21.0,21.0,C,0,1,0.0,1,0,4457.0
5c08b639-fa5d-4e77-8594-9ab1660fa3c0,21.0,21.0,B,0,1,0.0,0,1,6960.0
5c08b639-fa5d-4e77-8594-9ab1660fa3c0,21.0,21.0,B,0,1,0.0,0,1,5419.0
a7dc5d5c-803e-4f39-8a22-d6b06eca0234,21.0,21.0,B,0,1,0.0,0,1,5062.0
a7dc5d5c-803e-4f39-8a22-d6b06eca0234,21.0,21.0,B,0,1,0.0,0,1,4152.0
a7dc5d5c-803e-4f39-8a22-d6b06eca0234,21.0,21.0,B,0,1,0.0,0,1,5538.0
514f5d99-a157-42d0-b9e5-0407d2049090,21.0,21.0,B,0,0,0.0,0,1,6677.0
514f5d99-a157-42d0-b9e5-0407d2049090,21.0,21.0,A,1,0,0.0,0,0,2186.0
514f5d99-a157-42d0-b9e5-0407d2049090,21.0,21.0,B,0,0,0.0,0,1,2291.0
aee18971-c24a-40ed-ad22-93779ab57973,21.0,21.0,B,0,1,0.0,0,1,3781.0
aee18971-c24a-40ed-ad22-93779ab57973,21.0,21.0,B,0,1,0.0,0,1,2989.0
aee18971-c24a-40ed-ad22-93779ab57973,21.0,21.0,B,0,1,0.0,0,1,2431.0
76a1ad7d-b5cb-4968-abdb-e4fbe5079a2c,21.0,21.0,B,0,1,0.0,0,1,4131.0
76a1ad7d-b5cb-4968-abdb-e4fbe5079a2c,21.0,21.0,B,0,1,0.0,0,1,4020.0
76a1ad7d-b5cb-4968-abdb-e4fbe5079a2c,21.0,21.0,C,0,1,0.0,1,0,3967.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,21.0,21.0,B,0,0,0.0,0,1,13112.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,21.0,21.0,B,0,0,0.0,0,1,4271.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,21.0,21.0,B,0,0,0.0,0,1,6638.0
dfee4379-a815-456b-8011-1e095ba0fcdf,21.0,21.0,B,0,0,0.0,0,1,27270.0
dfee4379-a815-456b-8011-1e095ba0fcdf,21.0,21.0,B,0,0,0.0,0,1,19906.0
dfee4379-a815-456b-8011-1e095ba0fcdf,21.0,21.0,B,0,0,0.0,0,1,1509.0
e98db0fa-cbd1-4415-ab8b-41b6226373b8,21.0,21.0,B,0,0,0.0,0,1,4476.0
e98db0fa-cbd1-4415-ab8b-41b6226373b8,21.0,21.0,B,0,0,0.0,0,1,6458.0
e98db0fa-cbd1-4415-ab8b-41b6226373b8,21.0,21.0,B,0,0,0.0,0,1,2147.0
2d71d909-c794-45d2-b9f9-73e5bc957960,21.0,21.0,B,0,1,0.0,0,1,1790.0
2d71d909-c794-45d2-b9f9-73e5bc957960,21.0,21.0,B,0,1,0.0,0,1,9160.0
2d71d909-c794-45d2-b9f9-73e5bc957960,21.0,21.0,C,0,1,0.0,1,0,2739.0
593fa13f-2aeb-461c-9039-b5510e9a7b36,21.0,21.0,A,1,1,0.0,0,0,5083.0
593fa13f-2aeb-461c-9039-b5510e9a7b36,21.0,21.0,C,0,1,0.0,1,0,1819.0
593fa13f-2aeb-461c-9039-b5510e9a7b36,21.0,21.0,B,0,1,0.0,0,1,4059.0
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,21.0,21.0,B,0,0,0.0,0,1,4931.0
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,21.0,21.0,B,0,0,0.0,0,1,2016.0
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,21.0,21.0,B,0,0,0.0,0,1,1862.0
d331077c-1fef-4125-8c76-713d77d3c50e,21.0,21.0,B,0,0,0.0,0,1,1921.0
d331077c-1fef-4125-8c76-713d77d3c50e,21.0,21.0,A,1,0,0.0,0,0,1450.0
d331077c-1fef-4125-8c76-713d77d3c50e,21.0,21.0,B,0,0,0.0,0,1,2933.0
f0c1d36b-8865-48bb-84c6-e0a67079d0c1,21.0,21.0,B,0,1,0.0,0,1,44953.0
f0c1d36b-8865-48bb-84c6-e0a67079d0c1,21.0,21.0,B,0,1,0.0,0,1,8949.0
f0c1d36b-8865-48bb-84c6-e0a67079d0c1,21.0,21.0,B,0,1,0.0,0,1,14160.0
f3f4c9c6-1414-4b66-91ed-6a5bc6933887,21.0,21.0,B,0,1,0.0,0,1,7777.0
f3f4c9c6-1414-4b66-91ed-6a5bc6933887,21.0,21.0,B,0,1,0.0,0,1,7926.0
f3f4c9c6-1414-4b66-91ed-6a5bc6933887,21.0,21.0,B,0,1,0.0,0,1,32136.0
e59cfa13-2515-44e3-a0bd-39b5674668d1,21.0,21.0,B,0,0,0.0,0,1,1356.0
e59cfa13-2515-44e3-a0bd-39b5674668d1,21.0,21.0,B,0,0,0.0,0,1,1216.0
e59cfa13-2515-44e3-a0bd-39b5674668d1,21.0,21.0,A,1,0,0.0,0,0,1692.0
828dcae6-9f2a-4cba-b249-0a95d2887eea,21.0,21.0,B,0,0,0.0,0,1,2549.0
828dcae6-9f2a-4cba-b249-0a95d2887eea,21.0,21.0,B,0,0,0.0,0,1,5252.0
828dcae6-9f2a-4cba-b249-0a95d2887eea,21.0,21.0,B,0,0,0.0,0,1,2404.0
3c47eb2e-4d12-4c97-9e9d-433d49382f36,21.0,21.0,B,0,1,0.0,0,1,5083.0
3c47eb2e-4d12-4c97-9e9d-433d49382f36,21.0,21.0,B,0,1,0.0,0,1,15337.0
3c47eb2e-4d12-4c97-9e9d-433d49382f36,21.0,21.0,B,0,1,0.0,0,1,29022.0
e9202174-8daa-4cbb-a128-44f6840870fb,21.0,21.0,B,0,1,0.0,0,1,2092.0
e9202174-8daa-4cbb-a128-44f6840870fb,21.0,21.0,B,0,1,0.0,0,1,5412.0
e9202174-8daa-4cbb-a128-44f6840870fb,21.0,21.0,B,0,1,0.0,0,1,5280.0
c0eec679-0e2d-40b6-946a-bc307eeeb08a,21.0,21.0,B,0,0,0.0,0,1,5643.0
c0eec679-0e2d-40b6-946a-bc307eeeb08a,21.0,21.0,B,0,0,0.0,0,1,9597.0
c0eec679-0e2d-40b6-946a-bc307eeeb08a,21.0,21.0,B,0,0,0.0,0,1,6625.0
752e648a-0cfe-4ee3-a6ee-7aecd4d10ca1,21.0,21.0,B,0,0,0.0,0,1,2364.0
