subject_id,binary_id,trinary_id,target_choice,trinary_group,catch
aee18971-c24a-40ed-ad22-93779ab57973,30.0,30.0,1,1,1.0
aee18971-c24a-40ed-ad22-93779ab57973,30.0,30.0,1,1,1.0
aee18971-c24a-40ed-ad22-93779ab57973,30.0,30.0,1,1,1.0
86117b72-b50c-4fb3-ba28-64a3ade786ac,30.0,30.0,1,0,1.0
86117b72-b50c-4fb3-ba28-64a3ade786ac,30.0,30.0,1,0,1.0
86117b72-b50c-4fb3-ba28-64a3ade786ac,30.0,30.0,1,0,1.0
dfee4379-a815-456b-8011-1e095ba0fcdf,30.0,30.0,1,0,1.0
dfee4379-a815-456b-8011-1e095ba0fcdf,30.0,30.0,1,0,1.0
dfee4379-a815-456b-8011-1e095ba0fcdf,30.0,30.0,1,0,1.0
41578bda-270a-4ced-a297-3451d0874fca,30.0,30.0,1,1,1.0
41578bda-270a-4ced-a297-3451d0874fca,30.0,30.0,1,1,1.0
41578bda-270a-4ced-a297-3451d0874fca,30.0,30.0,1,1,1.0
d0807655-65b7-4b1c-a4a9-d50d08913131,30.0,30.0,1,1,1.0
d0807655-65b7-4b1c-a4a9-d50d08913131,30.0,30.0,1,1,1.0
d0807655-65b7-4b1c-a4a9-d50d08913131,30.0,30.0,1,1,1.0
1a080826-2398-4f43-ab82-e5d0240eedcb,30.0,30.0,1,0,1.0
1a080826-2398-4f43-ab82-e5d0240eedcb,30.0,30.0,1,0,1.0
1a080826-2398-4f43-ab82-e5d0240eedcb,30.0,30.0,1,0,1.0
3975af8a-b2cb-4111-bdc5-9d989e64c4ac,30.0,30.0,1,1,1.0
3975af8a-b2cb-4111-bdc5-9d989e64c4ac,30.0,30.0,1,1,1.0
3975af8a-b2cb-4111-bdc5-9d989e64c4ac,30.0,30.0,1,1,1.0
9b7ebcd5-2ebc-4338-a938-05af65044106,30.0,30.0,1,1,1.0
9b7ebcd5-2ebc-4338-a938-05af65044106,30.0,30.0,1,1,1.0
9b7ebcd5-2ebc-4338-a938-05af65044106,30.0,30.0,1,1,1.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,30.0,30.0,1,0,1.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,30.0,30.0,1,0,1.0
