subject_id,binary_id,trinary_id,actual_choice,target_choice,trinary_group,catch,decoy_choice,competitor_choice,rt
6c06767d-0888-4cae-a531-fd9c338ac0a5,3.0,3.0,B,0,0,0.0,0,1,6546.0
6c06767d-0888-4cae-a531-fd9c338ac0a5,3.0,3.0,B,0,0,0.0,0,1,14997.0
6c06767d-0888-4cae-a531-fd9c338ac0a5,3.0,3.0,A,1,0,0.0,0,0,5465.0
e01d7969-97a7-4f3b-9d74-dc0748981af3,3.0,3.0,A,1,1,0.0,0,0,4319.0
e01d7969-97a7-4f3b-9d74-dc0748981af3,3.0,3.0,B,0,1,0.0,0,1,3836.0
e01d7969-97a7-4f3b-9d74-dc0748981af3,3.0,3.0,A,1,1,0.0,0,0,2215.0
9b7d72d7-d6e7-4718-8e0b-95ee0fd6cc3f,3.0,3.0,B,0,0,0.0,0,1,2560.0
9b7d72d7-d6e7-4718-8e0b-95ee0fd6cc3f,3.0,3.0,B,0,0,0.0,0,1,3914.0
9b7d72d7-d6e7-4718-8e0b-95ee0fd6cc3f,3.0,3.0,B,0,0,0.0,0,1,8982.0
4b4fb6c0-3507-41fe-8d83-98d3a6c95618,3.0,3.0,B,0,0,0.0,0,1,2807.0
4b4fb6c0-3507-41fe-8d83-98d3a6c95618,3.0,3.0,A,1,0,0.0,0,0,1160.0
4b4fb6c0-3507-41fe-8d83-98d3a6c95618,3.0,3.0,B,0,0,0.0,0,1,2689.0
5c08b639-fa5d-4e77-8594-9ab1660fa3c0,3.0,3.0,A,1,1,0.0,0,0,2291.0
5c08b639-fa5d-4e77-8594-9ab1660fa3c0,3.0,3.0,A,1,1,0.0,0,0,5212.0
5c08b639-fa5d-4e77-8594-9ab1660fa3c0,3.0,3.0,A,1,1,0.0,0,0,1319.0
a7dc5d5c-803e-4f39-8a22-d6b06eca0234,3.0,3.0,B,0,1,0.0,0,1,1691.0
a7dc5d5c-803e-4f39-8a22-d6b06eca0234,3.0,3.0,B,0,1,0.0,0,1,2842.0
a7dc5d5c-803e-4f39-8a22-d6b06eca0234,3.0,3.0,B,0,1,0.0,0,1,10157.0
514f5d99-a157-42d0-b9e5-0407d2049090,3.0,3.0,B,0,0,0.0,0,1,5866.0
514f5d99-a157-42d0-b9e5-0407d2049090,3.0,3.0,B,0,0,0.0,0,1,1841.0
514f5d99-a157-42d0-b9e5-0407d2049090,3.0,3.0,B,0,0,0.0,0,1,6872.0
aee18971-c24a-40ed-ad22-93779ab57973,3.0,3.0,A,1,1,0.0,0,0,2243.0
aee18971-c24a-40ed-ad22-93779ab57973,3.0,3.0,B,0,1,0.0,0,1,5172.0
aee18971-c24a-40ed-ad22-93779ab57973,3.0,3.0,A,1,1,0.0,0,0,6082.0
76a1ad7d-b5cb-4968-abdb-e4fbe5079a2c,3.0,3.0,B,0,1,0.0,0,1,4040.0
76a1ad7d-b5cb-4968-abdb-e4fbe5079a2c,3.0,3.0,B,0,1,0.0,0,1,3477.0
76a1ad7d-b5cb-4968-abdb-e4fbe5079a2c,3.0,3.0,B,0,1,0.0,0,1,4176.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,3.0,3.0,B,0,0,0.0,0,1,10984.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,3.0,3.0,B,0,0,0.0,0,1,6283.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,3.0,3.0,B,0,0,0.0,0,1,10449.0
dfee4379-a815-456b-8011-1e095ba0fcdf,3.0,3.0,A,1,0,0.0,0,0,13840.0
dfee4379-a815-456b-8011-1e095ba0fcdf,3.0,3.0,A,1,0,0.0,0,0,3154.0
dfee4379-a815-456b-8011-1e095ba0fcdf,3.0,3.0,A,1,0,0.0,0,0,7550.0
e98db0fa-cbd1-4415-ab8b-41b6226373b8,3.0,3.0,B,0,0,0.0,0,1,3500.0
e98db0fa-cbd1-4415-ab8b-41b6226373b8,3.0,3.0,B,0,0,0.0,0,1,7541.0
e98db0fa-cbd1-4415-ab8b-41b6226373b8,3.0,3.0,B,0,0,0.0,0,1,5022.0
2d71d909-c794-45d2-b9f9-73e5bc957960,3.0,3.0,A,1,1,0.0,0,0,1863.0
2d71d909-c794-45d2-b9f9-73e5bc957960,3.0,3.0,A,1,1,0.0,0,0,5179.0
2d71d909-c794-45d2-b9f9-73e5bc957960,3.0,3.0,A,1,1,0.0,0,0,4761.0
593fa13f-2aeb-461c-9039-b5510e9a7b36,3.0,3.0,A,1,1,0.0,0,0,5395.0
593fa13f-2aeb-461c-9039-b5510e9a7b36,3.0,3.0,A,1,1,0.0,0,0,8133.0
593fa13f-2aeb-461c-9039-b5510e9a7b36,3.0,3.0,A,1,1,0.0,0,0,14028.0
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,3.0,3.0,B,0,0,0.0,0,1,3864.0
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,3.0,3.0,B,0,0,0.0,0,1,2102.0
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,3.0,3.0,B,0,0,0.0,0,1,3615.0
d331077c-1fef-4125-8c76-713d77d3c50e,3.0,3.0,A,1,0,0.0,0,0,1124.0
d331077c-1fef-4125-8c76-713d77d3c50e,3.0,3.0,A,1,0,0.0,0,0,1632.0
d331077c-1fef-4125-8c76-713d77d3c50e,3.0,3.0,A,1,0,0.0,0,0,1979.0
f0c1d36b-8865-48bb-84c6-e0a67079d0c1,3.0,3.0,B,0,1,0.0,0,1,26489.0
f0c1d36b-8865-48bb-84c6-e0a67079d0c1,3.0,3.0,B,0,1,0.0,0,1,13386.0
f0c1d36b-8865-48bb-84c6-e0a67079d0c1,3.0,3.0,B,0,1,0.0,0,1,6822.0
f3f4c9c6-1414-4b66-91ed-6a5bc6933887,3.0,3.0,A,1,1,0.0,0,0,5732.0
f3f4c9c6-1414-4b66-91ed-6a5bc6933887,3.0,3.0,A,1,1,0.0,0,0,14802.0
f3f4c9c6-1414-4b66-91ed-6a5bc6933887,3.0,3.0,A,1,1,0.0,0,0,11884.0
e59cfa13-2515-44e3-a0bd-39b5674668d1,3.0,3.0,A,1,0,0.0,0,0,1797.0
e59cfa13-2515-44e3-a0bd-39b5674668d1,3.0,3.0,A,1,0,0.0,0,0,1730.0
e59cfa13-2515-44e3-a0bd-39b5674668d1,3.0,3.0,A,1,0,0.0,0,0,2695.0
828dcae6-9f2a-4cba-b249-0a95d2887eea,3.0,3.0,B,0,0,0.0,0,1,3238.0
828dcae6-9f2a-4cba-b249-0a95d2887eea,3.0,3.0,B,0,0,0.0,0,1,2224.0
828dcae6-9f2a-4cba-b249-0a95d2887eea,3.0,3.0,B,0,0,0.0,0,1,1074.0
3c47eb2e-4d12-4c97-9e9d-433d49382f36,3.0,3.0,A,1,1,0.0,0,0,13040.0
3c47eb2e-4d12-4c97-9e9d-433d49382f36,3.0,3.0,A,1,1,0.0,0,0,6447.0
3c47eb2e-4d12-4c97-9e9d-433d49382f36,3.0,3.0,B,0,1,0.0,0,1,6260.0
e9202174-8daa-4cbb-a128-44f6840870fb,3.0,3.0,B,0,1,0.0,0,1,1902.0
e9202174-8daa-4cbb-a128-44f6840870fb,3.0,3.0,B,0,1,0.0,0,1,2710.0
e9202174-8daa-4cbb-a128-44f6840870fb,3.0,3.0,B,0,1,0.0,0,1,6895.0
c0eec679-0e2d-40b6-946a-bc307eeeb08a,3.0,3.0,B,0,0,0.0,0,1,4113.0
c0eec679-0e2d-40b6-946a-bc307eeeb08a,3.0,3.0,B,0,0,0.0,0,1,12072.0
c0eec679-0e2d-40b6-946a-bc307eeeb08a,3.0,3.0,A,1,0,0.0,0,0,15566.0
752e648a-0cfe-4ee3-a6ee-7aecd4d10ca1,3.0,3.0,B,0,0,0.0,0,1,1975.0
752e648a-0cfe-4ee3-a6ee-7aecd4d10ca1,3.0,3.0,B,0,0,0.0,0,1,2588.0
752e648a-0cfe-4ee3-a6ee-7aecd4d10ca1,3.0,3.0,A,1,0,0.0,0,0,1251.0
db807547-e7a4-44fa-87cb-6be1690610f0,3.0,3.0,B,0,0,0.0,0,1,2752.0
db807547-e7a4-44fa-87cb-6be1690610f0,3.0,3.0,A,1,0,0.0,0,0,8728.0
db807547-e7a4-44fa-87cb-6be1690610f0,3.0,3.0,B,0,0,0.0,0,1,3105.0
9b7ebcd5-2ebc-4338-a938-05af65044106,3.0,3.0,A,1,1,0.0,0,0,1406.0
9b7ebcd5-2ebc-4338-a938-05af65044106,3.0,3.0,A,1,1,0.0,0,0,3674.0
9b7ebcd5-2ebc-4338-a938-05af65044106,3.0,3.0,A,1,1,0.0,0,0,1862.0
96aeb710-2bf4-4449-8382-e4bd3178473e,3.0,3.0,B,0,1,0.0,0,1,3457.0
96aeb710-2bf4-4449-8382-e4bd3178473e,3.0,3.0,A,1,1,0.0,0,0,8771.0
96aeb710-2bf4-4449-8382-e4bd3178473e,3.0,3.0,A,1,1,0.0,0,0,6936.0
d1e00293-27c1-4c36-bc26-c1a719a35f3d,3.0,3.0,A,1,0,0.0,0,0,1890.0
d1e00293-27c1-4c36-bc26-c1a719a35f3d,3.0,3.0,A,1,0,0.0,0,0,1157.0
d1e00293-27c1-4c36-bc26-c1a719a35f3d,3.0,3.0,A,1,0,0.0,0,0,3481.0
1c3c4861-95c6-42a5-9380-25db22cb1773,3.0,3.0,A,1,0,0.0,0,0,4328.0
1c3c4861-95c6-42a5-9380-25db22cb1773,3.0,3.0,B,0,0,0.0,0,1,3588.0
1c3c4861-95c6-42a5-9380-25db22cb1773,3.0,3.0,B,0,0,0.0,0,1,2693.0
88625c55-ffca-498e-a1e4-4f68997442ff,3.0,3.0,B,0,1,0.0,0,1,2615.0
88625c55-ffca-498e-a1e4-4f68997442ff,3.0,3.0,B,0,1,0.0,0,1,2150.0
88625c55-ffca-498e-a1e4-4f68997442ff,3.0,3.0,B,0,1,0.0,0,1,2878.0
aac2844d-7b66-416c-a659-bc5f1fe458a3,3.0,3.0,A,1,1,0.0,0,0,8971.0
aac2844d-7b66-416c-a659-bc5f1fe458a3,3.0,3.0,A,1,1,0.0,0,0,3378.0
aac2844d-7b66-416c-a659-bc5f1fe458a3,3.0,3.0,A,1,1,0.0,0,0,4178.0
50052cbf-eedb-4b9a-bc19-fe6cde12d8bc,3.0,3.0,A,1,1,0.0,0,0,1866.0
50052cbf-eedb-4b9a-bc19-fe6cde12d8bc,3.0,3.0,A,1,1,0.0,0,0,13768.0
50052cbf-eedb-4b9a-bc19-fe6cde12d8bc,3.0,3.0,B,0,1,0.0,0,1,5513.0
0fe03e9b-3bb0-4368-b749-8e9e3d5c49d2,3.0,3.0,B,0,0,0.0,0,1,5225.0
0fe03e9b-3bb0-4368-b749-8e9e3d5c49d2,3.0,3.0,B,0,0,0.0,0,1,2732.0
0fe03e9b-3bb0-4368-b749-8e9e3d5c49d2,3.0,3.0,B,0,0,0.0,0,1,4869.0
0515c162-d4c4-4d6d-88d6-80d2de1765c9,3.0,3.0,A,1,0,0.0,0,0,743.0
0515c162-d4c4-4d6d-88d6-80d2de1765c9,3.0,3.0,A,1,0,0.0,0,0,663.0
0515c162-d4c4-4d6d-88d6-80d2de1765c9,3.0,3.0,A,1,0,0.0,0,0,997.0
471924a9-ee50-4f6a-a87f-cb56913a24c3,3.0,3.0,B,0,1,0.0,0,1,8045.0
471924a9-ee50-4f6a-a87f-cb56913a24c3,3.0,3.0,A,1,1,0.0,0,0,6048.0
471924a9-ee50-4f6a-a87f-cb56913a24c3,3.0,3.0,B,0,1,0.0,0,1,8635.0
1dd81ced-dc40-4d4f-9d15-e360bfe4bdce,3.0,3.0,A,1,1,0.0,0,0,2175.0
1dd81ced-dc40-4d4f-9d15-e360bfe4bdce,3.0,3.0,A,1,1,0.0,0,0,1654.0
1dd81ced-dc40-4d4f-9d15-e360bfe4bdce,3.0,3.0,A,1,1,0.0,0,0,2685.0
6192926d-37ed-49cd-9399-7ac50c7c25c0,3.0,3.0,B,0,1,0.0,0,1,8480.0
6192926d-37ed-49cd-9399-7ac50c7c25c0,3.0,3.0,B,0,1,0.0,0,1,4041.0
6192926d-37ed-49cd-9399-7ac50c7c25c0,3.0,3.0,B,0,1,0.0,0,1,8410.0
