subject_id,binary_id,trinary_id,actual_choice,target_choice,trinary_group,catch,decoy_choice,competitor_choice,rt
6c06767d-0888-4cae-a531-fd9c338ac0a5,1.0,1.0,A,1,0,0.0,0,0,15506.0
6c06767d-0888-4cae-a531-fd9c338ac0a5,1.0,1.0,B,0,0,0.0,0,1,6683.0
6c06767d-0888-4cae-a531-fd9c338ac0a5,1.0,1.0,B,0,0,0.0,0,1,13075.0
e01d7969-97a7-4f3b-9d74-dc0748981af3,1.0,1.0,A,1,1,0.0,0,0,2428.0
e01d7969-97a7-4f3b-9d74-dc0748981af3,1.0,1.0,A,1,1,0.0,0,0,2549.0
e01d7969-97a7-4f3b-9d74-dc0748981af3,1.0,1.0,A,1,1,0.0,0,0,2150.0
9b7d72d7-d6e7-4718-8e0b-95ee0fd6cc3f,1.0,1.0,B,0,0,0.0,0,1,1649.0
9b7d72d7-d6e7-4718-8e0b-95ee0fd6cc3f,1.0,1.0,B,0,0,0.0,0,1,5512.0
9b7d72d7-d6e7-4718-8e0b-95ee0fd6cc3f,1.0,1.0,B,0,0,0.0,0,1,1344.0
4b4fb6c0-3507-41fe-8d83-98d3a6c95618,1.0,1.0,A,1,0,0.0,0,0,2119.0
4b4fb6c0-3507-41fe-8d83-98d3a6c95618,1.0,1.0,B,0,0,0.0,0,1,1660.0
4b4fb6c0-3507-41fe-8d83-98d3a6c95618,1.0,1.0,A,1,0,0.0,0,0,2869.0
5c08b639-fa5d-4e77-8594-9ab1660fa3c0,1.0,1.0,A,1,1,0.0,0,0,4767.0
5c08b639-fa5d-4e77-8594-9ab1660fa3c0,1.0,1.0,A,1,1,0.0,0,0,5478.0
5c08b639-fa5d-4e77-8594-9ab1660fa3c0,1.0,1.0,A,1,1,0.0,0,0,9781.0
a7dc5d5c-803e-4f39-8a22-d6b06eca0234,1.0,1.0,B,0,1,0.0,0,1,5633.0
a7dc5d5c-803e-4f39-8a22-d6b06eca0234,1.0,1.0,A,1,1,0.0,0,0,10623.0
a7dc5d5c-803e-4f39-8a22-d6b06eca0234,1.0,1.0,B,0,1,0.0,0,1,1006.0
514f5d99-a157-42d0-b9e5-0407d2049090,1.0,1.0,B,0,0,0.0,0,1,1375.0
514f5d99-a157-42d0-b9e5-0407d2049090,1.0,1.0,B,0,0,0.0,0,1,1769.0
514f5d99-a157-42d0-b9e5-0407d2049090,1.0,1.0,B,0,0,0.0,0,1,5496.0
aee18971-c24a-40ed-ad22-93779ab57973,1.0,1.0,A,1,1,0.0,0,0,1922.0
aee18971-c24a-40ed-ad22-93779ab57973,1.0,1.0,A,1,1,0.0,0,0,5046.0
aee18971-c24a-40ed-ad22-93779ab57973,1.0,1.0,A,1,1,0.0,0,0,2249.0
76a1ad7d-b5cb-4968-abdb-e4fbe5079a2c,1.0,1.0,A,1,1,0.0,0,0,4568.0
76a1ad7d-b5cb-4968-abdb-e4fbe5079a2c,1.0,1.0,B,0,1,0.0,0,1,10523.0
76a1ad7d-b5cb-4968-abdb-e4fbe5079a2c,1.0,1.0,B,0,1,0.0,0,1,4297.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,1.0,1.0,B,0,0,0.0,0,1,6439.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,1.0,1.0,B,0,0,0.0,0,1,3698.0
137f554f-99e4-4c27-b34c-a0d66681d6d0,1.0,1.0,B,0,0,0.0,0,1,8390.0
dfee4379-a815-456b-8011-1e095ba0fcdf,1.0,1.0,A,1,0,0.0,0,0,13069.0
dfee4379-a815-456b-8011-1e095ba0fcdf,1.0,1.0,A,1,0,0.0,0,0,29633.0
dfee4379-a815-456b-8011-1e095ba0fcdf,1.0,1.0,A,1,0,0.0,0,0,1071.0
e98db0fa-cbd1-4415-ab8b-41b6226373b8,1.0,1.0,B,0,0,0.0,0,1,7242.0
e98db0fa-cbd1-4415-ab8b-41b6226373b8,1.0,1.0,B,0,0,0.0,0,1,4824.0
e98db0fa-cbd1-4415-ab8b-41b6226373b8,1.0,1.0,B,0,0,0.0,0,1,9354.0
2d71d909-c794-45d2-b9f9-73e5bc957960,1.0,1.0,A,1,1,0.0,0,0,4805.0
2d71d909-c794-45d2-b9f9-73e5bc957960,1.0,1.0,B,0,1,0.0,0,1,2860.0
2d71d909-c794-45d2-b9f9-73e5bc957960,1.0,1.0,A,1,1,0.0,0,0,6328.0
593fa13f-2aeb-461c-9039-b5510e9a7b36,1.0,1.0,A,1,1,0.0,0,0,5064.0
593fa13f-2aeb-461c-9039-b5510e9a7b36,1.0,1.0,A,1,1,0.0,0,0,18395.0
593fa13f-2aeb-461c-9039-b5510e9a7b36,1.0,1.0,A,1,1,0.0,0,0,2196.0
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,1.0,1.0,B,0,0,0.0,0,1,4088.0
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,1.0,1.0,B,0,0,0.0,0,1,7722.0
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,1.0,1.0,B,0,0,0.0,0,1,1333.0
d331077c-1fef-4125-8c76-713d77d3c50e,1.0,1.0,B,0,0,0.0,0,1,4034.0
d331077c-1fef-4125-8c76-713d77d3c50e,1.0,1.0,A,1,0,0.0,0,0,1863.0
d331077c-1fef-4125-8c76-713d77d3c50e,1.0,1.0,A,1,0,0.0,0,0,1356.0
f0c1d36b-8865-48bb-84c6-e0a67079d0c1,1.0,1.0,B,0,1,0.0,0,1,6658.0
f0c1d36b-8865-48bb-84c6-e0a67079d0c1,1.0,1.0,B,0,1,0.0,0,1,5302.0
f0c1d36b-8865-48bb-84c6-e0a67079d0c1,1.0,1.0,B,0,1,0.0,0,1,40397.0
f3f4c9c6-1414-4b66-91ed-6a5bc6933887,1.0,1.0,A,1,1,0.0,0,0,5831.0
f3f4c9c6-1414-4b66-91ed-6a5bc6933887,1.0,1.0,A,1,1,0.0,0,0,7289.0
f3f4c9c6-1414-4b66-91ed-6a5bc6933887,1.0,1.0,A,1,1,0.0,0,0,6699.0
e59cfa13-2515-44e3-a0bd-39b5674668d1,1.0,1.0,A,1,0,0.0,0,0,1622.0
e59cfa13-2515-44e3-a0bd-39b5674668d1,1.0,1.0,B,0,0,0.0,0,1,2053.0
e59cfa13-2515-44e3-a0bd-39b5674668d1,1.0,1.0,A,1,0,0.0,0,0,2667.0
828dcae6-9f2a-4cba-b249-0a95d2887eea,1.0,1.0,B,0,0,0.0,0,1,3161.0
828dcae6-9f2a-4cba-b249-0a95d2887eea,1.0,1.0,B,0,0,0.0,0,1,4206.0
828dcae6-9f2a-4cba-b249-0a95d2887eea,1.0,1.0,B,0,0,0.0,0,1,4431.0
3c47eb2e-4d12-4c97-9e9d-433d49382f36,1.0,1.0,A,1,1,0.0,0,0,5414.0
3c47eb2e-4d12-4c97-9e9d-433d49382f36,1.0,1.0,A,1,1,0.0,0,0,9279.0
3c47eb2e-4d12-4c97-9e9d-433d49382f36,1.0,1.0,B,0,1,0.0,0,1,4938.0
e9202174-8daa-4cbb-a128-44f6840870fb,1.0,1.0,B,0,1,0.0,0,1,2737.0
e9202174-8daa-4cbb-a128-44f6840870fb,1.0,1.0,B,0,1,0.0,0,1,2126.0
e9202174-8daa-4cbb-a128-44f6840870fb,1.0,1.0,A,1,1,0.0,0,0,3544.0
c0eec679-0e2d-40b6-946a-bc307eeeb08a,1.0,1.0,B,0,0,0.0,0,1,5468.0
c0eec679-0e2d-40b6-946a-bc307eeeb08a,1.0,1.0,A,1,0,0.0,0,0,18957.0
c0eec679-0e2d-40b6-946a-bc307eeeb08a,1.0,1.0,A,1,0,0.0,0,0,10906.0
752e648a-0cfe-4ee3-a6ee-7aecd4d10ca1,1.0,1.0,B,0,0,0.0,0,1,6811.0
752e648a-0cfe-4ee3-a6ee-7aecd4d10ca1,1.0,1.0,B,0,0,0.0,0,1,1208.0
752e648a-0cfe-4ee3-a6ee-7aecd4d10ca1,1.0,1.0,B,0,0,0.0,0,1,1967.0
db807547-e7a4-44fa-87cb-6be1690610f0,1.0,1.0,B,0,0,0.0,0,1,2813.0
db807547-e7a4-44fa-87cb-6be1690610f0,1.0,1.0,A,1,0,0.0,0,0,5269.0
db807547-e7a4-44fa-87cb-6be1690610f0,1.0,1.0,B,0,0,0.0,0,1,1820.0
9b7ebcd5-2ebc-4338-a938-05af65044106,1.0,1.0,A,1,1,0.0,0,0,2456.0
9b7ebcd5-2ebc-4338-a938-05af65044106,1.0,1.0,B,0,1,0.0,0,1,3179.0
9b7ebcd5-2ebc-4338-a938-05af65044106,1.0,1.0,A,1,1,0.0,0,0,10201.0
