subject_id,binary_id,trinary_id,target_choice,trinary_group,catch
0534ba2f-a6e8-421a-b7b8-32def9eab26b,16.0,16.0,1,1,0.0
0534ba2f-a6e8-421a-b7b8-32def9eab26b,16.0,16.0,0,1,0.0
0534ba2f-a6e8-421a-b7b8-32def9eab26b,16.0,16.0,0,1,0.0
c42bb243-6020-44ac-9451-f937e428ec02,16.0,16.0,0,0,0.0
c42bb243-6020-44ac-9451-f937e428ec02,16.0,16.0,0,0,0.0
c42bb243-6020-44ac-9451-f937e428ec02,16.0,16.0,0,0,0.0
3be79f94-c496-4284-a8d0-6eb3d94c4b9c,16.0,16.0,0,1,0.0
3be79f94-c496-4284-a8d0-6eb3d94c4b9c,16.0,16.0,0,1,0.0
3be79f94-c496-4284-a8d0-6eb3d94c4b9c,16.0,16.0,0,1,0.0
d139fd97-7d25-46cc-8d4b-ecde8190ff27,16.0,16.0,1,1,0.0
d139fd97-7d25-46cc-8d4b-ecde8190ff27,16.0,16.0,0,1,0.0
d139fd97-7d25-46cc-8d4b-ecde8190ff27,16.0,16.0,0,1,0.0
6b26cfa6-d1c6-4455-98b2-55b1783f2cd4,16.0,16.0,0,1,0.0
6b26cfa6-d1c6-4455-98b2-55b1783f2cd4,16.0,16.0,0,1,0.0
