,subject_id,binary_id,trinary_id,target_choice,trinary_group,catch,actual_choice,decoy_choice,competitor_choice,rt,amountA,probA,amountB,probB,EVA,EVB,avg_amounts,avg_probs,amountC,probC,EVC
15,dfee4379-a815-456b-8011-1e095ba0fcdf,1.0,1.0,1,0,0.0,A,0.0,0.0,13069.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
16,dfee4379-a815-456b-8011-1e095ba0fcdf,1.0,1.0,1,0,0.0,A,0.0,0.0,29633.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
17,dfee4379-a815-456b-8011-1e095ba0fcdf,1.0,1.0,1,0,0.0,A,0.0,0.0,1071.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
18,e98db0fa-cbd1-4415-ab8b-41b6226373b8,1.0,1.0,0,0,0.0,B,0.0,1.0,7242.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
19,e98db0fa-cbd1-4415-ab8b-41b6226373b8,1.0,1.0,0,0,0.0,B,0.0,1.0,4824.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
20,e98db0fa-cbd1-4415-ab8b-41b6226373b8,1.0,1.0,0,0,0.0,B,0.0,1.0,9354.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
21,db1c6c1b-8e99-41cf-9b98-c9c736aa8335,1.0,1.0,0,0,0.0,B,0.0,1.0,4088.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
22,db1c6c1b-8e99-41cf-9b98-c9c736aa8335,1.0,1.0,0,0,0.0,B,0.0,1.0,7722.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
23,db1c6c1b-8e99-41cf-9b98-c9c736aa8335,1.0,1.0,0,0,0.0,B,0.0,1.0,1333.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
24,d331077c-1fef-4125-8c76-713d77d3c50e,1.0,1.0,0,0,0.0,B,0.0,1.0,4034.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
25,d331077c-1fef-4125-8c76-713d77d3c50e,1.0,1.0,1,0,0.0,A,0.0,0.0,1863.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
26,d331077c-1fef-4125-8c76-713d77d3c50e,1.0,1.0,1,0,0.0,A,0.0,0.0,1356.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
27,e59cfa13-2515-44e3-a0bd-39b5674668d1,1.0,1.0,1,0,0.0,A,0.0,0.0,1622.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
28,e59cfa13-2515-44e3-a0bd-39b5674668d1,1.0,1.0,0,0,0.0,B,0.0,1.0,2053.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
29,e59cfa13-2515-44e3-a0bd-39b5674668d1,1.0,1.0,1,0,0.0,A,0.0,0.0,2667.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
30,828dcae6-9f2a-4cba-b249-0a95d2887eea,1.0,1.0,0,0,0.0,B,0.0,1.0,3161.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
31,828dcae6-9f2a-4cba-b249-0a95d2887eea,1.0,1.0,0,0,0.0,B,0.0,1.0,4206.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
32,828dcae6-9f2a-4cba-b249-0a95d2887eea,1.0,1.0,0,0,0.0,B,0.0,1.0,4431.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
